"userid","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"24215395","0","15.9874","43","0.3718","0.1859","0.3718","-1","-1"
"24224425","0","2.16667","6","0.361112","0.180556","0.361112","-1","-1"
"24630719","0","4.59641","20","0.229821","0.11491","0.229821","-1","-1"
"25235198","0","13.3272","27","0.4936","0.2468","0.4936","-1","-1"
"25516222","0","12.9597","46","0.281733","0.140866","0.281733","-1","-1"
"25977925","0","7.40272","30","0.246757","0.123379","0.246757","-1","-1"
"26040618","0","17.5476","50","0.350952","0.175476","0.350952","-1","-1"
"26214482","0","0.966667","5","0.193333","0.0966667","0.193333","-1","-1"
"26257166","0","2.68072","8","0.33509","0.167545","0.33509","-1","-1"
"26577824","0","0","0","0","0","0","-1","-1"
"26599982","0","5.775","28","0.20625","0.103125","0.20625","-1","-1"
"27487343","0","0","0","0","0","0","-1","-1"
"27825918","0","7.04151","19","0.370606","0.185303","0.370606","-1","-1"
"27917781","0","0.5","1","0.5","0.25","0.5","-1","-1"
"27931710","0","8.51878","28","0.304242","0.152121","0.304242","-1","-1"
"27947088","0","1.16667","4","0.291667","0.145834","0.291667","-1","-1"
"28096105","0","152.588","559","0.272966","0.136483","0.272966","-1","-1"
"28124241","0","0","0","0","0","0","-1","-1"
"28186908","0","12.2611","33","0.371548","0.185774","0.371548","-1","-1"
"28206390","0","0","2","0","0","0","-1","-1"
"28785486","0.589744","13.255","33","0.401667","0.495705","0.589744","0","-1"
"29264626","0","1","2","0.5","0.25","0.5","-1","-1"
"29460627","0","0","0","0","0","0","-1","-1"
"29518466","0","2.46667","14","0.176191","0.0880954","0.176191","-1","-1"
"30160168","0","22.7706","95","0.23969","0.119845","0.23969","-1","-1"
"30346204","0","2.66667","6","0.444445","0.222223","0.444445","-1","-1"
"30699754","0","25.3774","75","0.338365","0.169183","0.338365","-1","-1"
"30775031","0","4.79747","19","0.252498","0.126249","0.252498","-1","-1"
"30817647","0","0","3","0","0","0","-1","-1"
"31511502","0","0.75","3","0.25","0.125","0.25","-1","-1"
"31672638","0","1.27778","6","0.212963","0.106482","0.212963","-1","-1"
"32002507","0","15.6338","50","0.312676","0.156338","0.312676","-1","-1"
"32795568","0","0","0","0","0","0","-1","-1"
"33076804","0","9.21032","23","0.400449","0.200224","0.400449","-1","-1"
"33407417","0","0","1","0","0","0","-1","-1"
"33798654","0","0.45","11","0.0409091","0.0204545","0.0409091","-1","-1"
"33946296","0","2.53704","10","0.253704","0.126852","0.253704","-1","-1"
"34310801","0","19.5071","54","0.361242","0.180621","0.361242","-1","-1"
"35441526","0","0.833333","2","0.416667","0.208333","0.416667","-1","-1"
"35626475","0","9.73638","32","0.304262","0.152131","0.304262","-1","-1"
"35757320","0","0","1","0","0","0","-1","-1"
"36419991","0","16.4867","53","0.311069","0.155535","0.311069","-1","-1"
"36730252","0","33.0272","121","0.272952","0.136476","0.272952","-1","-1"
"38156420","0","40.1336","129","0.311113","0.155557","0.311113","-1","-1"
"39364684","0","16.3284","60","0.27214","0.13607","0.27214","-1","-1"
"39728435","0","0","0","0","0","0","-1","-1"
"39812267","0","4.5381","15","0.30254","0.15127","0.30254","-1","-1"
"39816275","0","11.4564","31","0.369561","0.184781","0.369561","-1","-1"
"40316065","0","1.16667","10","0.116667","0.0583335","0.116667","-1","-1"
"40519997","0","3.69806","15","0.246537","0.123269","0.246537","-1","-1"
"40878677","0","0","2","0","0","0","-1","-1"
"41337621","0","0.852941","8","0.106618","0.0533088","0.106618","-1","-1"
"41468683","0","0","1","0","0","0","-1","-1"
"41479334","0","28.4075","96","0.295911","0.147956","0.295911","-1","-1"
"42887031","0","0.333333","2","0.166666","0.0833332","0.166666","-1","-1"
"42896073","0","34.5482","114","0.303054","0.151527","0.303054","-1","-1"
"42958829","0","5.82973","23","0.253467","0.126733","0.253467","-1","-1"
"43355844","0","7.51589","23","0.326778","0.163389","0.326778","-1","-1"
"43641364","0","0.592105","1","0.592105","0.296052","0.592105","-1","-1"
"43885373","0","0","0","0","0","0","-1","-1"
"44166798","0","0","0","0","0","0","-1","-1"
"44685373","0","9.07913","30","0.302638","0.151319","0.302638","-1","-1"
"44699893","0","0","0","0","0","0","-1","-1"
"45632111","0","0.55814","7","0.0797343","0.0398671","0.0797343","-1","-1"
"46213956","0","21.614","89","0.242854","0.121427","0.242854","-1","-1"
"46431088","0","2.04607","6","0.341012","0.170506","0.341012","-1","-1"
"47409343","0","10.3964","45","0.231031","0.115516","0.231031","-1","-1"
"47469552","0","3.35814","19","0.176744","0.0883721","0.176744","-1","-1"
"47705588","0","3.23148","13","0.248575","0.124288","0.248575","-1","-1"
"47916714","0","15.4269","76","0.202985","0.101493","0.202985","-1","-1"
"49481642","0","6.60679","22","0.300309","0.150154","0.300309","-1","-1"
"49654153","0","5.95648","14","0.425463","0.212731","0.425463","-1","-1"
"50004938","0","2.16667","6","0.361111","0.180556","0.361111","-1","-1"
"50055294","0","0","0","0","0","0","-1","-1"
"50348344","0","1","6","0.166667","0.0833333","0.166667","-1","-1"
"50657158","0","6.86842","40","0.171711","0.0858553","0.171711","-1","-1"
"51241574","0.651163","2.4698","13","0.189985","0.420574","0.651163","0","-1"
"54791458","0","0.55814","7","0.0797343","0.0398671","0.0797343","-1","-1"
"55011262","0","12.1575","35","0.347357","0.173679","0.347357","-1","-1"
"55594930","0","0","1","0","0","0","-1","-1"
"56223278","0","28.2816","88","0.321382","0.160691","0.321382","-1","-1"
"57709461","0","0","0","0","0","0","-1","-1"
"59287889","0","0","1","0","0","0","-1","-1"
"61115931","0","1","8","0.125","0.0625","0.125","-1","-1"
"61597754","0","0.666667","6","0.111111","0.0555556","0.111111","-1","-1"
"61914899","0","1.53671","5","0.307342","0.153671","0.307342","-1","-1"
"62894963","0","0.55814","3","0.186047","0.0930233","0.186047","-1","-1"
"63105173","0","2.1679","4","0.541975","0.270988","0.541975","-1","-1"
"64643056","0.614458","25.3565","74","0.342655","0.478557","0.614458","0","-1"
"64826919","0","0","0","0","0","0","-1","-1"
"68577152","0","1.91667","9","0.212963","0.106482","0.212963","-1","-1"
"69042501","0","1","1","1","0.5","1","0","1"
"69329527","1","23.6364","94","0.251451","0.625726","1","1","1"
"69361168","0","3.88989","13","0.299222","0.149611","0.299222","-1","-1"
"70315912","0","0.666667","2","0.333333","0.166667","0.333333","-1","-1"
"70424993","0","0","1","0","0","0","-1","-1"
"71080496","0","20.794","70","0.297057","0.148528","0.297057","-1","-1"
"73406718","0","0","1","0","0","0","-1","-1"
"74186967","0","1.16667","5","0.233334","0.116667","0.233334","-1","-1"
"75138076","0","4.52057","18","0.251143","0.125571","0.251143","-1","-1"
"75584076","0","15.9694","58","0.275334","0.137667","0.275334","-1","-1"
"76394861","0","5.46178","21","0.260085","0.130042","0.260085","-1","-1"
"78195200","0","3.13333","11","0.284848","0.142424","0.284848","-1","-1"
"80687823","0","18.1625","73","0.248801","0.124401","0.248801","-1","-1"
"81122301","0","6.91085","22","0.31413","0.157065","0.31413","-1","-1"
"82120358","0","16.8577","71","0.237432","0.118716","0.237432","-1","-1"
"82726142","0","1.26481","8","0.158102","0.0790509","0.158102","-1","-1"
"86002394","0","6.71662","39","0.172221","0.0861105","0.172221","-1","-1"
"87416722","0.852941","0.511905","1","0.511905","0.682423","0.852941","1","1"
"87818409","0.234043","28.7162","93","0.308776","0.27141","0.234043","-1","-1"
"88574375","0","6.03695","29","0.208171","0.104085","0.208171","-1","-1"
"88734887","0","0","0","0","0","0","-1","-1"
"88944711","0","0","2","0","0","0","-1","-1"
"89570834","0","3.3","9","0.366667","0.183333","0.366667","-1","-1"
"90243293","0","1.98404","14","0.141717","0.0708587","0.141717","-1","-1"
"91774878","0","0.5","3","0.166667","0.0833333","0.166667","-1","-1"
"93652764","0","0","1","0","0","0","-1","-1"
"96104822","0","14.5421","64","0.22722","0.11361","0.22722","-1","-1"
"98487877","0","2.06737","19","0.108809","0.0544046","0.108809","-1","-1"
"99028224","0","1.5625","8","0.195312","0.0976562","0.195312","-1","-1"
"103065157","0","8.03452","29","0.277052","0.138526","0.277052","-1","-1"
"106272927","0","13.3798","52","0.257304","0.128652","0.257304","-1","-1"
"106470258","0","0.666667","2","0.333333","0.166667","0.333333","-1","-1"
"106788285","0","26.392","76","0.347263","0.173632","0.347263","-1","-1"
"107883101","0","2.29624","10","0.229624","0.114812","0.229624","-1","-1"
"109065990","0","3.99965","14","0.285689","0.142845","0.285689","-1","-1"
"110710738","0","0","0","0","0","0","-1","-1"
"111044562","0","3.46194","11","0.314722","0.157361","0.314722","-1","-1"
"114075165","0","3.20629","8","0.400786","0.200393","0.400786","-1","-1"
"115514485","0","21.1173","71","0.297427","0.148713","0.297427","-1","-1"
"115754870","0","21.6773","65","0.333498","0.166749","0.333498","-1","-1"
"117155939","0","2","11","0.181818","0.0909091","0.181818","-1","-1"
"119106683","0","0","1","0","0","0","-1","-1"
"121483664","0","6.03333","32","0.188542","0.0942708","0.188542","-1","-1"
"122261841","0","2.30814","4","0.577035","0.288518","0.577035","-1","-1"
"126400767","0","0","0","0","0","0","-1","-1"
"126447030","0","0","0","0","0","0","-1","-1"
"126486040","0","0.817376","9","0.0908196","0.0454098","0.0908196","-1","-1"
"132231788","0","6.69443","38","0.176169","0.0880846","0.176169","-1","-1"
"134963200","0","16.5884","62","0.267555","0.133777","0.267555","-1","-1"
"140073314","0","6.1936","21","0.294933","0.147467","0.294933","-1","-1"
"141084952","0","10.1784","39","0.260986","0.130493","0.260986","-1","-1"
"147090647","0","0.3","4","0.075","0.0375","0.075","-1","-1"
"148116121","0","12.026","47","0.255872","0.127936","0.255872","-1","-1"
"148653311","0.6","13.654","44","0.310318","0.455159","0.6","0","-1"
"149282848","0","0","0","0","0","0","-1","-1"
"149913262","0","1.5","18","0.0833333","0.0416667","0.0833333","-1","-1"
"150425432","0","1.45","6","0.241667","0.120833","0.241667","-1","-1"
"150671052","0","1.33333","8","0.166666","0.0833331","0.166666","-1","-1"
"156123647","0","0","4","0","0","0","-1","-1"
"164075542","0","13.1924","53","0.248913","0.124457","0.248913","-1","-1"
"164418122","0","0","1","0","0","0","-1","-1"
"168683422","0","0","0","0","0","0","-1","-1"
"171606833","0","7.71212","32","0.241004","0.120502","0.241004","-1","-1"
"171643578","0","0.609756","2","0.304878","0.152439","0.304878","-1","-1"
"172887151","0","0.75","3","0.25","0.125","0.25","-1","-1"
"173885254","0","0.5","6","0.0833333","0.0416667","0.0833333","-1","-1"
"176930329","0","6.95084","21","0.330992","0.165496","0.330992","-1","-1"
"180394227","0","0.5","4","0.125","0.0625","0.125","-1","-1"
"180887271","0","14.9586","48","0.311637","0.155819","0.311637","-1","-1"
"187721634","0","10.2026","34","0.300078","0.150039","0.300078","-1","-1"
"190361651","0","0.3","1","0.3","0.15","0.3","-1","-1"
"191692374","0","0","1","0","0","0","-1","-1"
"193725962","0","1.74327","8","0.217909","0.108954","0.217909","-1","-1"
"194272236","0","0","0","0","0","0","-1","-1"
"195903035","0","4.06826","16","0.254267","0.127133","0.254267","-1","-1"
"201394249","0","10.1682","46","0.221048","0.110524","0.221048","-1","-1"
"203123011","0","4.26959","18","0.237199","0.1186","0.237199","-1","-1"
"204832963","0","0","0","0","0","0","-1","-1"
"210181440","0","25.9643","85","0.305462","0.152731","0.305462","-1","-1"
"214007688","1","47.9695","116","0.41353","0.706765","1","1","1"
"214924806","0","6.02983","24","0.251243","0.125621","0.251243","-1","-1"
"216586703","0","0","0","0","0","0","-1","-1"
"217104488","0","1.70224","9","0.189138","0.0945689","0.189138","-1","-1"
"217872058","0","2.77067","10","0.277067","0.138534","0.277067","-1","-1"
"220765357","0","4.0542","24","0.168925","0.0844625","0.168925","-1","-1"
"234874463","0","0.444444","2","0.222222","0.111111","0.222222","-1","-1"
"242098055","0","18.3217","66","0.277602","0.138801","0.277602","-1","-1"
"243679064","0","2.16667","7","0.309524","0.154762","0.309524","-1","-1"
"244571847","0","12.2593","42","0.291888","0.145944","0.291888","-1","-1"
"244612749","0","1.20721","3","0.402403","0.201202","0.402403","-1","-1"
"245009225","0","2.7","7","0.385714","0.192857","0.385714","-1","-1"
"247412653","0","10.2372","36","0.284367","0.142183","0.284367","-1","-1"
"249339016","0","7.03076","21","0.334798","0.167399","0.334798","-1","-1"
"252794509","0","2.16667","6","0.361112","0.180556","0.361112","-1","-1"
"256651991","0","0","0","0","0","0","-1","-1"
"257291338","0","3.98148","34","0.117102","0.0585512","0.117102","-1","-1"
"261413944","0","1.67848","6","0.279747","0.139874","0.279747","-1","-1"
"263371799","0","0","1","0","0","0","-1","-1"
"264268489","0","24.1024","69","0.34931","0.174655","0.34931","-1","-1"
"264924050","0","11.25","49","0.229592","0.114796","0.229592","-1","-1"
"266084123","0","26.1931","89","0.294304","0.147152","0.294304","-1","-1"
"266312733","0","0","0","0","0","0","-1","-1"
"268416076","0","41.0448","188","0.218323","0.109162","0.218323","-1","-1"
"271445418","0","5.78544","21","0.275497","0.137749","0.275497","-1","-1"
"271661216","0","0","0","0","0","0","-1","-1"
"272172091","0","7.37805","48","0.153709","0.0768547","0.153709","-1","-1"
"274831602","0","0.651163","3","0.217054","0.108527","0.217054","-1","-1"
"278098811","0","35.5151","144","0.246633","0.123316","0.246633","-1","-1"
"285383650","0","0","0","0","0","0","-1","-1"
"287281370","0","0","0","0","0","0","-1","-1"
"289998339","1","7.77076","37","0.210021","0.60501","1","1","1"
"292777349","0.652174","14.129","60","0.235483","0.443828","0.652174","0","-1"
"302071347","0","4.22481","9","0.469423","0.234712","0.469423","-1","-1"
"308556440","0","0","0","0","0","0","-1","-1"
"318835344","0","0.85814","6","0.143023","0.0715117","0.143023","-1","-1"
"321752222","0","0.333333","5","0.0666666","0.0333333","0.0666666","-1","-1"
"323967274","0","0.916667","2","0.458333","0.229167","0.458333","-1","-1"
"325747234","0","12.4566","33","0.377472","0.188736","0.377472","-1","-1"
"331051303","0","1.16667","6","0.194444","0.0972222","0.194444","-1","-1"
"331998971","0","3.64863","16","0.228039","0.11402","0.228039","-1","-1"
"336899029","0","0","1","0","0","0","-1","-1"
"343889583","0","0","1","0","0","0","-1","-1"
"351120282","0","59.5429","216","0.275662","0.137831","0.275662","-1","-1"
"351736101","0","0","1","0","0","0","-1","-1"
"352858004","0","2","7","0.285714","0.142857","0.285714","-1","-1"
"358347117","0","5.2537","24","0.218904","0.109452","0.218904","-1","-1"
"359138243","0","7.31384","23","0.317993","0.158996","0.317993","-1","-1"
"363879015","0","3.49667","10","0.349667","0.174834","0.349667","-1","-1"
"371510063","0","6.63486","21","0.315946","0.157973","0.315946","-1","-1"
"375721095","1","0","0","0","0.5","1","0","1"
"380118903","0","3.93744","12","0.32812","0.16406","0.32812","-1","-1"
"380648579","0.617647","4.36","14","0.311429","0.464538","0.617647","0","-1"
"381030530","0","0","0","0","0","0","-1","-1"
"382027901","0","3.60968","13","0.277668","0.138834","0.277668","-1","-1"
"384438102","0.666667","2.38974","7","0.341391","0.504029","0.666667","0","1"
"390751847","0","0","0","0","0","0","-1","-1"
"401161798","0","1.85965","6","0.309942","0.154971","0.309942","-1","-1"
"405743388","0","0","1","0","0","0","-1","-1"
"410334710","0","1.90071","4","0.475178","0.237589","0.475178","-1","-1"
"412373159","0","0.666667","9","0.0740741","0.0370371","0.0740741","-1","-1"
"413279505","0","18.4296","58","0.317752","0.158876","0.317752","-1","-1"
"414601231","0","1","4","0.25","0.125","0.25","-1","-1"
"423662810","0.888889","14.2474","53","0.268819","0.578854","0.888889","1","1"
"427515851","0","33.4308","141","0.237098","0.118549","0.237098","-1","-1"
"430145070","0","0","0","0","0","0","-1","-1"
"469509327","0.666667","17.9016","49","0.365339","0.516003","0.666667","0","1"
"479874506","0","1","3","0.333333","0.166667","0.333333","-1","-1"
"482265445","0","4","7","0.571429","0.285714","0.571429","-1","-1"
"495434352","0","3.47748","9","0.386387","0.193193","0.386387","-1","-1"
"501293202","0","2.61111","8","0.326389","0.163194","0.326389","-1","-1"
"522403192","0","11.8923","48","0.247756","0.123878","0.247756","-1","-1"
"523885252","0","1.16667","4","0.291667","0.145833","0.291667","-1","-1"
"549587666","0","1.52481","8","0.190601","0.0953006","0.190601","-1","-1"
"563229397","0","0","4","0","0","0","-1","-1"
"564807258","0","0","2","0","0","0","-1","-1"
"606029424","0","0","0","0","0","0","-1","-1"
"632305734","0","9.09625","26","0.349856","0.174928","0.349856","-1","-1"
"635608354","0","11.65","42","0.277381","0.13869","0.277381","-1","-1"
"700612208","0","0","1","0","0","0","-1","-1"
"736798032","0","0.913333","3","0.304444","0.152222","0.304444","-1","-1"
"737450550","0","21.646","54","0.400852","0.200426","0.400852","-1","-1"
"747398809","0","15.3226","42","0.364825","0.182412","0.364825","-1","-1"
"748137168","0","0","0","0","0","0","-1","-1"
"757313467","0","1.11111","2","0.555556","0.277778","0.555556","-1","-1"
"808790604","0","14.5273","38","0.382298","0.191149","0.382298","-1","-1"
"887163673","0","0.666667","1","0.666667","0.333333","0.666667","-1","-1"
"910828603","0","0","2","0","0","0","-1","-1"
"913135650","0","0","3","0","0","0","-1","-1"
"930386257","0","4.19583","23","0.182427","0.0912137","0.182427","-1","-1"
"954124423","0.2","16.2024","48","0.33755","0.268775","0.2","-1","-1"
"957502914","0","0.45","8","0.05625","0.028125","0.05625","-1","-1"
"961585981","0","0","0","0","0","0","-1","-1"
"980908736","0","0.85814","3","0.286047","0.143023","0.286047","-1","-1"
"994782234","0","0","0","0","0","0","-1","-1"
"1086941082","0","4.5","9","0.5","0.25","0.5","-1","-1"
"1115146242","0","0","2","0","0","0","-1","-1"
"1169109691","0","2","6","0.333333","0.166667","0.333333","-1","-1"
"1205111988","0","4.77848","23","0.20776","0.10388","0.20776","-1","-1"
"1257280160","0","0","0","0","0","0","-1","-1"
"1263002017","1","22.5601","70","0.322287","0.661144","1","1","1"
"1291267135","0","1","1","1","0.5","1","0","1"
