"userid","rcount","nrcount","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"1496971","1","0","1","12.5954","41","0.307205","0.653602","1","1","1"
"1652541","10","9","0.526316","19.8863","55","0.361568","0.443942","0.526316","0","-1"
"1716581","8","13","0.380952","13.047","50","0.26094","0.320946","0.380952","-1","-1"
"1877831","0","5","0","16.2551","48","0.338648","0.169324","0.338648","-1","-1"
"1947301","0","3","0","55.6212","241","0.230793","0.115397","0.230793","-1","-1"
"1994321","14","9","0.608696","5.36111","9","0.595679","0.602187","0.608696","1","1"
"2097571","17","24","0.414634","4.87329","19","0.256489","0.335561","0.414634","-1","-1"
"2195241","0","1","0","17.3778","72","0.241358","0.120679","0.241358","-1","-1"
"2467791","2","6","0.25","24.9128","81","0.307565","0.278783","0.25","-1","-1"
"2768501","15","11","0.576923","23.3612","64","0.365019","0.470971","0.576923","0","-1"
"2836421","1","1","0.5","23.4293","74","0.316612","0.408306","0.5","0","-1"
"2884771","2","4","0.333333","19.7748","73","0.270888","0.30211","0.333333","-1","-1"
"3108351","22","36","0.37931","1.56863","14","0.112045","0.245678","0.37931","-1","-1"
"3497941","2","0","1","54.5016","165","0.330313","0.665156","1","1","1"
"3684431","1","0","1","29.7004","108","0.275004","0.637502","1","1","1"
"3806691","1","0","1","0","0","0","0.5","1","0","1"
"4033561","1","0","1","20.2837","57","0.355854","0.677927","1","1","1"
"4126501","0","1","0","7.61711","48","0.15869","0.0793448","0.15869","-1","-1"
"4207961","0","1","0","7.31111","42","0.174074","0.087037","0.174074","-1","-1"
"4465521","0","1","0","8.91601","27","0.330223","0.165111","0.330223","-1","-1"
"4970411","3","6","0.333333","0.461538","3","0.153846","0.243589","0.333333","-1","-1"
"5392522","1","0","1","3.8492","36","0.106922","0.553461","1","1","1"
"5402612","45","31","0.592105","0.333333","2","0.166666","0.379386","0.592105","0","-1"
"5513002","1","8","0.111111","14.5563","52","0.279928","0.19552","0.111111","-1","-1"
"5695632","1","2","0.333333","25.398","88","0.288614","0.310973","0.333333","-1","-1"
"5698002","0","1","0","21.9572","60","0.365953","0.182977","0.365953","-1","-1"
"5858532","0","1","0","2.93","18","0.162778","0.0813889","0.162778","-1","-1"
"5867842","1","1","0.5","19.3835","68","0.285051","0.392526","0.5","0","-1"
"5943072","4","5","0.444444","2.41667","6","0.402778","0.423611","0.444444","0","-1"
"5971922","0","2","0","1","5","0.2","0.1","0.2","-1","-1"
"5988062","0","3","0","9.83281","31","0.317187","0.158594","0.317187","-1","-1"
"6017542","18","9","0.666667","42.4396","102","0.416075","0.541371","0.666667","0","1"
"6039302","0","1","0","1.5","11","0.136364","0.0681818","0.136364","-1","-1"
"6107422","0","3","0","13.2711","41","0.323685","0.161843","0.323685","-1","-1"
"6134882","0","1","0","7.35308","41","0.179343","0.0896717","0.179343","-1","-1"
"6160792","0","1","0","25.5618","130","0.196629","0.0983146","0.196629","-1","-1"
"6246092","0","1","0","8.23314","20","0.411657","0.205829","0.411657","-1","-1"
"6267962","0","1","0","6.55974","32","0.204992","0.102496","0.204992","-1","-1"
"6273552","0","1","0","55.0343","220","0.250156","0.125078","0.250156","-1","-1"
"6361512","0","1","0","5.25752","16","0.328595","0.164298","0.328595","-1","-1"
"6433472","1","1","0.5","8.49445","43","0.197545","0.348773","0.5","-1","-1"
"6473022","0","3","0","18.341","99","0.185262","0.0926312","0.185262","-1","-1"
"6482142","1","0","1","23.8671","62","0.384953","0.692476","1","1","1"
"6591312","3","0","1","58.3164","184","0.316937","0.658468","1","1","1"
"6705042","0","1","0","10.9637","70","0.156624","0.0783121","0.156624","-1","-1"
"7197752","0","1","0","5.747","22","0.261227","0.130614","0.261227","-1","-1"
"7214972","1","0","1","3.66667","18","0.203704","0.601852","1","1","1"
"7309052","4","1","0.8","46.0707","155","0.29723","0.548615","0.8","0","1"
"7401202","0","1","0","0","2","0","0","0","-1","-1"
"7587032","43","41","0.511905","0.852941","1","0.852941","0.682423","0.511905","1","1"
"7589572","1","4","0.2","16.5679","87","0.190436","0.195218","0.2","-1","-1"
"7607852","0","2","0","4.51788","20","0.225894","0.112947","0.225894","-1","-1"
"7702542","0","5","0","12.6847","52","0.243937","0.121968","0.243937","-1","-1"
"7744592","2","6","0.25","24.4709","75","0.326279","0.288139","0.25","-1","-1"
"7768402","0","11","0","61.6824","236","0.261366","0.130683","0.261366","-1","-1"
"7779462","0","1","0","0.819444","5","0.163889","0.0819444","0.163889","-1","-1"
"7874982","0","1","0","8.36242","33","0.253407","0.126703","0.253407","-1","-1"
"7993262","0","1","0","0","0","0","0","0","-1","-1"
"8071902","0","2","0","55.9735","227","0.246579","0.12329","0.246579","-1","-1"
"8161232","0","1","0","0.5","16","0.03125","0.015625","0.03125","-1","-1"
"8170292","0","1","0","20.1715","119","0.169508","0.0847542","0.169508","-1","-1"
"8197942","1","1","0.5","27.2895","83","0.328789","0.414395","0.5","0","-1"
"8320162","0","1","0","2.8442","11","0.258564","0.129282","0.258564","-1","-1"
"8330472","0","1","0","0","0","0","0","0","-1","-1"
"8350912","2","1","0.666667","0.5","2","0.25","0.458333","0.666667","0","-1"
"8475532","1","0","1","18.6789","89","0.209875","0.604938","1","1","1"
"8547752","0","1","0","2.8503","8","0.356288","0.178144","0.356288","-1","-1"
"8839632","0","1","0","6.63469","12","0.552891","0.276445","0.552891","-1","-1"
"8973062","1","0","1","0","0","0","0.5","1","0","1"
"9207632","0","1","0","2.08194","9","0.231327","0.115663","0.231327","-1","-1"
"9235982","1","0","1","31.7556","96","0.330788","0.665394","1","1","1"
"9295502","0","1","0","6.28917","58","0.108434","0.054217","0.108434","-1","-1"
"9411482","0","1","0","18.1089","55","0.329253","0.164626","0.329253","-1","-1"
"9487272","0","1","0","1","7","0.142857","0.0714286","0.142857","-1","-1"
"9507342","2","1","0.666667","73.963","306","0.241709","0.454188","0.666667","0","-1"
"9517882","0","1","0","5.82289","39","0.149305","0.0746524","0.149305","-1","-1"
"9609632","7","3","0.7","10.3095","25","0.41238","0.55619","0.7","1","1"
"9624742","0","1","0","0","8","0","0","0","-1","-1"
"9648652","1","0","1","14.6375","38","0.385197","0.692599","1","1","1"
"9651232","3","1","0.75","4.21835","14","0.301311","0.525655","0.75","0","1"
"9763482","1","0","1","23.2623","70","0.332319","0.666159","1","1","1"
"9890492","0","1","0","12.7278","43","0.295995","0.147998","0.295995","-1","-1"
"10102272","0","1","0","3.66667","15","0.244445","0.122222","0.244445","-1","-1"
"10168082","1","0","1","77.1371","286","0.26971","0.634855","1","1","1"
"10313752","0","1","0","7.55381","31","0.243671","0.121836","0.243671","-1","-1"
"10703412","0","1","0","8.38803","27","0.310668","0.155334","0.310668","-1","-1"
"10876852","0","1","0","2.69299","4","0.673247","0.336623","0.673247","-1","-1"
"11018152","0","1","0","0.833333","38","0.0219298","0.0109649","0.0219298","-1","-1"
"11203972","0","1","0","21.9659","82","0.267877","0.133938","0.267877","-1","-1"
"11265832","0","5","0","12.7204","44","0.2891","0.14455","0.2891","-1","-1"
"11345012","0","1","0","16.0657","65","0.247165","0.123582","0.247165","-1","-1"
"11741632","0","1","0","9.89191","42","0.235522","0.117761","0.235522","-1","-1"
"11793022","0","1","0","0","1","0","0","0","-1","-1"
"12004852","2","2","0.5","20.6106","75","0.274808","0.387404","0.5","0","-1"
"12442992","0","1","0","0.5","1","0.5","0.25","0.5","-1","-1"
"12520212","1","0","1","11.3729","53","0.214583","0.607292","1","1","1"
"12579352","1","1","0.5","7.09586","19","0.373466","0.436733","0.5","0","-1"
"12716032","0","1","0","9.73012","60","0.162169","0.0810843","0.162169","-1","-1"
"12811952","0","1","0","25.15","80","0.314375","0.157187","0.314375","-1","-1"
"12848262","1","1","0.5","3.71762","12","0.309802","0.404901","0.5","0","-1"
"12858902","0","1","0","6.83807","32","0.21369","0.106845","0.21369","-1","-1"
"13049362","2","1","0.666667","11.9525","41","0.291524","0.479096","0.666667","0","-1"
"13393052","0","9","0","3.0464","27","0.11283","0.0564148","0.11283","-1","-1"
"13493302","0","1","0","36.8021","118","0.311882","0.155941","0.311882","-1","-1"
"13496142","0","3","0","0","4","0","0","0","-1","-1"
"13557782","0","1","0","4.57777","20","0.228889","0.114444","0.228889","-1","-1"
"13557972","1","1","0.5","12.082","58","0.20831","0.354155","0.5","0","-1"
"13753642","0","1","0","3","36","0.0833333","0.0416667","0.0833333","-1","-1"
"13829772","0","1","0","10.7461","40","0.268653","0.134326","0.268653","-1","-1"
"14082466","0","1","0","19.813","80","0.247662","0.123831","0.247662","-1","-1"
"14085040","0","1","0","5.98383","18","0.332435","0.166218","0.332435","-1","-1"
"14090948","7","95","0.0686274","22.9099","94","0.243722","0.156175","0.0686274","-1","-1"
"14095052","0","3","0","7.32057","56","0.130724","0.0653622","0.130724","-1","-1"
"14098166","0","1","0","2.85648","6","0.47608","0.23804","0.47608","-1","-1"
"14123751","0","1","0","10.0689","81","0.124307","0.0621537","0.124307","-1","-1"
"14138785","5","6","0.454545","13.8073","44","0.313802","0.384174","0.454545","0","-1"
"14155907","2","2","0.5","18.4968","87","0.212607","0.356303","0.5","0","-1"
"14159148","0","1","0","0","6","0","0","0","-1","-1"
"14173315","20","17","0.540541","14.4614","45","0.321364","0.430953","0.540541","0","-1"
"14200367","0","1","0","17.7528","73","0.243189","0.121594","0.243189","-1","-1"
"14224719","0","1","0","1.40022","29","0.0482835","0.0241417","0.0482835","-1","-1"
"14231313","0","1","0","0","0","0","0","0","-1","-1"
"14260960","0","2","0","3.69239","15","0.246159","0.12308","0.246159","-1","-1"
"14264854","0","1","0","9.33107","26","0.358887","0.179444","0.358887","-1","-1"
"14267557","0","3","0","17.7579","55","0.322871","0.161435","0.322871","-1","-1"
"14275129","0","1","0","0.567376","18","0.0315209","0.0157604","0.0315209","-1","-1"
"14287669","0","1","0","53.8051","250","0.21522","0.10761","0.21522","-1","-1"
"14289923","1","0","1","9.59616","40","0.239904","0.619952","1","1","1"
"14291684","0","1","0","5.59307","24","0.233045","0.116522","0.233045","-1","-1"
"14293310","5","11","0.3125","10.4593","41","0.255104","0.283802","0.3125","-1","-1"
"14316371","0","1","0","2.23809","12","0.186508","0.0932538","0.186508","-1","-1"
"14319105","0","1","0","6.29191","27","0.233034","0.116517","0.233034","-1","-1"
"14321959","0","3","0","4.2","39","0.107692","0.0538462","0.107692","-1","-1"
"14353202","0","1","0","31.7311","144","0.220355","0.110177","0.220355","-1","-1"
"14372486","0","1","0","3.68958","13","0.283814","0.141907","0.283814","-1","-1"
"14392559","0","1","0","10.4616","40","0.26154","0.13077","0.26154","-1","-1"
"14401607","1","1","0.5","46.035","154","0.298929","0.399464","0.5","0","-1"
"14404725","0","1","0","3.79087","25","0.151635","0.0758174","0.151635","-1","-1"
"14413869","0","1","0","23.6739","78","0.303512","0.151756","0.303512","-1","-1"
"14437914","0","1","0","42.9562","171","0.251206","0.125603","0.251206","-1","-1"
"14460241","2","1","0.666667","22.4819","60","0.374698","0.520683","0.666667","0","1"
"14464766","3","1","0.75","7.94459","37","0.214719","0.482359","0.75","0","-1"
"14465607","0","1","0","34.731","116","0.299405","0.149703","0.299405","-1","-1"
"14485018","0","1","0","1.44444","6","0.24074","0.12037","0.24074","-1","-1"
"14503124","0","1","0","0","3","0","0","0","-1","-1"
"14511951","4","5","0.444444","49.1382","179","0.274515","0.35948","0.444444","0","-1"
"14515799","1","1","0.5","30.3088","106","0.285932","0.392966","0.5","0","-1"
"14521106","0","1","0","29.9789","77","0.389336","0.194668","0.389336","-1","-1"
"14526877","0","2","0","9.11783","27","0.337697","0.168849","0.337697","-1","-1"
"14550221","0","1","0","0","17","0","0","0","-1","-1"
"14560097","1","0","1","43.9685","125","0.351748","0.675874","1","1","1"
"14569869","5","1","0.833333","28.9922","116","0.249933","0.541633","0.833333","0","1"
"14588748","0","1","0","26.2764","127","0.206901","0.10345","0.206901","-1","-1"
"14599545","1","0","1","10.5133","62","0.169569","0.584785","1","1","1"
"14606079","0","2","0","7.90071","22","0.359123","0.179562","0.359123","-1","-1"
"14609435","0","1","0","12.3611","36","0.343364","0.171682","0.343364","-1","-1"
"14675395","0","1","0","4.81863","23","0.209506","0.104753","0.209506","-1","-1"
"14677919","0","3","0","9.88545","38","0.260143","0.130072","0.260143","-1","-1"
"14697575","0","1","0","0.633333","4","0.158333","0.0791666","0.158333","-1","-1"
"14700117","0","1","0","9.8808","56","0.176443","0.0882214","0.176443","-1","-1"
"14700316","0","2","0","59.2024","259","0.228581","0.11429","0.228581","-1","-1"
"14715424","0","4","0","28.3555","92","0.308212","0.154106","0.308212","-1","-1"
"14717197","4","2","0.666667","14.9478","47","0.318038","0.492353","0.666667","0","-1"
"14722589","3","1","0.75","19.4046","74","0.262224","0.506112","0.75","0","1"
"14722676","0","1","0","8.48148","24","0.353395","0.176697","0.353395","-1","-1"
"14764240","0","1","0","17.7152","55","0.322095","0.161047","0.322095","-1","-1"
"14765253","0","1","0","8.54624","24","0.356093","0.178047","0.356093","-1","-1"
"14782581","0","1","0","6.30637","23","0.27419","0.137095","0.27419","-1","-1"
"14788739","0","1","0","0","0","0","0","0","-1","-1"
"14806497","1","0","1","10.5705","30","0.35235","0.676175","1","1","1"
"14831475","0","1","0","9.50351","45","0.211189","0.105595","0.211189","-1","-1"
"14849562","0","14","0","38.0612","139","0.273822","0.136911","0.273822","-1","-1"
"14855994","0","1","0","15.0959","81","0.186369","0.0931845","0.186369","-1","-1"
"14888597","0","1","0","6.93046","24","0.288769","0.144385","0.288769","-1","-1"
"14892330","0","1","0","22.1181","68","0.325266","0.162633","0.325266","-1","-1"
"14892665","0","1","0","5.16111","19","0.271637","0.135819","0.271637","-1","-1"
"14940354","4","5","0.444444","43.6281","137","0.318453","0.381449","0.444444","0","-1"
"14997555","1","0","1","3.33148","31","0.107467","0.553734","1","1","1"
"15012486","3","4","0.428571","4.21264","13","0.324049","0.37631","0.428571","0","-1"
"15028398","0","1","0","6.54834","54","0.121266","0.0606328","0.121266","-1","-1"
"15037033","1","0","1","12.9961","56","0.232073","0.616036","1","1","1"
"15084853","0","1","0","0","0","0","0","0","-1","-1"
"15108530","3","0","1","22.9182","74","0.309705","0.654853","1","1","1"
"15108702","2","8","0.2","9.87985","18","0.548881","0.37444","0.2","0","-1"
"15143478","0","2","0","1.8","32","0.05625","0.028125","0.05625","-1","-1"
"15164565","1","7","0.125","14.9189","50","0.298378","0.211689","0.125","-1","-1"
"15170194","0","1","0","4.76737","36","0.132427","0.0662135","0.132427","-1","-1"
"15179672","0","1","0","3.10338","13","0.238722","0.119361","0.238722","-1","-1"
"15220768","2","0","1","12.5999","45","0.279998","0.639999","1","1","1"
"15224867","0","1","0","8.46971","25","0.338788","0.169394","0.338788","-1","-1"
"15232098","0","1","0","1.78148","12","0.148457","0.0742284","0.148457","-1","-1"
"15234407","0","1","0","0","2","0","0","0","-1","-1"
"15234546","2","1","0.666667","18.8181","54","0.348483","0.507575","0.666667","0","1"
"15235811","0","1","0","4.0921","29","0.141107","0.0705535","0.141107","-1","-1"
"15249499","0","1","0","11.269","51","0.220961","0.11048","0.220961","-1","-1"
"15250661","4","4","0.5","68.3479","229","0.298462","0.399231","0.5","0","-1"
"15279429","0","1","0","18.0424","67","0.26929","0.134645","0.26929","-1","-1"
"15319103","0","1","0","6.67233","25","0.266893","0.133447","0.266893","-1","-1"
"15348883","0","1","0","31.4954","128","0.246058","0.123029","0.246058","-1","-1"
"15374755","0","1","0","16.9525","52","0.32601","0.163005","0.32601","-1","-1"
"15384969","0","2","0","14.6667","58","0.252874","0.126437","0.252874","-1","-1"
"15400294","2","0","1","5.43334","17","0.319608","0.659804","1","1","1"
"15438913","10","17","0.37037","13.5325","34","0.398014","0.384192","0.37037","0","-1"
"15439395","0","5","0","11.7984","77","0.153226","0.0766129","0.153226","-1","-1"
"15446531","0","1","0","1.41667","16","0.0885419","0.0442709","0.0885419","-1","-1"
"15446551","0","1","0","25.6151","87","0.294426","0.147213","0.294426","-1","-1"
"15458694","0","1","0","51.2117","183","0.279845","0.139923","0.279845","-1","-1"
"15486071","0","1","0","0","1","0","0","0","-1","-1"
"15492359","0","1","0","6.29231","33","0.190676","0.095338","0.190676","-1","-1"
"15513604","1","3","0.25","12.2136","56","0.2181","0.23405","0.25","-1","-1"
"15557246","0","1","0","6.05168","44","0.137538","0.0687691","0.137538","-1","-1"
"15638836","0","1","0","1.57692","4","0.39423","0.197115","0.39423","-1","-1"
"15644999","0","3","0","5.95134","62","0.0959894","0.0479947","0.0959894","-1","-1"
"15667291","0","1","0","5.75697","45","0.127933","0.0639664","0.127933","-1","-1"
"15669672","2","0","1","5.82864","28","0.208166","0.604083","1","1","1"
"15727317","3","1","0.75","28.7422","121","0.237539","0.493769","0.75","0","-1"
"15754281","10","10","0.5","19.1379","51","0.375253","0.437626","0.5","0","-1"
"15764415","0","1","0","2.98449","7","0.426356","0.213178","0.426356","-1","-1"
"15774048","0","1","0","7.11666","57","0.124854","0.0624268","0.124854","-1","-1"
"15798091","0","1","0","6.43225","51","0.126123","0.0630613","0.126123","-1","-1"
"15837659","1","0","1","4.80517","16","0.300323","0.650162","1","1","1"
"15871416","0","1","0","17.6709","63","0.28049","0.140245","0.28049","-1","-1"
"15888299","0","1","0","10.9748","56","0.195978","0.0979891","0.195978","-1","-1"
"15890403","1","0","1","1.31901","12","0.109917","0.554959","1","1","1"
"15896580","1","1","0.5","26.4604","105","0.252004","0.376002","0.5","0","-1"
"15907183","0","6","0","13.5904","55","0.247098","0.123549","0.247098","-1","-1"
"15911806","0","1","0","15.403","58","0.265569","0.132784","0.265569","-1","-1"
"15932715","0","2","0","3.14761","16","0.196726","0.0983628","0.196726","-1","-1"
"15942075","1","0","1","1.2","12","0.1","0.55","1","1","1"
"15951166","0","1","0","13.7207","48","0.285848","0.142924","0.285848","-1","-1"
"15951232","1","0","1","13.8786","43","0.322758","0.661379","1","1","1"
"15956067","0","2","0","48.9282","207","0.236368","0.118184","0.236368","-1","-1"
"15995155","0","1","0","5.57912","24","0.232463","0.116232","0.232463","-1","-1"
"15996661","3","1","0.75","12.1391","49","0.247737","0.498868","0.75","0","-1"
"16012783","4","6","0.4","20.9442","70","0.299203","0.349601","0.4","-1","-1"
"16019070","1","0","1","39.6368","107","0.370437","0.685219","1","1","1"
"16029780","0","1","0","2.94329","21","0.140157","0.0700783","0.140157","-1","-1"
"16031927","2","2","0.5","36.023","112","0.321634","0.410817","0.5","0","-1"
"16045547","0","1","0","1.33333","5","0.266667","0.133333","0.266667","-1","-1"
"16055389","0","2","0","3.46667","26","0.133333","0.0666667","0.133333","-1","-1"
"16076032","0","1","0","16.5997","103","0.161162","0.080581","0.161162","-1","-1"
"16077204","0","1","0","22.6284","73","0.309978","0.154989","0.309978","-1","-1"
"16080866","0","1","0","0","0","0","0","0","-1","-1"
"16096416","0","1","0","0","0","0","0","0","-1","-1"
"16106584","0","2","0","4.52632","15","0.301755","0.150877","0.301755","-1","-1"
"16116288","3","1","0.75","17.7097","66","0.268329","0.509164","0.75","0","1"
"16145763","6","1","0.857143","6.84167","15","0.456111","0.656627","0.857143","1","1"
"16150136","1","0","1","13.0027","62","0.209721","0.60486","1","1","1"
"16153562","0","3","0","3.93679","29","0.135751","0.0678757","0.135751","-1","-1"
"16164636","0","3","0","7.04815","35","0.201376","0.100688","0.201376","-1","-1"
"16170253","0","1","0","20.8383","79","0.263776","0.131888","0.263776","-1","-1"
"16183458","1","0","1","24.1393","75","0.321857","0.660929","1","1","1"
"16184358","0","2","0","17.0459","51","0.334233","0.167116","0.334233","-1","-1"
"16198940","0","4","0","32.4984","109","0.29815","0.149075","0.29815","-1","-1"
"16211566","1","1","0.5","4.56482","28","0.163029","0.331515","0.5","-1","-1"
"16215478","1","3","0.25","17.3748","37","0.469589","0.359795","0.25","0","-1"
"16253142","0","2","0","41.6514","149","0.27954","0.13977","0.27954","-1","-1"
"16269666","1","0","1","3.25","13","0.25","0.625","1","1","1"
"16305558","0","1","0","23.9002","104","0.229809","0.114905","0.229809","-1","-1"
"16311797","0","1","0","6.50123","26","0.250047","0.125024","0.250047","-1","-1"
"16330790","0","1","0","64.5217","248","0.260168","0.130084","0.260168","-1","-1"
"16343974","12","22","0.352941","6.30702","16","0.394189","0.373565","0.352941","0","-1"
"16395449","0","1","0","1.87597","4","0.468992","0.234496","0.468992","-1","-1"
"16416978","0","1","0","0","2","0","0","0","-1","-1"
"16444025","0","1","0","0.0686274","12","0.00571895","0.00285948","0.00571895","-1","-1"
"16469809","0","2","0","16.7241","71","0.23555","0.117775","0.23555","-1","-1"
"16513349","1","0","1","24.7776","109","0.227317","0.613659","1","1","1"
"16525194","1","2","0.333333","0.608696","7","0.0869566","0.210145","0.333333","-1","-1"
"16553638","0","1","0","13.7312","48","0.286067","0.143033","0.286067","-1","-1"
"16560657","0","2","0","10.966","29","0.378137","0.189069","0.378137","-1","-1"
"16567644","1","1","0.5","36.7377","102","0.360174","0.430087","0.5","0","-1"
"16589206","3","7","0.3","27.2704","141","0.193407","0.246704","0.3","-1","-1"
"16591979","1","0","1","23.849","84","0.283916","0.641958","1","1","1"
"16593816","1","0","1","8.98264","35","0.256647","0.628323","1","1","1"
"16650570","0","1","0","32.5478","109","0.298604","0.149302","0.298604","-1","-1"
"16661744","0","1","0","27.5161","103","0.267147","0.133573","0.267147","-1","-1"
"16664681","1","1","0.5","39.151","132","0.296598","0.398299","0.5","0","-1"
"16671007","0","1","0","28.7782","103","0.2794","0.1397","0.2794","-1","-1"
"16672510","0","2","0","4.0196","15","0.267973","0.133987","0.267973","-1","-1"
"16675569","9","10","0.473684","33.9381","103","0.329496","0.40159","0.473684","0","-1"
"16681111","0","1","0","7.00877","61","0.114898","0.0574489","0.114898","-1","-1"
"16683666","0","1","0","7.48282","48","0.155892","0.0779461","0.155892","-1","-1"
"16705804","0","1","0","0.142857","9","0.015873","0.0079365","0.015873","-1","-1"
"16721461","0","1","0","8.62273","34","0.25361","0.126805","0.25361","-1","-1"
"16725276","0","1","0","1.62037","8","0.202546","0.101273","0.202546","-1","-1"
"16734909","0","1","0","21.2024","70","0.302891","0.151446","0.302891","-1","-1"
"16807528","0","2","0","11.5599","55","0.21018","0.10509","0.21018","-1","-1"
"16811829","0","1","0","106.426","454","0.23442","0.11721","0.23442","-1","-1"
"16827148","0","2","0","43.9432","156","0.281687","0.140844","0.281687","-1","-1"
"16832632","0","1","0","42.9639","152","0.282657","0.141329","0.282657","-1","-1"
"16834491","0","1","0","13.295","53","0.250849","0.125425","0.250849","-1","-1"
"16834659","19","2","0.904762","37.7278","106","0.355923","0.630342","0.904762","1","1"
"16887175","5","3","0.625","18.0152","79","0.228041","0.42652","0.625","0","-1"
"16887934","0","1","0","8.49644","44","0.193101","0.0965505","0.193101","-1","-1"
"16893929","2","0","1","26.2882","111","0.23683","0.618415","1","1","1"
"16900353","0","1","0","6.5","29","0.224138","0.112069","0.224138","-1","-1"
"16930489","1","1","0.5","7.16667","31","0.231183","0.365591","0.5","0","-1"
"16931360","0","1","0","33.9698","116","0.292843","0.146422","0.292843","-1","-1"
"16935292","0","1","0","50.229","209","0.24033","0.120165","0.24033","-1","-1"
"16936858","2","2","0.5","18.3622","71","0.258623","0.379311","0.5","0","-1"
"16948493","1","2","0.333333","3.13249","7","0.447498","0.390416","0.333333","0","-1"
"16955991","1","2","0.333333","59.3899","238","0.249537","0.291435","0.333333","-1","-1"
"16960279","0","1","0","7.31307","32","0.228533","0.114267","0.228533","-1","-1"
"16973333","20","57","0.25974","6.91812","42","0.164717","0.212229","0.25974","-1","-1"
"16992416","0","2","0","17.6524","52","0.339469","0.169735","0.339469","-1","-1"
"17001490","0","1","0","2.1","15","0.14","0.07","0.14","-1","-1"
"17004618","2","0","1","15.5284","71","0.21871","0.609355","1","1","1"
"17027378","0","1","0","12.8659","51","0.252273","0.126136","0.252273","-1","-1"
"17029979","0","1","0","1.05814","9","0.117571","0.0587856","0.117571","-1","-1"
"17045133","1","0","1","6.88639","31","0.222142","0.611071","1","1","1"
"17060020","0","1","0","10.6429","59","0.180388","0.0901941","0.180388","-1","-1"
"17068692","0","5","0","13.5849","48","0.283019","0.141509","0.283019","-1","-1"
"17072206","1","1","0.5","17.5833","67","0.262437","0.381219","0.5","0","-1"
"17073225","0","1","0","8.99181","30","0.299727","0.149863","0.299727","-1","-1"
"17073325","0","2","0","9.88016","40","0.247004","0.123502","0.247004","-1","-1"
"17134268","0","2","0","16.2153","48","0.337819","0.168909","0.337819","-1","-1"
"17152053","2","4","0.333333","35.6894","124","0.287818","0.310575","0.333333","-1","-1"
"17175213","0","1","0","19.8402","88","0.225457","0.112728","0.225457","-1","-1"
"17175457","1","0","1","5.63333","19","0.296491","0.648246","1","1","1"
"17316885","0","1","0","141.79","473","0.299767","0.149884","0.299767","-1","-1"
"17350250","0","1","0","0.333333","6","0.0555555","0.0277777","0.0555555","-1","-1"
"17383707","0","1","0","23.7971","122","0.195058","0.097529","0.195058","-1","-1"
"17387561","0","1","0","0.981481","5","0.196296","0.0981481","0.196296","-1","-1"
"17441447","0","1","0","48.785","254","0.192067","0.0960335","0.192067","-1","-1"
"17442320","0","1","0","12.1083","75","0.161444","0.080722","0.161444","-1","-1"
"17447972","0","1","0","14.9317","66","0.226238","0.113119","0.226238","-1","-1"
"17448965","0","1","0","6.15196","25","0.246078","0.123039","0.246078","-1","-1"
