"userid","rcount","nrcount","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"1344951","0","1","0","1.5","6","0.25","0.125","0.25","-1","-1"
"1367531","28","16","0.636364","6.34712","22","0.288505","0.462435","0.636364","0","-1"
"1496971","1","0","1","13.3341","44","0.303048","0.651524","1","1","1"
"1652541","19","11","0.633333","19.203","53","0.362321","0.497827","0.633333","0","-1"
"1716581","8","13","0.380952","13.7328","51","0.269271","0.325111","0.380952","-1","-1"
"1877831","2","5","0.285714","14.36","45","0.319111","0.302413","0.285714","-1","-1"
"1947301","0","3","0","56.738","246","0.230642","0.115321","0.230642","-1","-1"
"1994321","14","9","0.608696","3.94048","8","0.49256","0.550628","0.608696","1","1"
"2097571","19","23","0.452381","5.39371","19","0.283879","0.36813","0.452381","0","-1"
"2195241","0","1","0","17.3436","76","0.228205","0.114103","0.228205","-1","-1"
"2467791","4","8","0.333333","26.7225","81","0.329907","0.33162","0.333333","-1","-1"
"2557521","0","1","0","1.16667","6","0.194445","0.0972225","0.194445","-1","-1"
"2768501","13","11","0.541667","22.9413","64","0.358458","0.450062","0.541667","0","-1"
"2836421","1","1","0.5","25.4671","75","0.339561","0.419781","0.5","0","-1"
"2884771","1","4","0.2","21.359","77","0.27739","0.238695","0.2","-1","-1"
"3108351","24","34","0.413793","2.06863","14","0.147759","0.280776","0.413793","-1","-1"
"3497941","2","0","1","54.2304","168","0.3228","0.6614","1","1","1"
"3684431","1","0","1","27.4982","106","0.259417","0.629708","1","1","1"
"3806691","1","0","1","0","0","0","0.5","1","0","1"
"4033561","1","0","1","20.2548","59","0.343302","0.671651","1","1","1"
"4126501","0","1","0","8.69122","49","0.177372","0.0886859","0.177372","-1","-1"
"4207961","0","1","0","7.05834","46","0.153442","0.0767211","0.153442","-1","-1"
"4465521","0","1","0","8.43009","26","0.324234","0.162117","0.324234","-1","-1"
"4970411","4","4","0.5","0.5","3","0.166667","0.333333","0.5","-1","-1"
"5402612","55","28","0.662651","0.333333","2","0.166666","0.414659","0.662651","0","-1"
"5513002","1","8","0.111111","14.5222","52","0.279273","0.195192","0.111111","-1","-1"
"5695632","1","2","0.333333","28.582","95","0.300863","0.317098","0.333333","-1","-1"
"5698002","0","1","0","20.9534","59","0.355142","0.177571","0.355142","-1","-1"
"5858532","0","1","0","2.83","19","0.148947","0.0744737","0.148947","-1","-1"
"5867842","0","1","0","15.8644","63","0.251815","0.125908","0.251815","-1","-1"
"5971922","0","2","0","0.5","5","0.1","0.05","0.1","-1","-1"
"5988062","0","3","0","9.41704","29","0.324726","0.162363","0.324726","-1","-1"
"6017542","25","11","0.694444","43.897","102","0.430363","0.562403","0.694444","1","1"
"6038642","2","0","1","18.3923","66","0.278671","0.639336","1","1","1"
"6039302","0","1","0","1.5","11","0.136364","0.0681818","0.136364","-1","-1"
"6107422","0","3","0","14.212","41","0.346634","0.173317","0.346634","-1","-1"
"6160792","0","1","0","25.0723","129","0.194359","0.0971795","0.194359","-1","-1"
"6246092","0","1","0","8.11842","20","0.405921","0.20296","0.405921","-1","-1"
"6267962","0","1","0","6.4903","33","0.196676","0.0983379","0.196676","-1","-1"
"6273552","0","1","0","56.2895","230","0.244737","0.122369","0.244737","-1","-1"
"6361512","0","1","0","4.24156","16","0.265097","0.132549","0.265097","-1","-1"
"6433472","12","7","0.631579","32.7823","96","0.341482","0.486531","0.631579","0","-1"
"6473022","0","3","0","18.9509","102","0.185793","0.0928966","0.185793","-1","-1"
"6482142","1","0","1","24.7135","66","0.374447","0.687223","1","1","1"
"6591312","2","0","1","56.3676","182","0.309712","0.654856","1","1","1"
"6705042","0","1","0","10.4667","72","0.145371","0.0726854","0.145371","-1","-1"
"7214972","1","0","1","3.86111","27","0.143004","0.571502","1","1","1"
"7309052","1","1","0.5","46.3674","158","0.293465","0.396732","0.5","0","-1"
"7401202","0","1","0","4.64286","14","0.331633","0.165816","0.331633","-1","-1"
"7587032","42","33","0.56","0.828571","1","0.828571","0.694286","0.56","1","1"
"7589572","1","4","0.2","16.1995","86","0.188366","0.194183","0.2","-1","-1"
"7607852","0","2","0","4.03386","21","0.192089","0.0960443","0.192089","-1","-1"
"7702542","0","5","0","10.3354","51","0.202655","0.101327","0.202655","-1","-1"
"7744592","0","5","0","25.4908","79","0.322668","0.161334","0.322668","-1","-1"
"7768402","0","11","0","62.4448","242","0.258036","0.129018","0.258036","-1","-1"
"7779462","0","1","0","0","2","0","0","0","-1","-1"
"7874982","0","1","0","8.70947","33","0.263923","0.131962","0.263923","-1","-1"
"7993262","0","1","0","0","0","0","0","0","-1","-1"
"8071902","0","2","0","50.2863","229","0.219591","0.109795","0.219591","-1","-1"
"8161232","0","1","0","0.5","16","0.03125","0.015625","0.03125","-1","-1"
"8170292","0","1","0","19.6309","116","0.169232","0.0846159","0.169232","-1","-1"
"8197942","1","1","0.5","26.1318","83","0.314841","0.40742","0.5","0","-1"
"8320162","0","1","0","2.26087","10","0.226087","0.113044","0.226087","-1","-1"
"8350912","2","1","0.666667","0.5","2","0.25","0.458333","0.666667","0","-1"
"8475532","1","0","1","24.1742","102","0.237002","0.618501","1","1","1"
"8547752","0","1","0","4.00065","9","0.444517","0.222258","0.444517","-1","-1"
"8736882","19","7","0.730769","6.94055","32","0.216892","0.473831","0.730769","0","-1"
"8839632","2","2","0.5","7.41111","13","0.570085","0.535043","0.5","0","1"
"9207632","0","1","0","2.01786","10","0.201786","0.100893","0.201786","-1","-1"
"9235982","1","0","1","31.9451","95","0.336264","0.668132","1","1","1"
"9295502","0","1","0","7.88246","62","0.127136","0.0635682","0.127136","-1","-1"
"9411482","0","1","0","16.9044","55","0.307353","0.153676","0.307353","-1","-1"
"9487272","0","1","0","2","8","0.25","0.125","0.25","-1","-1"
"9507342","2","1","0.666667","82.426","332","0.248271","0.457469","0.666667","0","-1"
"9517882","0","1","0","5.55255","37","0.150069","0.0750345","0.150069","-1","-1"
"9606552","1","0","1","20.5943","66","0.312035","0.656017","1","1","1"
"9609632","7","3","0.7","10.523","25","0.42092","0.56046","0.7","1","1"
"9624742","0","1","0","0","9","0","0","0","-1","-1"
"9651232","3","1","0.75","4.32536","15","0.288357","0.519179","0.75","0","1"
"9890492","0","1","0","11.7028","42","0.278638","0.139319","0.278638","-1","-1"
"10102272","0","1","0","2.66667","15","0.177778","0.088889","0.177778","-1","-1"
"10168082","1","0","1","72.905","294","0.247976","0.623988","1","1","1"
"10252962","0","1","0","17.8592","48","0.372067","0.186033","0.372067","-1","-1"
"10313752","0","1","0","7.73002","31","0.249355","0.124678","0.249355","-1","-1"
"10703412","0","1","0","8.465","27","0.313519","0.156759","0.313519","-1","-1"
"10876852","0","1","0","3.32777","4","0.831944","0.415972","0.831944","0","-1"
"11018152","0","1","0","0.833333","38","0.0219298","0.0109649","0.0219298","-1","-1"
"11203972","0","1","0","16.1465","79","0.204386","0.102193","0.204386","-1","-1"
"11265832","0","5","0","13.0795","45","0.290656","0.145328","0.290656","-1","-1"
"11345012","0","1","0","14.2485","63","0.226167","0.113083","0.226167","-1","-1"
"11741632","0","1","0","9.90518","42","0.235838","0.117919","0.235838","-1","-1"
"11793022","0","1","0","0","1","0","0","0","-1","-1"
"12004852","2","2","0.5","20.5079","77","0.266336","0.383168","0.5","0","-1"
"12442992","0","1","0","0.5","1","0.5","0.25","0.5","-1","-1"
"12520212","1","0","1","9.78469","54","0.181198","0.590599","1","1","1"
"12579352","1","1","0.5","9.54325","23","0.414924","0.457462","0.5","0","-1"
"12716032","0","1","0","11.2856","60","0.188093","0.0940467","0.188093","-1","-1"
"12811952","0","1","0","26.2934","83","0.316788","0.158394","0.316788","-1","-1"
"12848262","4","1","0.8","9.08221","22","0.412828","0.606414","0.8","1","1"
"12858902","0","1","0","7.86174","33","0.238235","0.119117","0.238235","-1","-1"
"12987202","0","1","0","0","0","0","0","0","-1","-1"
"12993222","0","1","0","40.5135","109","0.371683","0.185842","0.371683","-1","-1"
"13049362","2","1","0.666667","11.3884","46","0.247573","0.45712","0.666667","0","-1"
"13393052","0","9","0","2.44363","26","0.0939858","0.0469929","0.0939858","-1","-1"
"13493302","0","1","0","36.02","119","0.302689","0.151345","0.302689","-1","-1"
"13496142","0","3","0","0","4","0","0","0","-1","-1"
"13557782","0","1","0","4.33928","21","0.206632","0.103316","0.206632","-1","-1"
"13557972","1","1","0.5","12.5818","59","0.213251","0.356625","0.5","0","-1"
"13753642","0","1","0","3","36","0.0833333","0.0416667","0.0833333","-1","-1"
"13829772","0","1","0","9.94639","39","0.255036","0.127518","0.255036","-1","-1"
"13896552","1","0","1","8.57491","20","0.428746","0.714373","1","1","1"
"14082466","0","1","0","19.7787","80","0.247234","0.123617","0.247234","-1","-1"
"14085040","0","1","0","7.0883","19","0.373068","0.186534","0.373068","-1","-1"
"14090948","7","95","0.0686274","24.7939","96","0.25827","0.163449","0.0686274","-1","-1"
"14095052","0","3","0","8.78581","57","0.154137","0.0770685","0.154137","-1","-1"
"14098166","0","1","0","1.54778","6","0.257963","0.128982","0.257963","-1","-1"
"14123751","0","1","0","8.80774","81","0.108738","0.0543688","0.108738","-1","-1"
"14138785","7","6","0.538462","14.4718","44","0.328905","0.433683","0.538462","0","-1"
"14155907","2","2","0.5","17.7582","88","0.201798","0.350899","0.5","0","-1"
"14159148","0","1","0","0","6","0","0","0","-1","-1"
"14173315","21","15","0.583333","15.8096","47","0.336374","0.459854","0.583333","0","-1"
"14200367","0","1","0","19.7391","74","0.266745","0.133372","0.266745","-1","-1"
"14216661","1","6","0.142857","20.782","60","0.346367","0.244612","0.142857","-1","-1"
"14224719","0","1","0","1.62866","27","0.0603207","0.0301604","0.0603207","-1","-1"
"14231313","0","1","0","0","0","0","0","0","-1","-1"
"14260960","0","2","0","17.4399","42","0.415236","0.207618","0.415236","-1","-1"
"14264854","0","1","0","7.87542","22","0.357974","0.178987","0.357974","-1","-1"
"14267557","0","3","0","17.6938","56","0.315961","0.15798","0.315961","-1","-1"
"14275129","0","1","0","0.565891","18","0.0314384","0.0157192","0.0314384","-1","-1"
"14287669","0","1","0","48.7693","243","0.200697","0.100348","0.200697","-1","-1"
"14289923","1","0","1","9.01044","39","0.231037","0.615518","1","1","1"
"14291684","0","1","0","5.6323","25","0.225292","0.112646","0.225292","-1","-1"
"14293310","5","10","0.333333","11.6822","46","0.253961","0.293647","0.333333","-1","-1"
"14316371","0","1","0","2.23809","11","0.203463","0.101731","0.203463","-1","-1"
"14319105","0","1","0","6.23002","28","0.222501","0.11125","0.222501","-1","-1"
"14321959","0","3","0","3.2","38","0.0842105","0.0421053","0.0842105","-1","-1"
"14353202","0","1","0","30.1684","142","0.212454","0.106227","0.212454","-1","-1"
"14372486","0","1","0","3.90928","13","0.300714","0.150357","0.300714","-1","-1"
"14392559","0","1","0","7.64378","38","0.201152","0.100576","0.201152","-1","-1"
"14401607","1","1","0.5","48.9245","155","0.315642","0.407821","0.5","0","-1"
"14404725","0","1","0","3.79087","26","0.145803","0.0729013","0.145803","-1","-1"
"14413869","0","1","0","22.1628","79","0.280542","0.140271","0.280542","-1","-1"
"14460241","2","1","0.666667","20.3178","61","0.333079","0.499873","0.666667","0","-1"
"14464766","3","1","0.75","7.33619","39","0.188107","0.469054","0.75","0","-1"
"14465607","0","1","0","25.8699","111","0.233062","0.116531","0.233062","-1","-1"
"14485018","0","1","0","1","5","0.2","0.1","0.2","-1","-1"
"14498713","0","2","0","0","2","0","0","0","-1","-1"
"14503124","0","1","0","0","4","0","0","0","-1","-1"
"14511951","3","5","0.375","50.7154","184","0.275627","0.325314","0.375","-1","-1"
"14515799","1","1","0.5","30.7449","110","0.279499","0.38975","0.5","0","-1"
"14521106","0","1","0","29.3642","76","0.386371","0.193186","0.386371","-1","-1"
"14526877","0","2","0","9.21111","28","0.328968","0.164484","0.328968","-1","-1"
"14550221","0","1","0","0","18","0","0","0","-1","-1"
"14560097","1","0","1","40.5832","122","0.332649","0.666325","1","1","1"
"14569869","4","1","0.8","27.4187","114","0.240515","0.520257","0.8","0","1"
"14584903","0","1","0","4.50367","11","0.409425","0.204712","0.409425","-1","-1"
"14588748","0","1","0","25.7187","133","0.193374","0.0966868","0.193374","-1","-1"
"14588798","1","0","1","3.19607","15","0.213071","0.606536","1","1","1"
"14599545","1","0","1","11.6254","63","0.18453","0.592265","1","1","1"
"14606079","0","2","0","7.01538","20","0.350769","0.175384","0.350769","-1","-1"
"14609435","0","1","0","12.2583","36","0.340508","0.170254","0.340508","-1","-1"
"14675395","0","1","0","4.16863","23","0.181245","0.0906224","0.181245","-1","-1"
"14677919","0","2","0","10.8474","36","0.301317","0.150658","0.301317","-1","-1"
"14678279","1","0","1","22.815","57","0.400263","0.700132","1","1","1"
"14681605","1","0","1","0","3","0","0.5","1","0","1"
"14697575","0","1","0","0.3","4","0.075","0.0375","0.075","-1","-1"
"14700117","0","1","0","10.1601","56","0.18143","0.0907152","0.18143","-1","-1"
"14700316","0","2","0","60.3927","261","0.23139","0.115695","0.23139","-1","-1"
"14715424","0","4","0","26.3126","91","0.289149","0.144575","0.289149","-1","-1"
"14717197","4","2","0.666667","15.2355","49","0.310929","0.488798","0.666667","0","-1"
"14722589","3","1","0.75","20.6597","75","0.275463","0.512731","0.75","0","1"
"14722676","0","1","0","7.32","22","0.332727","0.166364","0.332727","-1","-1"
"14764240","0","1","0","16.2803","56","0.29072","0.14536","0.29072","-1","-1"
"14765253","0","1","0","9.19432","25","0.367773","0.183886","0.367773","-1","-1"
"14782581","0","1","0","5.45936","22","0.248153","0.124076","0.248153","-1","-1"
"14788739","0","1","0","0","1","0","0","0","-1","-1"
"14806497","1","0","1","11.7131","33","0.354942","0.677471","1","1","1"
"14831475","0","1","0","8.03641","44","0.182646","0.0913228","0.182646","-1","-1"
"14849562","0","14","0","46.1824","148","0.312043","0.156022","0.312043","-1","-1"
"14855994","0","1","0","15.5881","82","0.190099","0.0950494","0.190099","-1","-1"
"14888597","0","1","0","7.6157","25","0.304628","0.152314","0.304628","-1","-1"
"14892665","0","1","0","26.8725","66","0.407159","0.20358","0.407159","-1","-1"
"14940354","3","5","0.375","43.8219","139","0.315265","0.345133","0.375","-1","-1"
"14997555","1","0","1","3.4811","32","0.108784","0.554392","1","1","1"
"15012486","6","4","0.6","5.24712","13","0.403625","0.501812","0.6","0","1"
"15020865","0","1","0","1.16667","22","0.0530305","0.0265152","0.0530305","-1","-1"
"15028398","0","1","0","6.89097","53","0.130018","0.0650092","0.130018","-1","-1"
"15070269","1","0","1","13.8594","50","0.277188","0.638594","1","1","1"
"15084853","0","1","0","0","0","0","0","0","-1","-1"
"15108530","3","0","1","21.2946","72","0.295758","0.647879","1","1","1"
"15108702","2","6","0.25","9.47926","19","0.498908","0.374454","0.25","0","-1"
"15143478","0","2","0","1.8","32","0.05625","0.028125","0.05625","-1","-1"
"15157939","0","1","0","2.83333","13","0.217948","0.108974","0.217948","-1","-1"
"15164565","1","6","0.142857","14.3182","51","0.280748","0.211803","0.142857","-1","-1"
"15170194","0","1","0","4.2962","35","0.122749","0.0613743","0.122749","-1","-1"
"15179672","0","1","0","2.74122","13","0.210863","0.105432","0.210863","-1","-1"
"15220768","2","0","1","13.0083","48","0.271006","0.635503","1","1","1"
"15224867","0","2","0","8.15658","26","0.313715","0.156857","0.313715","-1","-1"
"15232098","0","2","0","1.32","12","0.11","0.055","0.11","-1","-1"
"15234407","0","1","0","0","1","0","0","0","-1","-1"
"15234546","0","1","0","18.0476","54","0.334215","0.167107","0.334215","-1","-1"
"15235811","0","1","0","3.66265","29","0.126298","0.0631491","0.126298","-1","-1"
"15249499","0","1","0","10.3878","51","0.203682","0.101841","0.203682","-1","-1"
"15250661","4","4","0.5","64.2736","225","0.28566","0.39283","0.5","0","-1"
"15256225","1","1","0.5","0.833334","15","0.0555556","0.277778","0.5","-1","-1"
"15279429","0","1","0","17.8632","66","0.270655","0.135327","0.270655","-1","-1"
"15319103","0","1","0","6.29489","25","0.251796","0.125898","0.251796","-1","-1"
"15348883","0","1","0","30.151","126","0.239293","0.119647","0.239293","-1","-1"
"15361389","0","1","0","5.83334","35","0.166667","0.0833334","0.166667","-1","-1"
"15374755","0","1","0","15.0637","51","0.295367","0.147683","0.295367","-1","-1"
"15384969","0","2","0","14.6667","59","0.248588","0.124294","0.248588","-1","-1"
"15400294","2","0","1","7.37777","18","0.409876","0.704938","1","1","1"
"15438913","9","15","0.375","13.77","35","0.393429","0.384214","0.375","0","-1"
"15439395","0","5","0","11.3969","76","0.149959","0.0749796","0.149959","-1","-1"
"15446531","0","1","0","1.41667","17","0.0833335","0.0416668","0.0833335","-1","-1"
"15446551","0","1","0","27.3433","88","0.310719","0.15536","0.310719","-1","-1"
"15458694","0","1","0","51.5915","184","0.280389","0.140194","0.280389","-1","-1"
"15486071","0","1","0","0","3","0","0","0","-1","-1"
"15492359","0","1","0","5.62763","31","0.181536","0.0907682","0.181536","-1","-1"
"15557246","0","1","0","5.24136","44","0.119122","0.0595609","0.119122","-1","-1"
"15586316","0","1","0","8.58833","39","0.220214","0.110107","0.220214","-1","-1"
"15598781","0","1","0","1","3","0.333333","0.166667","0.333333","-1","-1"
"15638836","0","1","0","0.541667","3","0.180556","0.0902778","0.180556","-1","-1"
"15644999","0","3","0","6.28467","64","0.098198","0.049099","0.098198","-1","-1"
"15667291","0","1","0","4.7745","44","0.108511","0.0542557","0.108511","-1","-1"
"15669672","2","0","1","5.83697","29","0.201275","0.600637","1","1","1"
"15727317","3","1","0.75","31.1026","123","0.252867","0.501433","0.75","0","1"
"15754281","8","10","0.444444","17.7539","49","0.362325","0.403384","0.444444","0","-1"
"15764415","0","1","0","2.94445","7","0.420636","0.210318","0.420636","-1","-1"
"15774048","0","1","0","4.83333","55","0.0878787","0.0439394","0.0878787","-1","-1"
"15798091","0","1","0","6.19236","50","0.123847","0.0619236","0.123847","-1","-1"
"15837659","1","0","1","5.88668","17","0.346275","0.673138","1","1","1"
"15871416","0","1","0","18.5038","67","0.276176","0.138088","0.276176","-1","-1"
"15888299","0","1","0","11.7501","57","0.206142","0.103071","0.206142","-1","-1"
"15890403","1","0","1","0.909993","14","0.0649995","0.5325","1","0","1"
"15896580","1","1","0.5","27.2844","109","0.250316","0.375158","0.5","0","-1"
"15907183","0","6","0","12.9758","57","0.227646","0.113823","0.227646","-1","-1"
"15911806","0","1","0","17.1604","60","0.286007","0.143003","0.286007","-1","-1"
"15932715","0","2","0","3.14761","16","0.196726","0.0983628","0.196726","-1","-1"
"15951166","0","1","0","12.7123","47","0.270474","0.135237","0.270474","-1","-1"
"15951232","1","0","1","13.5647","42","0.322969","0.661485","1","1","1"
"15956067","0","2","0","50.9235","212","0.240205","0.120103","0.240205","-1","-1"
"15966995","3","2","0.6","58.5734","154","0.380347","0.490173","0.6","0","-1"
"15994109","2","0","1","27.0979","82","0.330462","0.665231","1","1","1"
"15995155","0","1","0","6.72809","25","0.269124","0.134562","0.269124","-1","-1"
"15996661","3","2","0.6","11.837","50","0.23674","0.41837","0.6","0","-1"
"16012783","4","6","0.4","19.6896","68","0.289553","0.344776","0.4","-1","-1"
"16019070","1","0","1","37.5524","108","0.347707","0.673854","1","1","1"
"16029780","0","1","0","2.96089","22","0.134586","0.067293","0.134586","-1","-1"
"16031927","2","2","0.5","38.2029","113","0.338079","0.419039","0.5","0","-1"
"16045547","0","1","0","1.33333","5","0.266667","0.133333","0.266667","-1","-1"
"16055389","0","2","0","3.46667","26","0.133333","0.0666667","0.133333","-1","-1"
"16076032","0","2","0","18.0619","108","0.16724","0.0836199","0.16724","-1","-1"
"16077204","0","1","0","36.074","106","0.340321","0.17016","0.340321","-1","-1"
"16080866","0","1","0","0","0","0","0","0","-1","-1"
"16096416","0","1","0","0","0","0","0","0","-1","-1"
"16106522","0","1","0","51.725","117","0.442094","0.221047","0.442094","-1","-1"
"16106584","0","2","0","5.63333","18","0.312963","0.156481","0.312963","-1","-1"
"16116288","3","1","0.75","21.8787","73","0.299708","0.524854","0.75","0","1"
"16145763","6","1","0.857143","7.73244","15","0.515496","0.686319","0.857143","1","1"
"16150136","1","0","1","14.8992","63","0.236495","0.618248","1","1","1"
"16153562","0","3","0","5.15031","30","0.171677","0.0858385","0.171677","-1","-1"
"16164636","0","3","0","5.11444","33","0.154983","0.0774915","0.154983","-1","-1"
"16170253","0","1","0","22.722","85","0.267318","0.133659","0.267318","-1","-1"
"16183458","1","0","1","24.7614","73","0.339197","0.669599","1","1","1"
"16184358","0","2","0","15.8183","49","0.322822","0.161411","0.322822","-1","-1"
"16198940","0","4","0","32.8801","111","0.296217","0.148109","0.296217","-1","-1"
"16211566","1","0","1","5.10334","28","0.182262","0.591131","1","1","1"
"16215478","1","3","0.25","16.3421","36","0.453947","0.351974","0.25","0","-1"
"16220555","2","1","0.666667","14.0464","43","0.32666","0.496664","0.666667","0","-1"
"16249591","0","1","0","30.5716","94","0.32523","0.162615","0.32523","-1","-1"
"16253142","0","2","0","41.5807","156","0.266543","0.133271","0.266543","-1","-1"
"16269666","1","0","1","4.25","15","0.283333","0.641667","1","1","1"
"16299754","1","0","1","38.5523","156","0.24713","0.623565","1","1","1"
"16305558","0","1","0","25.7149","105","0.244904","0.122452","0.244904","-1","-1"
"16307818","1","0","1","47.6621","120","0.397184","0.698592","1","1","1"
"16311797","0","1","0","7.61656","27","0.282095","0.141047","0.282095","-1","-1"
"16313405","1","0","1","7.99752","13","0.615194","0.807597","1","1","1"
"16330790","0","1","0","62.2905","250","0.249162","0.124581","0.249162","-1","-1"
"16338550","0","1","0","14.8531","47","0.316023","0.158012","0.316023","-1","-1"
"16343974","13","18","0.419355","6.59477","16","0.412173","0.415764","0.419355","0","-1"
"16395449","0","1","0","2.01023","4","0.502559","0.251279","0.502559","-1","-1"
"16416978","0","1","0","0","2","0","0","0","-1","-1"
"16469809","0","2","0","17.0153","73","0.233086","0.116543","0.233086","-1","-1"
"16513349","1","0","1","25.2501","110","0.229546","0.614773","1","1","1"
"16525194","1","2","0.333333","0.608696","7","0.0869566","0.210145","0.333333","-1","-1"
"16534576","1","0","1","8.98272","21","0.427749","0.713874","1","1","1"
"16552689","0","1","0","6.2088","11","0.564436","0.282218","0.564436","-1","-1"
"16553638","0","1","0","12.9437","48","0.26966","0.13483","0.26966","-1","-1"
"16560657","0","3","0","11.244","30","0.3748","0.1874","0.3748","-1","-1"
"16567644","1","1","0.5","34.1144","98","0.348106","0.424053","0.5","0","-1"
"16589206","3","7","0.3","25.9043","141","0.183718","0.241859","0.3","-1","-1"
"16591979","1","0","1","21.7737","83","0.262334","0.631167","1","1","1"
"16593816","1","0","1","14.5503","48","0.303131","0.651566","1","1","1"
"16650570","0","1","0","35.1327","113","0.310909","0.155454","0.310909","-1","-1"
"16661744","0","1","0","27.8701","101","0.275942","0.137971","0.275942","-1","-1"
"16664681","1","0","1","39.2368","136","0.288506","0.644253","1","1","1"
"16671007","1","1","0.5","23.8546","99","0.240956","0.370478","0.5","0","-1"
"16672510","0","2","0","3.99221","15","0.266147","0.133074","0.266147","-1","-1"
"16675569","9","10","0.473684","34.7421","104","0.334059","0.403871","0.473684","0","-1"
"16681111","0","1","0","8.07629","62","0.130263","0.0651314","0.130263","-1","-1"
"16683666","0","1","0","7.76179","48","0.161704","0.080852","0.161704","-1","-1"
"16705804","0","1","0","0.142857","9","0.015873","0.0079365","0.015873","-1","-1"
"16721461","0","1","0","9.9091","36","0.275253","0.137626","0.275253","-1","-1"
"16725276","0","1","0","1.375","7","0.196429","0.0982143","0.196429","-1","-1"
"16734909","0","1","0","21.4121","71","0.301579","0.150789","0.301579","-1","-1"
"16745015","0","1","0","2.46667","13","0.189744","0.0948719","0.189744","-1","-1"
"16753407","1","0","1","29.7495","67","0.444022","0.722011","1","1","1"
"16807528","0","2","0","11.5096","55","0.209265","0.104633","0.209265","-1","-1"
"16811829","0","1","0","102.542","452","0.226863","0.113431","0.226863","-1","-1"
"16827148","0","2","0","43.5555","152","0.286549","0.143275","0.286549","-1","-1"
"16832632","0","1","0","42.4015","153","0.277134","0.138567","0.277134","-1","-1"
"16834491","0","1","0","12.1209","55","0.22038","0.11019","0.22038","-1","-1"
"16834659","17","2","0.894737","35.81","104","0.344327","0.619532","0.894737","1","1"
"16887175","1","3","0.25","17.8799","77","0.232206","0.241103","0.25","-1","-1"
"16887934","0","1","0","9.4091","45","0.209091","0.104546","0.209091","-1","-1"
"16893929","2","0","1","26.0422","114","0.22844","0.61422","1","1","1"
"16900353","0","1","0","6.96904","28","0.248894","0.124447","0.248894","-1","-1"
"16930489","1","1","0.5","8.5","33","0.257576","0.378788","0.5","0","-1"
"16931360","0","1","0","32.8787","117","0.281015","0.140507","0.281015","-1","-1"
"16935292","0","1","0","49.0464","213","0.230265","0.115132","0.230265","-1","-1"
"16936858","2","2","0.5","19.7537","71","0.278221","0.389111","0.5","0","-1"
"16948493","1","2","0.333333","3.18688","8","0.39836","0.365847","0.333333","0","-1"
"16955991","1","2","0.333333","59.883","243","0.246432","0.289883","0.333333","-1","-1"
"16957390","0","1","0","0.52","3","0.173333","0.0866667","0.173333","-1","-1"
"16960279","0","1","0","7.16307","33","0.217063","0.108531","0.217063","-1","-1"
"16973333","18","49","0.268657","6.03446","42","0.143678","0.206167","0.268657","-1","-1"
"16992416","0","2","0","8.05844","43","0.187406","0.0937028","0.187406","-1","-1"
"17001435","0","1","0","77.8809","221","0.352402","0.176201","0.352402","-1","-1"
