userid,rcount,nrcount,rumour_ratio,user_status
10252962,0,1,0,NULL
10313752,0,1,0,NULL
10703412,0,1,0,NULL
10876852,0,1,0,NULL
11018152,0,1,0,NULL
11203972,0,1,0,NULL
11265832,0,5,0,NULL
11345012,0,1,0,NULL
11741632,0,1,0,NULL
11793022,0,1,0,NULL
12004852,2,2,0.5,NULL
12442992,0,1,0,NULL
12520212,1,0,1,NULL
12579352,1,1,0.5,NULL
12716032,0,1,0,NULL
12811952,0,1,0,NULL
12848262,4,1,0.8,NULL
12858902,0,1,0,NULL
12987202,0,1,0,NULL
12993222,0,1,0,NULL
13049362,2,1,0.666667,NULL
13393052,0,9,0,NULL
13493302,0,1,0,NULL
13496142,0,3,0,NULL
13557782,0,1,0,NULL
13557972,1,1,0.5,NULL
13753642,0,1,0,NULL
13829772,0,1,0,NULL
13896552,1,0,1,NULL
14082466,0,1,0,NULL
14085040,0,1,0,NULL
14090948,7,95,0.0686274,NULL
14095052,0,3,0,NULL
14098166,0,1,0,NULL
14123751,0,1,0,NULL
14138785,7,6,0.538462,NULL
14155907,2,2,0.5,NULL
14159148,0,1,0,NULL
14173315,21,15,0.583333,NULL
14200367,0,1,0,NULL
14216661,1,6,0.142857,NULL
14224719,0,1,0,NULL
14231313,0,1,0,NULL
14260960,0,2,0,NULL
14264854,0,1,0,NULL
14267557,0,3,0,NULL
14275129,0,1,0,NULL
14287669,0,1,0,NULL
14289923,1,0,1,NULL
14291684,0,1,0,NULL
14293310,5,10,0.333333,NULL
14316371,0,1,0,NULL
14319105,0,1,0,NULL
14321959,0,3,0,NULL
14353202,0,1,0,NULL
14372486,0,1,0,NULL
14392559,0,1,0,NULL
14401607,1,1,0.5,NULL
14404725,0,1,0,NULL
14413869,0,1,0,NULL
14460241,2,1,0.666667,NULL
14464766,3,1,0.75,NULL
14465607,0,1,0,NULL
14485018,0,1,0,NULL
14498713,0,2,0,NULL
14503124,0,1,0,NULL
14511951,3,5,0.375,NULL
14515799,1,1,0.5,NULL
14521106,0,1,0,NULL
14526877,0,2,0,NULL
14550221,0,1,0,NULL
14560097,1,0,1,NULL
14569869,4,1,0.8,NULL
14584903,0,1,0,NULL
14588748,0,1,0,NULL
14588798,1,0,1,NULL
14599545,1,0,1,NULL
14606079,0,2,0,NULL
14609435,0,1,0,NULL
14675395,0,1,0,NULL
14677919,0,2,0,NULL
14678279,1,0,1,NULL
14681605,1,0,1,NULL
14697575,0,1,0,NULL
14700117,0,1,0,NULL
14700316,0,2,0,NULL
14715424,0,4,0,NULL
14717197,4,2,0.666667,NULL
14722589,3,1,0.75,NULL
14722676,0,1,0,NULL
14764240,0,1,0,NULL
14765253,0,1,0,NULL
14782581,0,1,0,NULL
14788739,0,1,0,NULL
14806497,1,0,1,NULL
14831475,0,1,0,NULL
14849562,0,14,0,NULL
14855994,0,1,0,NULL
14888597,0,1,0,NULL
14892665,0,1,0,NULL
14940354,3,5,0.375,NULL
14997555,1,0,1,NULL
15012486,6,4,0.6,NULL
15020865,0,1,0,NULL
15028398,0,1,0,NULL
15070269,1,0,1,NULL
15084853,0,1,0,NULL
15108530,3,0,1,NULL
15108702,2,6,0.25,NULL
15143478,0,2,0,NULL
15157939,0,1,0,NULL
15164565,1,6,0.142857,NULL
15170194,0,1,0,NULL
15179672,0,1,0,NULL
15220768,2,0,1,NULL
15224867,0,2,0,NULL
15232098,0,2,0,NULL
15234407,0,1,0,NULL
15234546,0,1,0,NULL
15235811,0,1,0,NULL
15249499,0,1,0,NULL
15250661,4,4,0.5,NULL
15256225,1,1,0.5,NULL
15279429,0,1,0,NULL
15319103,0,1,0,NULL
15348883,0,1,0,NULL
15361389,0,1,0,NULL
15374755,0,1,0,NULL
15384969,0,2,0,NULL
15400294,2,0,1,NULL
15438913,9,15,0.375,NULL
15439395,0,5,0,NULL
15446531,0,1,0,NULL
15446551,0,1,0,NULL
15458694,0,1,0,NULL
15486071,0,1,0,NULL
15492359,0,1,0,NULL
15557246,0,1,0,NULL
15586316,0,1,0,NULL
15598781,0,1,0,NULL
15638836,0,1,0,NULL
15644999,0,3,0,NULL
15667291,0,1,0,NULL
15669672,2,0,1,NULL
15727317,3,1,0.75,NULL
15754281,8,10,0.444444,NULL
15764415,0,1,0,NULL
15774048,0,1,0,NULL
15798091,0,1,0,NULL
15837659,1,0,1,NULL
15871416,0,1,0,NULL
15888299,0,1,0,NULL
15890403,1,0,1,NULL
15896580,1,1,0.5,NULL
15907183,0,6,0,NULL
15911806,0,1,0,NULL
15932715,0,2,0,NULL
15951166,0,1,0,NULL
15951232,1,0,1,NULL
15956067,0,2,0,NULL
15966995,3,2,0.6,NULL
15994109,2,0,1,NULL
15995155,0,1,0,NULL
15996661,3,2,0.6,NULL
16012783,4,6,0.4,NULL
16019070,1,0,1,NULL
16029780,0,1,0,NULL
16031927,2,2,0.5,NULL
16045547,0,1,0,NULL
16055389,0,2,0,NULL
16076032,0,2,0,NULL
16077204,0,1,0,NULL
16080866,0,1,0,NULL
16096416,0,1,0,NULL
16106522,0,1,0,NULL
16106584,0,2,0,NULL
16116288,3,1,0.75,NULL
16145763,6,1,0.857143,NULL
16150136,1,0,1,NULL
16153562,0,3,0,NULL
16164636,0,3,0,NULL
16170253,0,1,0,NULL
16183458,1,0,1,NULL
16184358,0,2,0,NULL
16198940,0,4,0,NULL
16211566,1,0,1,NULL
16215478,1,3,0.25,NULL
16220555,2,1,0.666667,NULL
16249591,0,1,0,NULL
16253142,0,2,0,NULL
16269666,1,0,1,NULL
16299754,1,0,1,NULL
16305558,0,1,0,NULL
16307818,1,0,1,NULL
16311797,0,1,0,NULL
16313405,1,0,1,NULL
16330790,0,1,0,NULL
16338550,0,1,0,NULL
16343974,13,18,0.419355,NULL
16395449,0,1,0,NULL
16416978,0,1,0,NULL
16469809,0,2,0,NULL
16513349,1,0,1,NULL
16525194,1,2,0.333333,NULL
16534576,1,0,1,NULL
16552689,0,1,0,NULL
16553638,0,1,0,NULL
16560657,0,3,0,NULL
16567644,1,1,0.5,NULL
16589206,3,7,0.3,NULL
16591979,1,0,1,NULL
16593816,1,0,1,NULL
16650570,0,1,0,NULL
16661744,0,1,0,NULL
16664681,1,0,1,NULL
16671007,1,1,0.5,NULL
16672510,0,2,0,NULL
16675569,9,10,0.473684,NULL
16681111,0,1,0,NULL
16683666,0,1,0,NULL
16705804,0,1,0,NULL
16721461,0,1,0,NULL
16725276,0,1,0,NULL
16734909,0,1,0,NULL
16745015,0,1,0,NULL
16753407,1,0,1,NULL
16807528,0,2,0,NULL
16811829,0,1,0,NULL
16827148,0,2,0,NULL
16832632,0,1,0,NULL
16834491,0,1,0,NULL
16834659,17,2,0.894737,NULL
16887175,1,3,0.25,NULL
16887934,0,1,0,NULL
16893929,2,0,1,NULL
16900353,0,1,0,NULL
16930489,1,1,0.5,NULL
16931360,0,1,0,NULL
16935292,0,1,0,NULL
16936858,2,2,0.5,NULL
16948493,1,2,0.333333,NULL
16955991,1,2,0.333333,NULL
16957390,0,1,0,NULL
16960279,0,1,0,NULL
16973333,18,49,0.268657,NULL
16992416,0,2,0,NULL
17001435,0,1,0,NULL
17001490,0,1,0,NULL
17004618,2,0,1,NULL
17027378,0,1,0,NULL
17029979,0,1,0,NULL
17045133,1,0,1,NULL
17060020,0,1,0,NULL
17068692,0,5,0,NULL
17072206,1,1,0.5,NULL
17073225,0,1,0,NULL
17073325,0,2,0,NULL
17093604,1,0,1,NULL
17152053,2,4,0.333333,NULL
17175213,0,1,0,NULL
17175457,1,0,1,NULL
17316885,0,1,0,NULL
17350250,0,1,0,NULL
17354377,0,1,0,NULL
17374906,0,1,0,NULL
17383707,0,1,0,NULL
17387561,0,1,0,NULL
17441447,0,1,0,NULL
17442320,0,1,0,NULL
17447972,0,1,0,NULL
17448965,0,1,0,NULL
17463660,0,1,0,NULL
17469289,2,2,0.5,NULL
17525171,0,2,0,NULL
17527559,0,1,0,NULL
17537467,1,12,0.0769231,NULL
17641218,0,1,0,NULL
17659340,1,0,1,NULL
17668544,0,1,0,NULL
17672825,0,3,0,NULL
17679977,0,1,0,NULL
17693277,0,1,0,NULL
17735875,0,1,0,NULL
17741799,0,1,0,NULL
17765045,0,1,0,NULL
17782313,0,1,0,NULL
17820367,1,0,1,NULL
17897698,0,1,0,NULL
17919393,2,0,1,NULL
17945263,0,1,0,NULL
17974481,0,1,0,NULL
17975190,0,1,0,NULL
17976370,0,1,0,NULL
17983365,1,2,0.333333,NULL
17984709,0,1,0,NULL
17994522,0,1,0,NULL
17995040,0,8,0,NULL
18018877,0,1,0,NULL
18021754,0,1,0,NULL
18040878,0,1,0,NULL
18060885,1,0,1,NULL
18066812,0,1,0,NULL
18101696,0,1,0,NULL
18144581,0,1,0,NULL
18145829,0,1,0,NULL
18197912,0,1,0,NULL
18206318,1,0,1,NULL
18207168,1,0,1,NULL
18213483,0,1,0,NULL
18217574,1,0,1,NULL
18277355,1,1,0.5,NULL
18278257,0,1,0,NULL
18294906,1,3,0.25,NULL
18309277,0,1,0,NULL
18424289,5,5,0.5,NULL
18435601,0,1,0,NULL
18441335,0,1,0,NULL
18479513,0,1,0,NULL
18510860,1,5,0.166667,NULL
18511475,0,2,0,NULL
18523773,0,1,0,NULL
18553134,1,0,1,NULL
18560045,0,1,0,NULL
18576537,0,1,0,NULL
18610936,0,2,0,NULL
18622869,0,2,0,NULL
18628451,0,2,0,NULL
18631010,1,3,0.25,NULL
18638090,0,2,0,NULL
18643437,2,6,0.25,NULL
18650093,0,3,0,NULL
18655567,1,1,0.5,NULL
18668407,0,1,0,NULL
18696855,0,2,0,NULL
18711754,2,0,1,NULL
18725815,0,13,0,NULL
18734884,0,1,0,NULL
18839785,0,2,0,NULL
18839937,0,1,0,NULL
18841425,0,1,0,NULL
18963809,0,1,0,NULL
18965790,0,2,0,NULL
18965916,1,1,0.5,NULL
18980276,0,1,0,NULL
18991263,0,1,0,NULL
18999969,20,10,0.666667,NULL
19000033,1,1,0.5,NULL
19013887,0,1,0,NULL
19017675,0,3,0,NULL
19038934,37,7,0.840909,NULL
19041310,0,1,0,NULL
19057300,0,1,0,NULL
19062754,0,1,0,NULL
19077044,0,1,0,NULL
19088288,0,1,0,NULL
19114232,0,1,0,NULL
19140457,0,1,0,NULL
19150955,0,1,0,NULL
19160138,1,0,1,NULL
19178965,0,1,0,NULL
19209645,0,3,0,NULL
19222164,0,3,0,NULL
19240337,0,1,0,NULL
19259102,0,1,0,NULL
19278423,1,0,1,NULL
19292807,0,1,0,NULL
19303691,0,1,0,NULL
19317766,0,3,0,NULL
19318739,1,0,1,NULL
19341389,0,2,0,NULL
19346439,0,3,0,NULL
19348870,0,1,0,NULL
19379616,0,1,0,NULL
19380829,1,0,1,NULL
19391273,0,1,0,NULL
19468168,0,7,0,NULL
19530437,0,1,0,NULL
19533817,0,1,0,NULL
19534873,0,1,0,NULL
19630451,0,1,0,NULL
19636948,21,8,0.724138,NULL
19662223,1,0,1,NULL
19673276,0,1,0,NULL
19706851,0,1,0,NULL
19737638,0,1,0,NULL
19796721,0,1,0,NULL
19806962,0,1,0,NULL
19814041,0,1,0,NULL
19835035,0,1,0,NULL
19865053,0,1,0,NULL
19881665,2,0,1,NULL
19897138,0,1,0,NULL
19899606,0,2,0,NULL
19906615,0,1,0,NULL
19915842,0,1,0,NULL
19929890,0,1,0,NULL
19948174,1,0,1,NULL
19968074,0,1,0,NULL
20043786,0,2,0,NULL
20052487,0,2,0,NULL
20098015,0,1,0,NULL
20136892,0,2,0,NULL
20159596,2,3,0.4,NULL
20188930,0,1,0,NULL
20190311,0,1,0,NULL
20197308,0,3,0,NULL
20222791,0,1,0,NULL
20295264,0,1,0,NULL
20295763,0,1,0,NULL
20304663,0,1,0,NULL
20351594,0,1,0,NULL
20374262,1,0,1,NULL
20375332,0,1,0,NULL
20402945,1,1,0.5,NULL
20512260,0,1,0,NULL
20548283,0,1,0,NULL
20598137,1,0,1,NULL
20622594,0,1,0,NULL
20633535,1,0,1,NULL
20639175,6,4,0.6,NULL
20646711,0,1,0,NULL
20678866,0,2,0,NULL
20748745,0,5,0,NULL
20771519,0,1,0,NULL
20772763,1,2,0.333333,NULL
20779110,0,2,0,NULL
20843894,0,1,0,NULL
20848139,0,1,0,NULL
20878297,0,1,0,NULL
20891396,0,3,0,NULL
20973388,0,2,0,NULL
21106414,1,0,1,NULL
21148293,0,1,0,NULL
21182691,0,1,0,NULL
21186391,0,1,0,NULL
21212604,4,1,0.8,NULL
21220931,1,0,1,NULL
21282561,0,2,0,NULL
21291400,1,0,1,NULL
21328706,0,1,0,NULL
21344944,0,1,0,NULL
21355321,0,1,0,NULL
21360768,0,2,0,NULL
21362105,0,1,0,NULL
21368060,0,1,0,NULL
21377384,0,1,0,NULL
21439144,0,1,0,NULL
21462959,0,1,0,NULL
21467787,0,1,0,NULL
21477475,0,2,0,NULL
21522338,0,1,0,NULL
21548431,1,4,0.2,NULL
21622407,0,1,0,NULL
21638203,0,1,0,NULL
21642733,0,1,0,NULL
21660529,1,1,0.5,NULL
21661279,0,1,0,NULL
21728303,1,0,1,NULL
21733692,0,1,0,NULL
21744712,1,3,0.25,NULL
21748597,0,1,0,NULL
21749564,1,1,0.5,NULL
21757965,1,0,1,NULL
21785215,0,1,0,NULL
21866939,2,2,0.5,NULL
21879831,4,1,0.8,NULL
21924217,0,1,0,NULL
21957401,1,0,1,NULL
21998314,0,1,0,NULL
22021978,0,7,0,NULL
22063600,0,1,0,NULL
22092333,0,1,0,NULL
22123727,1,0,1,NULL
22129280,2,0,1,NULL
22138134,1,1,0.5,NULL
22162815,0,1,0,NULL
22192440,1,0,1,NULL
22240612,1,1,0.5,NULL
22280546,0,1,0,NULL
22369602,0,1,0,NULL
22416658,0,1,0,NULL
22434517,0,1,0,NULL
22443725,0,1,0,NULL
22479281,0,1,0,NULL
22516998,0,1,0,NULL
22536395,0,2,0,NULL
22568416,1,1,0.5,NULL
22578518,0,1,0,NULL
22594051,1,0,1,NULL
22595904,0,1,0,NULL
22596730,0,1,0,NULL
22634051,0,1,0,NULL
22650211,1,1,0.5,NULL
22657914,0,1,0,NULL
22662704,0,1,0,NULL
22700526,0,1,0,NULL
22724717,1,0,1,NULL
22737226,0,1,0,NULL
22799750,0,1,0,NULL
22800916,0,1,0,NULL
22837285,0,1,0,NULL
22872643,1,0,1,NULL
22903265,0,3,0,NULL
22930902,1,0,1,NULL
22931893,1,0,1,NULL
22968158,0,2,0,NULL
22990962,1,0,1,NULL
22993014,10,1,0.909091,NULL
23041630,0,2,0,NULL
23052167,0,1,0,NULL
23055689,1,0,1,NULL
23100148,3,0,1,NULL
23125412,0,1,0,NULL
23190207,0,1,0,NULL
23286093,0,1,0,NULL
23293734,0,1,0,NULL
23398730,0,1,0,NULL
23465218,0,1,0,NULL
23569016,0,1,0,NULL
23570520,0,2,0,NULL
23583267,0,1,0,NULL
23645988,0,1,0,NULL
23655688,1,1,0.5,NULL
23745072,0,1,0,NULL
23783692,0,1,0,NULL
23796987,0,2,0,NULL
23818581,1,1,0.5,NULL
23831448,3,7,0.3,NULL
23835021,0,1,0,NULL
23888081,0,1,0,NULL
23937894,3,11,0.214286,NULL
23949317,0,1,0,NULL
23950893,1,0,1,NULL
23963789,0,1,0,NULL
23995748,2,4,0.333333,NULL
24000375,0,1,0,NULL
24000965,5,2,0.714286,NULL
24006071,0,1,0,NULL
24026321,0,1,0,NULL
24057048,0,1,0,NULL
24062457,0,1,0,NULL
24069453,0,1,0,NULL
24127595,0,1,0,NULL
24138795,1,3,0.25,NULL
24157295,0,1,0,NULL
24165761,6,17,0.26087,NULL
24187097,0,1,0,NULL
24202701,1,0,1,NULL
24215395,1,0,1,NULL
24224425,0,2,0,NULL
24340340,0,1,0,NULL
24500377,0,1,0,NULL
24502450,0,1,0,NULL
24506246,2,4,0.333333,NULL
24630719,1,0,1,NULL
24668720,0,1,0,NULL
24795163,0,1,0,NULL
24824450,0,1,0,NULL
24872724,0,1,0,NULL
24925027,0,2,0,NULL
25036511,1,0,1,NULL
25049056,6,1,0.857143,NULL
25058787,0,1,0,NULL
25067168,4,2,0.666667,NULL
25106021,0,2,0,NULL
25110374,0,4,0,NULL
25178222,0,1,0,NULL
25180828,0,1,0,NULL
25190181,0,1,0,NULL
25198840,0,1,0,NULL
25210650,3,1,0.75,NULL
25235151,0,1,0,NULL
25235198,1,0,1,NULL
25236963,0,2,0,NULL
25291723,0,1,0,NULL
25333609,1,0,1,NULL
25390350,0,1,0,NULL
25446661,0,1,0,NULL
25516222,2,2,0.5,NULL
25545470,1,1,0.5,NULL
25589776,1,0,1,NULL
25675905,0,2,0,NULL
25777812,6,1,0.857143,NULL
25803703,0,1,0,NULL
25808907,0,1,0,NULL
25960136,0,1,0,NULL
25977925,1,0,1,NULL
25999072,1,2,0.333333,NULL
26012202,0,1,0,NULL
26015031,0,1,0,NULL
26032912,0,1,0,NULL
26040618,1,0,1,NULL
26165922,1,0,1,NULL
26168951,0,1,0,NULL
26192631,0,1,0,NULL
26214482,0,1,0,NULL
26257166,1,0,1,NULL
26362666,0,1,0,NULL
26409050,1,0,1,NULL
26514376,0,2,0,NULL
26559241,0,1,0,NULL
26566469,0,2,0,NULL
26567591,0,2,0,NULL
26577824,0,1,0,NULL
26599982,0,1,0,NULL
26642006,1,1,0.5,NULL
26654287,0,1,0,NULL
26792275,0,1,0,NULL
26898420,0,1,0,NULL
27172787,0,2,0,NULL
27187343,0,1,0,NULL
27376958,0,2,0,NULL
27453886,0,1,0,NULL
27457454,0,4,0,NULL
27487343,0,1,0,NULL
27571535,0,1,0,NULL
27581606,0,1,0,NULL
27698625,0,1,0,NULL
27725199,0,1,0,NULL
27754737,0,3,0,NULL
27761892,0,2,0,NULL
27793335,0,1,0,NULL
27801824,0,2,0,NULL
27825918,1,0,1,NULL
27831488,2,0,1,NULL
27844479,0,1,0,NULL
27917781,3,0,1,NULL
27931710,0,1,0,NULL
27947088,2,1,0.666667,NULL
27964284,0,1,0,NULL
27966935,0,4,0,NULL
27970347,0,1,0,NULL
27987687,0,1,0,NULL
28096105,1,1,0.5,NULL
28124241,0,1,0,NULL
28139873,0,1,0,NULL
28186908,1,0,1,NULL
28197830,0,1,0,NULL
28206390,0,1,0,NULL
28279637,0,1,0,NULL
28287525,1,0,1,NULL
28390516,0,1,0,NULL
28406270,0,1,0,NULL
28443608,0,2,0,NULL
28673549,0,1,0,NULL
28683184,0,1,0,NULL
28695097,0,1,0,NULL
28785486,30,20,0.6,NULL
28839148,0,1,0,NULL
28986402,0,1,0,NULL
28987332,0,1,0,NULL
29148666,0,1,0,NULL
29242390,0,1,0,NULL
29264626,0,1,0,NULL
29330030,2,2,0.5,NULL
29330577,0,1,0,NULL
29460627,0,1,0,NULL
29465136,0,1,0,NULL
29488489,0,1,0,NULL
29518466,1,0,1,NULL
29643550,2,0,1,NULL
29898052,1,0,1,NULL
29979814,1,4,0.2,NULL
29995782,0,1,0,NULL
30138572,0,1,0,NULL
30160168,0,1,0,NULL
30313925,0,1,0,NULL
30342533,0,1,0,NULL
30346204,1,0,1,NULL
30357467,1,0,1,NULL
30495613,0,1,0,NULL
30599768,0,3,0,NULL
30699754,1,2,0.333333,NULL
30775031,1,0,1,NULL
30817647,0,1,0,NULL
30849103,1,0,1,NULL
30886757,0,1,0,NULL
30920579,0,1,0,NULL
30974408,0,1,0,NULL
31069618,0,1,0,NULL
31114386,0,1,0,NULL
31135856,0,4,0,NULL
31351557,0,1,0,NULL
31352434,1,0,1,NULL
31511502,0,1,0,NULL
31517981,0,1,0,NULL
31540671,0,1,0,NULL
31672638,0,1,0,NULL
32002507,0,1,0,NULL
32178047,0,1,0,NULL
32272710,1,0,1,NULL
32405126,1,0,1,NULL
32677883,0,1,0,NULL
32795568,1,0,1,NULL
33076804,0,1,0,NULL
33092289,0,2,0,NULL
33203801,0,1,0,NULL
33235771,0,2,0,NULL
33315010,0,4,0,NULL
33388399,0,2,0,NULL
33391760,0,1,0,NULL
33407417,0,1,0,NULL
33464913,0,1,0,NULL
33519870,1,1,0.5,NULL
33798654,0,1,0,NULL
33946296,0,1,0,NULL
34002725,0,1,0,NULL
34123611,1,0,1,NULL
34210188,0,1,0,NULL
34262462,1,0,1,NULL
34310801,2,2,0.5,NULL
34556109,1,0,1,NULL
34655603,0,1,0,NULL
34713362,4,3,0.571429,NULL
34726009,0,1,0,NULL
35051304,0,1,0,NULL
35441526,0,1,0,NULL
35465596,0,1,0,NULL
35466620,4,1,0.8,NULL
35490978,0,1,0,NULL
35590283,0,1,0,NULL
35626475,0,1,0,NULL
35757320,0,1,0,NULL
35773039,0,1,0,NULL
35866054,0,1,0,NULL
36048614,0,1,0,NULL
36093269,0,1,0,NULL
36104673,0,1,0,NULL
36252186,0,1,0,NULL
36311109,0,1,0,NULL
36412963,0,1,0,NULL
36419991,0,1,0,NULL
36487440,1,0,1,NULL
36493412,1,0,1,NULL
36510146,0,1,0,NULL
36623013,0,1,0,NULL
36730252,2,0,1,NULL
37034483,0,3,0,NULL
37072821,0,1,0,NULL
37074513,0,1,0,NULL
37255058,0,3,0,NULL
37303498,0,1,0,NULL
37501003,1,1,0.5,NULL
37628540,0,1,0,NULL
37675954,0,1,0,NULL
37874853,6,0,1,NULL
37881687,1,5,0.166667,NULL
38142380,1,0,1,NULL
38156420,0,1,0,NULL
38162820,0,1,0,NULL
38291055,0,2,0,NULL
38400130,1,2,0.333333,NULL
38708614,0,2,0,NULL
38736974,2,0,1,NULL
38800236,0,1,0,NULL
39364684,0,2,0,NULL
39599748,0,1,0,NULL
39609732,1,0,1,NULL
39682124,0,1,0,NULL
39728435,0,2,0,NULL
39750128,1,0,1,NULL
39812267,0,1,0,NULL
39816275,1,0,1,NULL
40146181,1,0,1,NULL
40293464,0,1,0,NULL
40316065,0,1,0,NULL
40519997,0,1,0,NULL
40641691,0,1,0,NULL
40878677,0,1,0,NULL
40962194,0,1,0,NULL
40997767,1,1,0.5,NULL
41085467,0,2,0,NULL
41203507,0,1,0,NULL
41204528,0,2,0,NULL
41292655,1,0,1,NULL
41337621,1,0,1,NULL
41468683,0,1,0,NULL
41479334,0,1,0,NULL
41542581,0,1,0,NULL
41747410,0,2,0,NULL
41789292,0,2,0,NULL
41821259,0,1,0,NULL
41925345,0,1,0,NULL
42371615,0,1,0,NULL
42389136,1,1,0.5,NULL
42407972,1,0,1,NULL
42467881,1,1,0.5,NULL
42707719,0,1,0,NULL
42887031,0,1,0,NULL
42896073,2,1,0.666667,NULL
42921216,1,2,0.333333,NULL
42938207,0,1,0,NULL
42958829,1,0,1,NULL
42970367,0,1,0,NULL
42972818,0,1,0,NULL
43182702,0,2,0,NULL
43261344,0,1,0,NULL
43355844,1,0,1,NULL
43531759,0,1,0,NULL
43568964,0,1,0,NULL
43641364,0,1,0,NULL
43885373,0,1,0,NULL
44089820,0,1,0,NULL
44148621,0,1,0,NULL
44166798,0,1,0,NULL
44317593,0,1,0,NULL
44361097,0,3,0,NULL
44425241,0,1,0,NULL
44544222,0,1,0,NULL
44685373,1,0,1,NULL
44699893,1,0,1,NULL
44835347,1,4,0.2,NULL
45527036,0,1,0,NULL
45564482,0,2,0,NULL
45582904,0,1,0,NULL
45632111,0,2,0,NULL
45715838,0,1,0,NULL
46017944,0,1,0,NULL
46078438,1,6,0.142857,NULL
46213956,0,1,0,NULL
46303458,0,1,0,NULL
46335511,0,1,0,NULL
46376581,0,1,0,NULL
46431088,0,1,0,NULL
46549541,0,2,0,NULL
46562247,1,0,1,NULL
46688460,0,1,0,NULL
46775077,0,1,0,NULL
46822887,4,1,0.8,NULL
47289823,2,1,0.666667,NULL
47318317,0,1,0,NULL
47409343,0,1,0,NULL
47448886,0,1,0,NULL
47469552,0,1,0,NULL
47475039,0,4,0,NULL
47596039,0,1,0,NULL
47617445,0,2,0,NULL
47624589,1,6,0.142857,NULL
47685065,0,4,0,NULL
47705588,0,1,0,NULL
47707475,0,1,0,NULL
47722134,0,2,0,NULL
47916714,1,0,1,NULL
47942585,0,1,0,NULL
47992292,0,2,0,NULL
48132847,0,1,0,NULL
48290701,0,2,0,NULL
48300067,0,2,0,NULL
48322782,0,1,0,NULL
48626190,1,0,1,NULL
48705816,1,1,0.5,NULL
48743186,0,2,0,NULL
48893763,1,0,1,NULL
48956231,3,1,0.75,NULL
49279876,0,1,0,NULL
49444292,0,1,0,NULL
49460512,1,0,1,NULL
49481642,0,1,0,NULL
49491544,0,1,0,NULL
49591803,1,0,1,NULL
49592004,0,1,0,NULL
