"userid","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"16031927","0.333333","37.2464","112","0.332557","0.332945","0.333333","-1","-1"
"16198940","0","13.2335","59","0.224297","0.112148","0.224297","-1","-1"
"16215478","0","6.45","14","0.460714","0.230357","0.460714","-1","-1"
"16343974","0.333333","6.34747","16","0.396717","0.365025","0.333333","0","-1"
"16469809","0","13.5058","68","0.198615","0.0993074","0.198615","-1","-1"
"16589206","0.125","22.6957","135","0.168116","0.146558","0.125","-1","-1"
"16664681","0","37.4414","137","0.273295","0.136647","0.273295","-1","-1"
"16675569","0","14.6064","58","0.251834","0.125917","0.251834","-1","-1"
"16725276","0","1.62037","7","0.231481","0.115741","0.231481","-1","-1"
"16734909","0","8.81406","36","0.244835","0.122418","0.244835","-1","-1"
"16807528","0","11.961","44","0.271841","0.13592","0.271841","-1","-1"
"16811829","0","99.0597","432","0.229305","0.114652","0.229305","-1","-1"
"16834659","1","12.7621","37","0.344922","0.672461","1","1","1"
"16930489","0","4.33333","25","0.173333","0.0866666","0.173333","-1","-1"
"16973333","0.303571","5.88732","40","0.147183","0.225377","0.303571","-1","-1"
"16992416","0","19.619","48","0.408729","0.204365","0.408729","-1","-1"
"17004618","1","13.0111","68","0.19134","0.59567","1","1","1"
"17029979","0","1.15116","4","0.287791","0.143895","0.287791","-1","-1"
"17350250","0","0","7","0","0","0","-1","-1"
"17387561","0","0.45","5","0.09","0.045","0.09","-1","-1"
"17469289","0.4","32.7283","94","0.348173","0.374087","0.4","0","-1"
"17537467","0.1","36.4488","138","0.264122","0.182061","0.1","-1","-1"
"17641218","0","2.91667","13","0.224359","0.11218","0.224359","-1","-1"
"17668544","0","32.2531","145","0.222435","0.111218","0.222435","-1","-1"
"17672825","0","26.1912","113","0.231781","0.11589","0.231781","-1","-1"
"17693277","0","0.65625","5","0.13125","0.065625","0.13125","-1","-1"
"17741799","0","7.18029","46","0.156093","0.0780466","0.156093","-1","-1"
"17765045","0","7.5962","52","0.146081","0.0730404","0.146081","-1","-1"
"17919393","0","9.47015","35","0.270576","0.135288","0.270576","-1","-1"
"17984709","0","9.37406","54","0.173594","0.0867968","0.173594","-1","-1"
"17995040","0","1.25","12","0.104167","0.0520833","0.104167","-1","-1"
"18101696","0","53.817","229","0.235009","0.117504","0.235009","-1","-1"
"18278257","0","0","12","0","0","0","-1","-1"
"18309277","0","0","1","0","0","0","-1","-1"
"18424289","0.375","0.375","6","0.0625","0.21875","0.375","-1","-1"
"18435601","0","0","3","0","0","0","-1","-1"
"18441335","0","4.51786","32","0.141183","0.0705916","0.141183","-1","-1"
"18510860","0","12.5927","61","0.206438","0.103219","0.206438","-1","-1"
"18553134","0","31.36","127","0.246929","0.123465","0.246929","-1","-1"
"18628451","0","1.18","21","0.0561905","0.0280952","0.0561905","-1","-1"
"18643437","0.285714","1.875","15","0.125","0.205357","0.285714","-1","-1"
"18725815","0","12.5504","75","0.167339","0.0836693","0.167339","-1","-1"
"18734884","0","1","4","0.25","0.125","0.25","-1","-1"
"18839785","0","8.82306","38","0.232186","0.116093","0.232186","-1","-1"
"18965916","0","44.0656","159","0.277142","0.138571","0.277142","-1","-1"
"19017675","0","6.66325","29","0.229767","0.114884","0.229767","-1","-1"
"19038934","0.829268","20.2953","35","0.579865","0.704566","0.829268","1","1"
"19140457","0","1","2","0.5","0.25","0.5","-1","-1"
"19222164","0","5.4068","24","0.225283","0.112642","0.225283","-1","-1"
"19317766","0","17.943","56","0.320411","0.160205","0.320411","-1","-1"
"19318739","0","10.4284","29","0.3596","0.1798","0.3596","-1","-1"
"19806962","0","16.6357","51","0.32619","0.163095","0.32619","-1","-1"
"19865053","0","4.62861","15","0.308574","0.154287","0.308574","-1","-1"
"19899606","0","13.5461","38","0.356476","0.178238","0.356476","-1","-1"
"20043786","0","7.33333","22","0.333333","0.166667","0.333333","-1","-1"
"20136892","0","4.34609","26","0.167157","0.0835786","0.167157","-1","-1"
"20159596","0.5","40.1167","148","0.271059","0.385529","0.5","0","-1"
"20188930","0","0.65625","1","0.65625","0.328125","0.65625","-1","-1"
"20190311","0","5.4106","22","0.245936","0.122968","0.245936","-1","-1"
"20197308","0","6.38631","30","0.212877","0.106439","0.212877","-1","-1"
"20295264","0","2.16889","20","0.108445","0.0542223","0.108445","-1","-1"
"20402945","0","10.1218","26","0.389301","0.19465","0.389301","-1","-1"
"20512260","0","4.75","20","0.2375","0.11875","0.2375","-1","-1"
"20639175","0.428571","15.7928","61","0.258899","0.343735","0.428571","-1","-1"
"20779110","0","18.0557","55","0.328285","0.164143","0.328285","-1","-1"
"20891396","0","2.67991","23","0.116518","0.0582589","0.116518","-1","-1"
"21360768","0","9.18659","27","0.340244","0.170122","0.340244","-1","-1"
"21467787","0","2.75","10","0.275","0.1375","0.275","-1","-1"
"21477475","0","4.11455","12","0.342879","0.17144","0.342879","-1","-1"
"21522338","0","4.93333","12","0.411111","0.205556","0.411111","-1","-1"
"21548431","0","15.4929","51","0.303782","0.151891","0.303782","-1","-1"
"21622407","0","4.53787","19","0.238835","0.119418","0.238835","-1","-1"
"21642733","0","7.67711","42","0.182788","0.0913942","0.182788","-1","-1"
"21744712","1","12.441","57","0.218263","0.609132","1","1","1"
"21748597","0","10.4417","44","0.237311","0.118656","0.237311","-1","-1"
"21866939","0.75","23.3681","83","0.281543","0.515772","0.75","0","1"
"22021978","0","17.3542","78","0.22249","0.111245","0.22249","-1","-1"
"22092333","0","9.63166","45","0.214037","0.107018","0.214037","-1","-1"
"22123727","0","18.5935","77","0.241474","0.120737","0.241474","-1","-1"
"22129280","1","5.50001","20","0.275001","0.6375","1","1","1"
"22138134","0","14.1997","35","0.405706","0.202853","0.405706","-1","-1"
"22240612","1","0","1","0","0.5","1","0","1"
"22443725","0","0.2","3","0.0666667","0.0333333","0.0666667","-1","-1"
"22578518","0","1","3","0.333333","0.166667","0.333333","-1","-1"
"22594051","0","5.51204","11","0.501095","0.250547","0.501095","-1","-1"
"22595904","0","0","0","0","0","0","-1","-1"
"22650211","0","4.9963","21","0.237919","0.11896","0.237919","-1","-1"
"22724717","0","3","11","0.272727","0.136364","0.272727","-1","-1"
"22737226","0","6.78586","25","0.271434","0.135717","0.271434","-1","-1"
"22837285","0","1","5","0.2","0.1","0.2","-1","-1"
"22931893","0","3.80556","36","0.10571","0.052855","0.10571","-1","-1"
"22993014","0.6","21.5487","56","0.384798","0.492399","0.6","0","-1"
"23041630","0","7.44386","17","0.437874","0.218937","0.437874","-1","-1"
"23055689","0","54.6996","219","0.24977","0.124885","0.24977","-1","-1"
"23293734","0","9.09858","49","0.185685","0.0928427","0.185685","-1","-1"
"23888081","0","19.0223","50","0.380446","0.190223","0.380446","-1","-1"
"23950893","0","1.37338","8","0.171672","0.0858362","0.171672","-1","-1"
"24062457","0","3.25","17","0.191176","0.0955882","0.191176","-1","-1"
"24202701","0","0.65625","6","0.109375","0.0546875","0.109375","-1","-1"
"24502450","0","1.80769","10","0.180769","0.0903845","0.180769","-1","-1"
"24668720","0","0.492063","3","0.164021","0.0820105","0.164021","-1","-1"
"25036511","0","23.7189","96","0.247072","0.123536","0.247072","-1","-1"
"25180828","0","10.5538","50","0.211076","0.105538","0.211076","-1","-1"
"25210650","0","12.2756","38","0.323042","0.161521","0.323042","-1","-1"
"25333609","0","28.3618","99","0.286483","0.143241","0.286483","-1","-1"
"25675905","0","1.075","11","0.0977273","0.0488636","0.0977273","-1","-1"
"25777812","1","2.1","6","0.35","0.675","1","1","1"
"25803703","0","20.8306","107","0.194679","0.0973393","0.194679","-1","-1"
"25808907","0","21.9664","73","0.30091","0.150455","0.30091","-1","-1"
"25960136","0","1.4","9","0.155556","0.0777778","0.155556","-1","-1"
"26032912","0","0.5","8","0.0625","0.03125","0.0625","-1","-1"
"26168951","0","0","5","0","0","0","-1","-1"
"26409050","0","17.2564","43","0.401312","0.200656","0.401312","-1","-1"
"26654287","0","2.80436","18","0.155798","0.0778989","0.155798","-1","-1"
"27453886","0","4.23542","17","0.249142","0.124571","0.249142","-1","-1"
"27457454","0.25","39.4831","131","0.301398","0.275699","0.25","-1","-1"
"27581606","0","3.35","5","0.67","0.335","0.67","-1","-1"
"27831488","0","30.8491","110","0.280446","0.140223","0.280446","-1","-1"
"27964284","0","0.5","3","0.166667","0.0833333","0.166667","-1","-1"
"28096105","1","147.095","551","0.26696","0.63348","1","1","1"
"28287525","0","9.83501","27","0.36426","0.18213","0.36426","-1","-1"
"28695097","0","0","0","0","0","0","-1","-1"
"28785486","0.62963","11.7482","35","0.335663","0.482646","0.62963","0","-1"
"28986402","0","0","1","0","0","0","-1","-1"
"28987332","0","0","2","0","0","0","-1","-1"
"29148666","0","1.15625","3","0.385417","0.192708","0.385417","-1","-1"
"29330577","0","1.49206","6","0.248677","0.124338","0.248677","-1","-1"
"30495613","0","1.33333","4","0.333333","0.166666","0.333333","-1","-1"
"30699754","0.5","20.0498","69","0.290577","0.395288","0.5","0","-1"
"30849103","0","0.642857","8","0.0803571","0.0401786","0.0803571","-1","-1"
"34210188","0","4.66702","17","0.274531","0.137265","0.274531","-1","-1"
"34713362","0.4","1.55159","7","0.221656","0.310828","0.4","-1","-1"
"35051304","0","31.8681","108","0.295075","0.147537","0.295075","-1","-1"
"35465596","0","1.33333","10","0.133333","0.0666665","0.133333","-1","-1"
"35466620","0","4.593","17","0.270176","0.135088","0.270176","-1","-1"
"36412963","0","5.96802","18","0.331557","0.165778","0.331557","-1","-1"
"36623013","0","2.08889","22","0.0949496","0.0474748","0.0949496","-1","-1"
"37874853","0","7.89584","19","0.415571","0.207785","0.415571","-1","-1"
"37881687","0","24.3592","86","0.283247","0.141623","0.283247","-1","-1"
"38400130","0.6","7.36896","21","0.350903","0.475451","0.6","0","-1"
"39682124","0","12.4397","60","0.207328","0.103664","0.207328","-1","-1"
"40962194","0","32.3919","91","0.355955","0.177977","0.355955","-1","-1"
"41085467","0","0","0","0","0","0","-1","-1"
"41789292","0","22.7848","88","0.258918","0.129459","0.258918","-1","-1"
"41925345","0","8.12249","33","0.246136","0.123068","0.246136","-1","-1"
"42407972","0","20.4253","71","0.28768","0.14384","0.28768","-1","-1"
"43182702","0","12.1647","42","0.289636","0.144818","0.289636","-1","-1"
"44544222","0","2.98214","21","0.142007","0.0710033","0.142007","-1","-1"
"44835347","0","1","8","0.125","0.0625","0.125","-1","-1"
"45715838","0","17.9611","89","0.20181","0.100905","0.20181","-1","-1"
"46078438","0","4.6218","52","0.0888808","0.0444404","0.0888808","-1","-1"
"46688460","0","3.85414","14","0.275295","0.137648","0.275295","-1","-1"
"47289823","0","26.4778","74","0.357808","0.178904","0.357808","-1","-1"
"47685065","0","5.25667","26","0.20218","0.10109","0.20218","-1","-1"
"48626190","0","2.35","6","0.391667","0.195833","0.391667","-1","-1"
"48956231","0","26.5873","109","0.24392","0.12196","0.24392","-1","-1"
"49279876","0","2.92657","17","0.172151","0.0860756","0.172151","-1","-1"
"49460512","0","39.0508","145","0.269316","0.134658","0.269316","-1","-1"
"49591803","0","13.3426","48","0.277971","0.138985","0.277971","-1","-1"
"49593955","0","0.4","4","0.1","0.05","0.1","-1","-1"
"49649077","0","7.46602","38","0.196474","0.0982371","0.196474","-1","-1"
"49811878","0","0","1","0","0","0","-1","-1"
"51241574","0.7","4.14203","15","0.276135","0.488068","0.7","0","-1"
"52327900","0","12.6815","46","0.275685","0.137842","0.275685","-1","-1"
"52990482","0","4.35","14","0.310714","0.155357","0.310714","-1","-1"
"53044031","0","6.86065","22","0.311848","0.155924","0.311848","-1","-1"
"53338746","0","0.45","4","0.1125","0.05625","0.1125","-1","-1"
"53789862","0","18.709","116","0.161285","0.0806424","0.161285","-1","-1"
"54489465","0","9.2106","43","0.2142","0.1071","0.2142","-1","-1"
"55186601","0.5","4.56266","15","0.304177","0.402089","0.5","0","-1"
"55219159","0","20.0629","67","0.299446","0.149723","0.299446","-1","-1"
"55911799","0","0","0","0","0","0","-1","-1"
"57945416","0","7.30277","23","0.317512","0.158756","0.317512","-1","-1"
"58360124","0","3.22927","6","0.538212","0.269106","0.538212","-1","-1"
"58467371","0","0.64898","5","0.129796","0.064898","0.129796","-1","-1"
"58766083","0","2","3","0.666667","0.333333","0.666667","-1","-1"
"59440137","0","9.70741","26","0.373362","0.186681","0.373362","-1","-1"
"60022825","0","6.5","31","0.209677","0.104839","0.209677","-1","-1"
"60496760","0","10.963","31","0.353645","0.176823","0.353645","-1","-1"
"60937837","0","3.97963","13","0.306126","0.153063","0.306126","-1","-1"
"61126132","0","0","0","0","0","0","-1","-1"
"61336445","0","4.86774","15","0.324516","0.162258","0.324516","-1","-1"
"61436584","0","11.2838","47","0.240081","0.12004","0.240081","-1","-1"
"63362429","0","39.5574","117","0.338097","0.169049","0.338097","-1","-1"
"63604619","0","1.70714","13","0.131318","0.0656592","0.131318","-1","-1"
"64643056","0.555556","24.9797","72","0.34694","0.451248","0.555556","0","-1"
"64933828","0","1","1","1","0.5","1","0","1"
"65045121","0","10.5298","102","0.103233","0.0516165","0.103233","-1","-1"
"67197351","0","1.65625","3","0.552083","0.276042","0.552083","-1","-1"
"67332233","0","0","2","0","0","0","-1","-1"
"67725191","0","1","11","0.0909091","0.0454545","0.0909091","-1","-1"
"68577152","0","1.83333","11","0.166666","0.0833332","0.166666","-1","-1"
"70468535","0","3.48656","9","0.387395","0.193698","0.387395","-1","-1"
"71804710","0","0","2","0","0","0","-1","-1"
"74014041","0","32.9385","137","0.240427","0.120214","0.240427","-1","-1"
"74361628","0","4.98266","14","0.355904","0.177952","0.355904","-1","-1"
"74382140","0","6.2373","24","0.259887","0.129944","0.259887","-1","-1"
"76628896","0","1.7","10","0.17","0.085","0.17","-1","-1"
"76858507","0","6.82292","45","0.15162","0.0758102","0.15162","-1","-1"
"78584101","0","0","3","0","0","0","-1","-1"
"78586909","0","4.48286","13","0.344835","0.172418","0.344835","-1","-1"
"79238144","0","0.375","6","0.0625","0.03125","0.0625","-1","-1"
"80323736","0","3.70519","11","0.336835","0.168418","0.336835","-1","-1"
"80804103","0","0","0","0","0","0","-1","-1"
"80807165","0","8.89276","45","0.197617","0.0988084","0.197617","-1","-1"
"81305054","0.5","6.72541","33","0.2038","0.3519","0.5","0","-1"
"81825702","0","0","5","0","0","0","-1","-1"
"82048287","0","1.125","9","0.125","0.0625","0.125","-1","-1"
"83310721","0","3.73915","14","0.267082","0.133541","0.267082","-1","-1"
"83521919","0","14.3045","69","0.207312","0.103656","0.207312","-1","-1"
"83687045","0","5.34206","11","0.485642","0.242821","0.485642","-1","-1"
"85266441","0","1","1","1","0.5","1","0","1"
"86141342","0","12.0792","41","0.294615","0.147307","0.294615","-1","-1"
"86753745","0","7.12157","34","0.209458","0.104729","0.209458","-1","-1"
"86793368","0","2.04609","4","0.511522","0.255761","0.511522","-1","-1"
"87087057","0","0","2","0","0","0","-1","-1"
"87261221","0","2.36706","6","0.394511","0.197255","0.394511","-1","-1"
"87416722","0.903226","0.492063","1","0.492063","0.697644","0.903226","1","1"
"87818409","0.2","26.6077","92","0.289214","0.244607","0.2","-1","-1"
"89347280","0","1.68269","5","0.336538","0.168269","0.336538","-1","-1"
"91279573","0","11.3831","55","0.206965","0.103483","0.206965","-1","-1"
"96501145","0","8.0674","27","0.298793","0.149396","0.298793","-1","-1"
"98057278","0","0","0","0","0","0","-1","-1"
"98627870","0","9","32","0.28125","0.140625","0.28125","-1","-1"
"99238190","0","0.5","2","0.25","0.125","0.25","-1","-1"
"100629223","0","0","3","0","0","0","-1","-1"
"102401151","0","0","1","0","0","0","-1","-1"
"103065157","0","8.57807","26","0.329926","0.164963","0.329926","-1","-1"
"103245739","0","3","12","0.25","0.125","0.25","-1","-1"
"103849564","0","4.88231","24","0.20343","0.101715","0.20343","-1","-1"
"105173441","0","0.5","6","0.0833333","0.0416667","0.0833333","-1","-1"
"105485791","0","0","2","0","0","0","-1","-1"
"109234928","0","12.4361","33","0.376852","0.188426","0.376852","-1","-1"
"110827653","0","6.48371","18","0.360206","0.180103","0.360206","-1","-1"
"110840071","0","17.0702","48","0.355629","0.177815","0.355629","-1","-1"
"110906944","0","13.7267","50","0.274534","0.137267","0.274534","-1","-1"
"113164127","0","0","0","0","0","0","-1","-1"
"115393565","0","16.7715","70","0.239593","0.119796","0.239593","-1","-1"
"122539413","0","3.03333","19","0.159649","0.0798245","0.159649","-1","-1"
"123746182","0","12.88","41","0.314146","0.157073","0.314146","-1","-1"
"125486974","0","11.3985","59","0.193195","0.0965975","0.193195","-1","-1"
"125944392","0","8.40519","24","0.350216","0.175108","0.350216","-1","-1"
"126629610","0","25.4171","76","0.334436","0.167218","0.334436","-1","-1"
"129673790","0","16.3527","52","0.314475","0.157237","0.314475","-1","-1"
"129964269","0","2","10","0.2","0.1","0.2","-1","-1"
"130557513","0","21.0514","136","0.15479","0.0773949","0.15479","-1","-1"
"133093395","0","0.65625","2","0.328125","0.164062","0.328125","-1","-1"
"136191905","0","0","1","0","0","0","-1","-1"
"136658558","0","8.47975","29","0.292405","0.146203","0.292405","-1","-1"
"139687841","0","1.64286","6","0.273809","0.136905","0.273809","-1","-1"
"142957691","0","36.8665","127","0.290287","0.145144","0.290287","-1","-1"
"143415291","0","20.8239","67","0.310804","0.155402","0.310804","-1","-1"
"146765658","0","10.1466","32","0.31708","0.15854","0.31708","-1","-1"
"147754032","0","1.5","8","0.1875","0.09375","0.1875","-1","-1"
"149590738","0","0","2","0","0","0","-1","-1"
"151295755","0","0","0","0","0","0","-1","-1"
"153029181","0","10.841","54","0.200759","0.10038","0.200759","-1","-1"
"154435961","0","5.14176","23","0.223555","0.111777","0.223555","-1","-1"
"156123647","0","3.80953","11","0.346321","0.17316","0.346321","-1","-1"
"156464691","0","11.7488","29","0.405131","0.202566","0.405131","-1","-1"
"160396614","0","1","7","0.142857","0.0714286","0.142857","-1","-1"
"162304163","1","2.64286","14","0.188776","0.594388","1","1","1"
"169844049","0","1.9","10","0.19","0.095","0.19","-1","-1"
"171117515","0","3.31733","11","0.301575","0.150788","0.301575","-1","-1"
"171802941","0","28.8362","87","0.331451","0.165725","0.331451","-1","-1"
"174958289","0","0","3","0","0","0","-1","-1"
"175452918","0","12.7945","67","0.190963","0.0954813","0.190963","-1","-1"
"176754253","0","1.83333","11","0.166666","0.0833332","0.166666","-1","-1"
"177886974","0","4.11694","25","0.164678","0.0823388","0.164678","-1","-1"
"181561712","0","1.3254","9","0.147267","0.0736333","0.147267","-1","-1"
"182251918","0","8.40026","25","0.33601","0.168005","0.33601","-1","-1"
"187303839","0","1","4","0.25","0.125","0.25","-1","-1"
"189682666","0","2.29402","4","0.573504","0.286752","0.573504","-1","-1"
"194732581","0","5.5068","39","0.1412","0.0706","0.1412","-1","-1"
"195160252","0","3.2","14","0.228571","0.114286","0.228571","-1","-1"
"196084805","0","0","1","0","0","0","-1","-1"
"201800640","0","0","3","0","0","0","-1","-1"
"202934450","0","0.2","8","0.025","0.0125","0.025","-1","-1"
"203123011","0.75","16.6751","37","0.450678","0.600339","0.75","1","1"
"204832963","0","0","0","0","0","0","-1","-1"
"205242337","0","11.7032","33","0.354642","0.177321","0.354642","-1","-1"
"205480257","0","1.82143","5","0.364286","0.182143","0.364286","-1","-1"
"206979151","0","0.7","6","0.116667","0.0583333","0.116667","-1","-1"
"210238655","0","1.22414","7","0.174877","0.0874384","0.174877","-1","-1"
"211105315","0","20.0785","70","0.286836","0.143418","0.286836","-1","-1"
"211374036","0","0.125","1","0.125","0.0625","0.125","-1","-1"
"214007688","1","42.3771","108","0.392381","0.69619","1","1","1"
"216430965","0","2.04609","16","0.12788","0.0639402","0.12788","-1","-1"
"218730857","0","5.46428","14","0.390306","0.195153","0.390306","-1","-1"
"219907484","0","0","1","0","0","0","-1","-1"
"220843663","0","0","1","0","0","0","-1","-1"
"223484404","0","0","0","0","0","0","-1","-1"
"224135257","0","16.3509","40","0.408773","0.204386","0.408773","-1","-1"
"225244783","0","0","0","0","0","0","-1","-1"
"230859523","0","24.9115","83","0.300139","0.150069","0.300139","-1","-1"
"234395084","0","0.65625","4","0.164062","0.0820312","0.164062","-1","-1"
"234874463","1","0.166667","2","0.0833335","0.541667","1","0","1"
"237632983","0","0","1","0","0","0","-1","-1"
"238575113","0","0.111111","7","0.015873","0.0079365","0.015873","-1","-1"
"240028072","1","5.10675","22","0.232125","0.616063","1","1","1"
"240649814","1","3.82067","12","0.318389","0.659195","1","1","1"
"246130881","0","8.7403","28","0.312153","0.156077","0.312153","-1","-1"
"248967064","0","0","0","0","0","0","-1","-1"
"250603308","0","15.6524","88","0.177868","0.0889341","0.177868","-1","-1"
"251990786","0","0","1","0","0","0","-1","-1"
"254873869","0.333333","29.9952","144","0.2083","0.270817","0.333333","-1","-1"
"255753616","0","4.96559","17","0.292093","0.146047","0.292093","-1","-1"
"258627226","0","10.7346","35","0.306703","0.153351","0.306703","-1","-1"
"258703448","0","0.304348","3","0.101449","0.0507247","0.101449","-1","-1"
"263007263","0","5.04452","21","0.240215","0.120108","0.240215","-1","-1"
"268270621","0","0.4","5","0.08","0.04","0.08","-1","-1"
"268531577","0","0","2","0","0","0","-1","-1"
"268662889","0","5.3668","29","0.185062","0.092531","0.185062","-1","-1"
"268676434","0","1.50079","16","0.0937994","0.0468997","0.0937994","-1","-1"
"269167743","0","3.17935","9","0.353261","0.17663","0.353261","-1","-1"
"271413771","0.375","26.2969","111","0.236909","0.305955","0.375","-1","-1"
"272172091","0.666667","33.3703","96","0.347607","0.507137","0.666667","0","1"
"277983398","0","0.5","5","0.1","0.05","0.1","-1","-1"
"278067201","0","0.5","6","0.0833333","0.0416667","0.0833333","-1","-1"
"279534015","0","1","2","0.5","0.25","0.5","-1","-1"
"280784084","0","1","2","0.5","0.25","0.5","-1","-1"
"281754653","0","8.44347","27","0.312721","0.156361","0.312721","-1","-1"
"282977213","0","11.8274","54","0.219026","0.109513","0.219026","-1","-1"
"284620348","0","7.89286","25","0.315714","0.157857","0.315714","-1","-1"
"286886892","0","0","0","0","0","0","-1","-1"
"289998339","0.6","45.1383","111","0.406651","0.503326","0.6","0","1"
