"userid","rcount","nrcount","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"14123751","0","1","0","11.0234","80","0.137792","0.0688962","0.137792","-1","-1"
"14138785","7","5","0.583333","12.6832","40","0.31708","0.450207","0.583333","0","-1"
"14155907","2","2","0.5","17.8066","88","0.202348","0.351174","0.5","0","-1"
"14159148","0","1","0","0","4","0","0","0","-1","-1"
"14173315","17","12","0.586207","16.4173","46","0.356898","0.471552","0.586207","0","-1"
"14216661","1","6","0.142857","23.2523","61","0.381185","0.262021","0.142857","-1","-1"
"14231313","0","1","0","0","0","0","0","0","-1","-1"
"14260960","0","1","0","17.7311","42","0.422169","0.211085","0.422169","-1","-1"
"14264854","0","1","0","9.4202","27","0.348896","0.174448","0.348896","-1","-1"
"14267557","0","3","0","16.7579","55","0.304689","0.152345","0.304689","-1","-1"
"14275129","0","1","0","0.533333","18","0.0296296","0.0148148","0.0296296","-1","-1"
"14287669","0","1","0","51.02","239","0.213473","0.106736","0.213473","-1","-1"
"14289923","1","0","1","10.2501","40","0.256252","0.628126","1","1","1"
"14291684","0","1","0","3.60357","22","0.163799","0.0818993","0.163799","-1","-1"
"14293310","4","9","0.307692","10.8387","46","0.235624","0.271658","0.307692","-1","-1"
"14319105","0","1","0","8.33517","30","0.277839","0.13892","0.277839","-1","-1"
"14321959","0","3","0","3.2","38","0.0842105","0.0421053","0.0842105","-1","-1"
"14353202","0","1","0","29.4728","134","0.219946","0.109973","0.219946","-1","-1"
"14372486","0","1","0","3.68426","13","0.283405","0.141702","0.283405","-1","-1"
"14392559","0","1","0","9.55211","40","0.238803","0.119401","0.238803","-1","-1"
"14401607","0","1","0","36.6002","130","0.28154","0.14077","0.28154","-1","-1"
"14404725","0","1","0","3.79087","26","0.145803","0.0729013","0.145803","-1","-1"
"14413869","0","1","0","23.536","79","0.297924","0.148962","0.297924","-1","-1"
"14437914","0","1","0","44.5955","179","0.249137","0.124568","0.249137","-1","-1"
"14460241","0","1","0","20.5416","60","0.34236","0.17118","0.34236","-1","-1"
"14464766","3","1","0.75","6.92568","38","0.182255","0.466127","0.75","0","-1"
"14465607","0","1","0","33.5106","112","0.299202","0.149601","0.299202","-1","-1"
"14485018","0","1","0","1.44444","6","0.24074","0.12037","0.24074","-1","-1"
"14498713","0","2","0","0","2","0","0","0","-1","-1"
"14511951","4","6","0.4","54.8898","184","0.298314","0.349157","0.4","-1","-1"
"14515799","0","1","0","26.2004","105","0.249528","0.124764","0.249528","-1","-1"
"14521106","0","1","0","13.2016","42","0.314324","0.157162","0.314324","-1","-1"
"14526877","0","2","0","8.79514","28","0.314112","0.157056","0.314112","-1","-1"
"14550221","0","1","0","0","18","0","0","0","-1","-1"
"14560097","1","0","1","39.6407","120","0.330339","0.66517","1","1","1"
"14569869","4","1","0.8","23.4888","111","0.211611","0.505805","0.8","0","1"
"14584903","0","1","0","4.12728","12","0.34394","0.17197","0.34394","-1","-1"
"14588748","0","1","0","21.3036","127","0.167745","0.0838724","0.167745","-1","-1"
"14588798","1","0","1","3.17213","14","0.226581","0.61329","1","1","1"
"14599545","1","0","1","11.1996","63","0.177771","0.588886","1","1","1"
"14606079","0","2","0","7.0901","21","0.337624","0.168812","0.337624","-1","-1"
"14609435","0","1","0","11.8833","35","0.339523","0.169761","0.339523","-1","-1"
"14675395","0","1","0","4.66863","23","0.202984","0.101492","0.202984","-1","-1"
"14677919","0","3","0","10.4966","37","0.283691","0.141845","0.283691","-1","-1"
"14678279","1","0","1","24.9972","57","0.438547","0.719274","1","1","1"
"14681605","1","0","1","0","2","0","0.5","1","0","1"
"14700117","0","1","0","9.80962","52","0.188647","0.0943233","0.188647","-1","-1"
"14700316","0","2","0","58.8448","258","0.228081","0.11404","0.228081","-1","-1"
"14715424","0","4","0","26.9746","92","0.293202","0.146601","0.293202","-1","-1"
"14717197","4","2","0.666667","14.5651","50","0.291302","0.478984","0.666667","0","-1"
"14722589","3","1","0.75","18.2184","71","0.256597","0.503299","0.75","0","1"
"14722676","0","1","0","11.45","24","0.477083","0.238542","0.477083","-1","-1"
"14764240","0","1","0","16.7223","58","0.288316","0.144158","0.288316","-1","-1"
"14782581","0","1","0","6.24652","21","0.297453","0.148727","0.297453","-1","-1"
"14806497","1","0","1","12.1852","32","0.380787","0.690394","1","1","1"
"14831475","0","1","0","4.63231","39","0.118777","0.0593886","0.118777","-1","-1"
"14849562","0","14","0","41.6457","144","0.289206","0.144603","0.289206","-1","-1"
"14855994","0","1","0","14.211","81","0.175444","0.0877222","0.175444","-1","-1"
"14888597","0","1","0","6.77988","24","0.282495","0.141247","0.282495","-1","-1"
"14892330","0","1","0","19.428","66","0.294363","0.147182","0.294363","-1","-1"
"14892665","0","1","0","26.8411","65","0.41294","0.20647","0.41294","-1","-1"
"14940354","1","5","0.166667","38.3092","137","0.279629","0.223148","0.166667","-1","-1"
"14997555","1","0","1","2.78403","31","0.0898074","0.544904","1","0","1"
"15012486","4","3","0.571429","3.78231","14","0.270165","0.420797","0.571429","0","-1"
"15020865","0","1","0","1.16667","22","0.0530305","0.0265152","0.0530305","-1","-1"
"15028398","0","1","0","6.67127","53","0.125873","0.0629365","0.125873","-1","-1"
"15037033","1","0","1","12.4972","57","0.219249","0.609625","1","1","1"
"15070269","1","0","1","15.174","51","0.297529","0.648765","1","1","1"
"15084853","0","1","0","0","0","0","0","0","-1","-1"
"15108530","3","0","1","19.905","72","0.276458","0.638229","1","1","1"
"15108702","2","8","0.2","6.62315","17","0.389597","0.294799","0.2","-1","-1"
"15143478","0","1","0","1.625","31","0.0524194","0.0262097","0.0524194","-1","-1"
"15157939","0","1","0","3.5","12","0.291667","0.145833","0.291667","-1","-1"
"15164565","1","7","0.125","14.3743","52","0.276429","0.200714","0.125","-1","-1"
"15170194","0","1","0","3.75","30","0.125","0.0625","0.125","-1","-1"
"15179672","0","1","0","3.22109","12","0.268424","0.134212","0.268424","-1","-1"
"15220768","1","0","1","11.7481","45","0.261069","0.630534","1","1","1"
"15224867","0","2","0","6.16399","23","0.268","0.134","0.268","-1","-1"
"15232098","0","1","0","1.475","12","0.122917","0.0614583","0.122917","-1","-1"
"15234407","0","1","0","0","2","0","0","0","-1","-1"
"15234546","2","1","0.666667","18.8953","55","0.343551","0.505109","0.666667","0","1"
"15235811","0","1","0","3.14286","27","0.116402","0.0582011","0.116402","-1","-1"
"15249499","0","1","0","11.3517","53","0.214183","0.107092","0.214183","-1","-1"
"15256225","1","1","0.5","0.833334","14","0.0595239","0.279762","0.5","-1","-1"
"15279429","0","1","0","17.3506","67","0.258964","0.129482","0.258964","-1","-1"
"15319103","0","1","0","6.16313","24","0.256797","0.128399","0.256797","-1","-1"
"15348883","0","1","0","29.1561","119","0.245009","0.122505","0.245009","-1","-1"
"15361389","0","1","0","5.83334","34","0.171569","0.0857844","0.171569","-1","-1"
"15384969","0","1","0","13.6667","57","0.239767","0.119883","0.239767","-1","-1"
"15438913","10","17","0.37037","10.1665","32","0.317702","0.344036","0.37037","-1","-1"
"15439395","0","5","0","12.0495","69","0.17463","0.0873152","0.17463","-1","-1"
"15446531","0","1","0","1.41667","17","0.0833335","0.0416668","0.0833335","-1","-1"
"15446551","0","1","0","26.784","88","0.304364","0.152182","0.304364","-1","-1"
"15458694","0","1","0","52.5457","184","0.285574","0.142787","0.285574","-1","-1"
"15486071","0","1","0","0","3","0","0","0","-1","-1"
"15492359","0","1","0","5.78389","33","0.175269","0.0876347","0.175269","-1","-1"
"15513604","1","3","0.25","10.9472","53","0.206551","0.228275","0.25","-1","-1"
"15557246","0","1","0","5.66296","45","0.125844","0.0629218","0.125844","-1","-1"
"15586316","0","1","0","8.09389","39","0.207536","0.103768","0.207536","-1","-1"
"15598781","0","1","0","1","2","0.5","0.25","0.5","-1","-1"
"15644999","0","3","0","5.45134","62","0.0879248","0.0439624","0.0879248","-1","-1"
"15667291","0","1","0","5.5926","46","0.121578","0.0607891","0.121578","-1","-1"
"15727317","3","1","0.75","29.0694","122","0.238274","0.494137","0.75","0","-1"
"15754281","9","10","0.473684","17.6565","50","0.35313","0.413407","0.473684","0","-1"
"15764415","0","1","0","3.00702","6","0.50117","0.250585","0.50117","-1","-1"
"15774048","0","1","0","6.99999","55","0.127273","0.0636363","0.127273","-1","-1"
"15798091","0","1","0","5.10221","48","0.106296","0.053148","0.106296","-1","-1"
"15837659","1","0","1","4.85949","16","0.303718","0.651859","1","1","1"
"15871416","0","1","0","17.9279","66","0.271635","0.135817","0.271635","-1","-1"
"15888299","0","1","0","11.7495","56","0.209813","0.104906","0.209813","-1","-1"
"15890403","1","0","1","1.41203","14","0.100859","0.55043","1","1","1"
"15896580","1","1","0.5","26.6816","108","0.247052","0.373526","0.5","0","-1"
"15907183","0","3","0","12.0378","54","0.222922","0.111461","0.222922","-1","-1"
"15911806","0","1","0","18.1163","59","0.307056","0.153528","0.307056","-1","-1"
"15932715","0","2","0","2.81428","16","0.175893","0.0879463","0.175893","-1","-1"
"15942075","1","0","1","1","10","0.1","0.55","1","1","1"
"15951166","0","1","0","13.7146","47","0.2918","0.1459","0.2918","-1","-1"
"15951232","1","0","1","14.0608","43","0.326995","0.663497","1","1","1"
"15956067","0","2","0","48.415","209","0.231651","0.115825","0.231651","-1","-1"
"15966995","3","2","0.6","57.9931","154","0.376579","0.488289","0.6","0","-1"
"15994109","2","0","1","27.9537","82","0.340899","0.67045","1","1","1"
"15995155","0","1","0","5.28676","24","0.220282","0.110141","0.220282","-1","-1"
"15996661","3","2","0.6","11.3883","49","0.232414","0.416207","0.6","0","-1"
"16012783","4","5","0.444444","19.9453","71","0.28092","0.362682","0.444444","0","-1"
"16029780","0","1","0","1.85","20","0.0925","0.04625","0.0925","-1","-1"
"16031927","1","2","0.333333","37.2464","112","0.332557","0.332945","0.333333","-1","-1"
"16045547","0","1","0","1.15789","5","0.231579","0.115789","0.231579","-1","-1"
"16055389","0","2","0","3.46667","26","0.133333","0.0666667","0.133333","-1","-1"
"16076032","0","2","0","16.5828","106","0.156442","0.0782208","0.156442","-1","-1"
"16077204","0","1","0","33.3239","104","0.320422","0.160211","0.320422","-1","-1"
"16080866","0","1","0","0","0","0","0","0","-1","-1"
"16096416","0","1","0","0","0","0","0","0","-1","-1"
"16106522","0","1","0","52.3068","118","0.443278","0.221639","0.443278","-1","-1"
"16106584","0","2","0","4.60714","16","0.287946","0.143973","0.287946","-1","-1"
"16116288","3","1","0.75","21.0466","71","0.296431","0.523216","0.75","0","1"
"16145763","6","1","0.857143","7.48299","15","0.498866","0.678005","0.857143","1","1"
"16150136","1","0","1","15.6176","64","0.244025","0.622012","1","1","1"
"16153562","0","3","0","4.86434","30","0.162145","0.0810723","0.162145","-1","-1"
"16164636","0","3","0","5.95069","34","0.17502","0.0875101","0.17502","-1","-1"
"16170253","0","1","0","20.2351","85","0.23806","0.11903","0.23806","-1","-1"
"16183458","1","0","1","23.8556","71","0.335994","0.667997","1","1","1"
"16184358","0","2","0","15.1298","48","0.315204","0.157602","0.315204","-1","-1"
"16211566","1","1","0.5","5.48333","29","0.18908","0.34454","0.5","-1","-1"
"16220555","2","1","0.666667","14.0255","42","0.33394","0.500304","0.666667","0","1"
"16249591","0","1","0","30.1742","93","0.324454","0.162227","0.324454","-1","-1"
"16253142","0","2","0","38.3928","153","0.250933","0.125467","0.250933","-1","-1"
"16269666","1","0","1","4.08333","15","0.272222","0.636111","1","1","1"
"16299754","1","0","1","38.4763","148","0.259975","0.629987","1","1","1"
"16305558","0","1","0","21.4374","100","0.214374","0.107187","0.214374","-1","-1"
"16307818","1","0","1","49.5563","120","0.412969","0.706485","1","1","1"
"16311797","0","1","0","6.2457","24","0.260237","0.130119","0.260237","-1","-1"
"16313405","1","0","1","8.07069","11","0.733699","0.86685","1","1","1"
"16330790","0","1","0","61.9833","238","0.260434","0.130217","0.260434","-1","-1"
"16338550","0","1","0","15.5195","45","0.344878","0.172439","0.344878","-1","-1"
"16343974","10","20","0.333333","6.34747","16","0.396717","0.365025","0.333333","0","-1"
"16395449","0","1","0","2.00741","4","0.501853","0.250926","0.501853","-1","-1"
"16416978","0","1","0","0","2","0","0","0","-1","-1"
"16444025","0","1","0","1.06863","14","0.0763307","0.0381654","0.0763307","-1","-1"
"16469809","0","2","0","13.5058","68","0.198615","0.0993074","0.198615","-1","-1"
"16513349","1","0","1","22.1303","104","0.212791","0.606396","1","1","1"
"16525194","1","2","0.333333","0.608696","7","0.0869566","0.210145","0.333333","-1","-1"
"16534576","1","0","1","9.98375","21","0.475417","0.737708","1","1","1"
"16552689","0","1","0","6.17244","11","0.561131","0.280565","0.561131","-1","-1"
"16553638","0","1","0","13.844","49","0.282531","0.141265","0.282531","-1","-1"
"16560657","0","3","0","10.9363","29","0.377114","0.188557","0.377114","-1","-1"
"16567644","1","1","0.5","30.2155","93","0.324898","0.412449","0.5","0","-1"
"16589206","1","7","0.125","22.6957","135","0.168116","0.146558","0.125","-1","-1"
"16591979","1","0","1","20.7767","84","0.247342","0.623671","1","1","1"
"16593816","1","0","1","14.2726","48","0.297346","0.648673","1","1","1"
"16650570","0","1","0","32.2679","108","0.298777","0.149388","0.298777","-1","-1"
"16661744","0","1","0","27.004","101","0.267366","0.133683","0.267366","-1","-1"
"16664681","0","1","0","37.4414","137","0.273295","0.136647","0.273295","-1","-1"
"16671007","1","1","0.5","28.9843","100","0.289843","0.394921","0.5","0","-1"
"16672510","0","2","0","3.00323","11","0.273021","0.13651","0.273021","-1","-1"
"16675569","0","1","0","14.6064","58","0.251834","0.125917","0.251834","-1","-1"
"16681111","0","1","0","7.04008","56","0.125716","0.0628579","0.125716","-1","-1"
"16683666","0","1","0","7.66207","46","0.166567","0.0832833","0.166567","-1","-1"
"16705804","0","1","0","0","9","0","0","0","-1","-1"
"16721461","0","1","0","7.37295","33","0.223423","0.111711","0.223423","-1","-1"
"16745015","0","1","0","1.42222","10","0.142222","0.071111","0.142222","-1","-1"
"16753407","1","0","1","29.5726","66","0.44807","0.724035","1","1","1"
"16807528","0","1","0","11.961","44","0.271841","0.13592","0.271841","-1","-1"
"16827148","0","2","0","39.3156","156","0.252023","0.126012","0.252023","-1","-1"
"16832632","0","1","0","18.009","71","0.253648","0.126824","0.253648","-1","-1"
"16834491","0","1","0","13.4554","56","0.240275","0.120138","0.240275","-1","-1"
"16834659","2","0","1","12.7621","37","0.344922","0.672461","1","1","1"
"16887175","5","3","0.625","16.0613","72","0.223074","0.424037","0.625","0","-1"
"16887934","0","1","0","7.62354","42","0.181513","0.0907564","0.181513","-1","-1"
"16893929","2","0","1","23.9512","116","0.206476","0.603238","1","1","1"
"16900353","0","1","0","4.2936","25","0.171744","0.085872","0.171744","-1","-1"
"16931360","0","1","0","28.1585","108","0.260727","0.130363","0.260727","-1","-1"
"16935292","0","1","0","48.8071","214","0.228071","0.114035","0.228071","-1","-1"
"16936858","2","2","0.5","19.5303","72","0.271254","0.385627","0.5","0","-1"
"16948493","1","2","0.333333","3.03202","8","0.379003","0.356168","0.333333","0","-1"
"16955991","1","2","0.333333","54.6022","238","0.229421","0.281377","0.333333","-1","-1"
"16957390","0","1","0","0.45","3","0.15","0.075","0.15","-1","-1"
"16960279","0","1","0","5.66307","32","0.176971","0.0884855","0.176971","-1","-1"
"16973333","17","39","0.303571","5.88732","40","0.147183","0.225377","0.303571","-1","-1"
"16992416","0","1","0","19.619","48","0.408729","0.204365","0.408729","-1","-1"
"17001435","0","1","0","76.2937","218","0.349971","0.174986","0.349971","-1","-1"
"17001490","0","1","0","2.375","16","0.148438","0.0742188","0.148438","-1","-1"
"17004618","1","0","1","13.0111","68","0.19134","0.59567","1","1","1"
"17027378","0","1","0","10.6145","50","0.21229","0.106145","0.21229","-1","-1"
"17045133","1","0","1","8.3116","29","0.286607","0.643303","1","1","1"
"17060020","0","1","0","9.81979","61","0.16098","0.0804901","0.16098","-1","-1"
"17068692","0","5","0","13.5907","49","0.277361","0.138681","0.277361","-1","-1"
"17072206","1","1","0.5","17.5833","64","0.274739","0.38737","0.5","0","-1"
"17073225","0","1","0","8.84038","30","0.294679","0.14734","0.294679","-1","-1"
"17073325","0","2","0","9.79205","40","0.244801","0.122401","0.244801","-1","-1"
"17093604","1","0","1","1.83334","28","0.0654764","0.532738","1","0","1"
"17134268","0","2","0","15.1785","48","0.316219","0.158109","0.316219","-1","-1"
"17152053","2","4","0.333333","32.8109","121","0.271164","0.302249","0.333333","-1","-1"
"17175213","0","1","0","14.1114","76","0.185676","0.0928382","0.185676","-1","-1"
"17175457","1","0","1","5.48333","18","0.304629","0.652315","1","1","1"
"17316885","0","1","0","120.254","434","0.277083","0.138541","0.277083","-1","-1"
"17354377","0","1","0","18.0522","82","0.220149","0.110074","0.220149","-1","-1"
"17374906","0","1","0","6.79164","37","0.183558","0.0917789","0.183558","-1","-1"
"17383707","0","1","0","20.8841","116","0.180035","0.0900177","0.180035","-1","-1"
"17441447","0","1","0","48.2011","237","0.20338","0.10169","0.20338","-1","-1"
"17442320","0","1","0","11.2083","75","0.149444","0.074722","0.149444","-1","-1"
"17447972","0","1","0","13.454","65","0.206985","0.103492","0.206985","-1","-1"
