userid,rcount,nrcount,rumour_ratio,user_status
19881665,1,0,1,1
19897138,0,1,0,-1
19899606,0,2,0,-1
19906615,0,1,0,-1
19915842,0,1,0,-1
19929890,0,1,0,-1
19968074,0,1,0,-1
20043786,0,2,0,-1
20052487,0,2,0,-1
20098015,0,1,0,-1
20136892,0,2,0,-1
20159596,2,3,0.4,0
20188930,0,1,0,-1
20190311,0,1,0,-1
20197308,0,3,0,-1
20222791,0,1,0,-1
20295264,0,1,0,-1
20295763,0,1,0,-1
20304663,0,1,0,-1
20375332,0,1,0,-1
20399735,0,1,0,-1
20402945,1,1,0.5,0
20494730,1,0,1,1
20512260,0,1,0,-1
20548283,0,1,0,-1
20562637,1,1,0.5,0
20598137,1,0,1,1
20622594,0,1,0,-1
20633535,1,0,1,1
20639175,7,2,0.777778,1
20646711,0,1,0,-1
20678866,0,2,0,-1
20748745,0,5,0,-1
20771519,0,1,0,-1
20772763,0,1,0,-1
20779110,0,2,0,-1
20848139,0,1,0,-1
20878297,0,1,0,-1
20891396,0,3,0,-1
20973388,0,2,0,-1
21106414,1,0,1,1
21123640,1,0,1,1
21133007,0,1,0,-1
21182691,0,1,0,-1
21186391,0,1,0,-1
21212604,4,1,0.8,1
21220931,1,0,1,1
21282561,0,2,0,-1
21291400,1,0,1,1
21328706,0,1,0,-1
21355321,0,1,0,-1
21360768,0,2,0,-1
21362105,0,1,0,-1
21368060,0,1,0,-1
21401523,0,1,0,-1
21439144,0,1,0,-1
21467787,0,1,0,-1
21477475,0,2,0,-1
21522338,0,1,0,-1
21548431,1,4,0.2,-1
21622407,0,1,0,-1
21642733,0,1,0,-1
21660529,1,1,0.5,0
21661279,0,1,0,-1
21733692,0,1,0,-1
21744712,1,3,0.25,-1
21748597,0,1,0,-1
21749564,1,1,0.5,0
21764143,0,1,0,-1
21851493,1,0,1,1
21866939,4,2,0.666667,1
21924217,0,1,0,-1
21998314,0,1,0,-1
22021978,0,7,0,-1
22092333,0,1,0,-1
22123727,1,0,1,1
22129280,2,0,1,1
22138134,1,1,0.5,0
22162815,0,1,0,-1
22192440,1,0,1,1
22240612,2,1,0.666667,1
22280546,0,1,0,-1
22369602,0,1,0,-1
22434517,0,1,0,-1
22443725,0,1,0,-1
22479281,0,1,0,-1
22516998,0,1,0,-1
22536395,0,2,0,-1
22568416,1,1,0.5,0
22578518,0,1,0,-1
22594051,1,1,0.5,0
22595904,0,1,0,-1
22596730,0,1,0,-1
22634051,0,1,0,-1
22650211,1,2,0.333333,0
22657914,0,1,0,-1
22662704,0,1,0,-1
22724717,1,0,1,1
22737226,0,1,0,-1
22799750,1,1,0.5,0
22800916,0,1,0,-1
22837285,0,1,0,-1
22872643,1,0,1,1
22930902,1,0,1,1
22931893,1,0,1,1
22968158,0,2,0,-1
22993014,13,2,0.866667,1
23041630,0,2,0,-1
23052167,0,1,0,-1
23055689,1,0,1,1
23100148,3,0,1,1
23190207,0,1,0,-1
23286093,0,1,0,-1
23293734,0,1,0,-1
23398730,0,1,0,-1
23465218,0,1,0,-1
23569016,0,1,0,-1
23570520,0,2,0,-1
23583267,0,1,0,-1
23655688,1,1,0.5,0
23745072,0,1,0,-1
23783692,0,1,0,-1
23796987,0,2,0,-1
23818581,1,1,0.5,0
23835021,0,1,0,-1
23888081,0,1,0,-1
23937894,3,11,0.214286,-1
23949317,0,1,0,-1
23950893,1,0,1,1
23963789,0,1,0,-1
24000965,5,2,0.714286,1
24006071,0,1,0,-1
24026321,0,1,0,-1
24057048,0,1,0,-1
24062457,0,1,0,-1
24069453,0,1,0,-1
24127595,0,1,0,-1
24138795,0,1,0,-1
24157295,0,1,0,-1
24165761,1,0,1,1
24187097,0,1,0,-1
24202701,1,0,1,1
24215395,1,0,1,1
24224425,0,2,0,-1
24293233,1,0,1,1
24502450,0,1,0,-1
24506246,2,4,0.333333,0
24630719,1,0,1,1
24668720,0,1,0,-1
24824450,0,1,0,-1
25036511,1,0,1,1
25049056,7,2,0.777778,1
25058787,0,1,0,-1
25067168,5,2,0.714286,1
25106021,0,2,0,-1
25110374,0,1,0,-1
25180828,0,1,0,-1
25190181,0,1,0,-1
25198840,0,1,0,-1
25210650,3,1,0.75,1
25235151,0,1,0,-1
25235198,1,0,1,1
25291723,0,1,0,-1
25333609,1,0,1,1
25360913,1,2,0.333333,0
25390350,0,1,0,-1
25516222,2,2,0.5,0
25545470,0,1,0,-1
25589776,1,0,1,1
25675905,0,2,0,-1
25777812,8,1,0.888889,1
25803703,0,1,0,-1
25808907,0,1,0,-1
25960136,0,1,0,-1
25977925,1,0,1,1
25979970,1,0,1,1
25999072,1,2,0.333333,0
26012202,0,1,0,-1
26032912,0,1,0,-1
26040618,1,0,1,1
26168951,0,1,0,-1
26192631,0,1,0,-1
26214482,0,1,0,-1
26223583,0,1,0,-1
26257166,1,0,1,1
26282046,1,0,1,1
26409050,1,0,1,1
26566469,0,2,0,-1
26574283,2,0,1,1
26577824,0,1,0,-1
26599982,0,1,0,-1
26654287,0,1,0,-1
26729931,0,1,0,-1
26738483,3,0,1,1
26900055,1,0,1,1
27067896,0,1,0,-1
27187343,0,1,0,-1
27453886,0,1,0,-1
27457454,1,4,0.2,-1
27487343,0,1,0,-1
27571535,0,1,0,-1
27581606,0,1,0,-1
27725199,0,1,0,-1
27754737,0,1,0,-1
27825918,1,0,1,1
27831488,2,0,1,1
27844479,0,1,0,-1
27917781,3,0,1,1
27931710,0,1,0,-1
27947088,2,1,0.666667,1
27964284,0,1,0,-1
27970347,0,1,0,-1
27987687,0,1,0,-1
28096105,1,1,0.5,0
28124241,0,1,0,-1
28139873,1,1,0.5,0
28186908,1,0,1,1
28197830,0,1,0,-1
28206390,0,1,0,-1
28279637,0,1,0,-1
28287525,1,0,1,1
28443608,0,2,0,-1
28673549,0,1,0,-1
28695097,0,1,0,-1
28785486,29,22,0.568627,0
28839148,0,1,0,-1
28986402,0,1,0,-1
28987332,0,1,0,-1
29148666,0,1,0,-1
29242390,0,1,0,-1
29264626,0,1,0,-1
29330577,0,1,0,-1
29460627,0,1,0,-1
29465136,0,1,0,-1
29518466,1,0,1,1
29904219,1,0,1,1
29979814,1,3,0.25,-1
30122242,2,0,1,1
30138572,0,1,0,-1
30160168,0,1,0,-1
30313925,0,1,0,-1
30346204,1,0,1,1
30447805,0,1,0,-1
30495613,0,1,0,-1
30699754,1,2,0.333333,0
30775031,1,0,1,1
30817647,0,1,0,-1
30849103,1,0,1,1
30886757,0,1,0,-1
30974408,0,1,0,-1
31114386,0,1,0,-1
31135856,0,4,0,-1
31351557,0,1,0,-1
31511502,0,1,0,-1
31540671,0,1,0,-1
31672638,0,1,0,-1
31917160,0,1,0,-1
32002507,0,1,0,-1
32272710,1,0,1,1
32405126,1,0,1,1
32677883,0,1,0,-1
32795568,1,0,1,1
33076804,0,1,0,-1
33203801,0,1,0,-1
33315010,0,4,0,-1
33388399,0,2,0,-1
33407417,0,1,0,-1
33464913,0,1,0,-1
33519870,1,0,1,1
33798654,0,1,0,-1
33946296,0,1,0,-1
34002725,0,1,0,-1
34210188,0,1,0,-1
34262462,2,2,0.5,0
34310801,2,2,0.5,0
34655603,0,1,0,-1
34713362,4,3,0.571429,0
34726009,0,1,0,-1
35051304,0,1,0,-1
35441526,0,1,0,-1
35465596,0,1,0,-1
35466620,4,1,0.8,1
35626475,0,1,0,-1
35757320,0,1,0,-1
35773039,0,1,0,-1
36048614,0,1,0,-1
36093269,0,1,0,-1
36104673,0,1,0,-1
36116351,1,0,1,1
36252186,0,1,0,-1
36311109,0,1,0,-1
36412963,0,1,0,-1
36419991,0,1,0,-1
36623013,0,1,0,-1
36730252,2,0,1,1
37034483,0,3,0,-1
37072821,0,1,0,-1
37074513,0,1,0,-1
37303498,0,1,0,-1
37459590,0,1,0,-1
37628540,0,1,0,-1
37675954,0,1,0,-1
37874853,6,0,1,1
37881687,1,5,0.166667,-1
38142380,1,0,1,1
38156420,0,1,0,-1
38162820,0,1,0,-1
38291055,0,2,0,-1
38400130,4,4,0.5,0
38708614,0,2,0,-1
38800236,0,1,0,-1
39364684,0,2,0,-1
39599748,0,1,0,-1
39609732,1,0,1,1
39682124,0,1,0,-1
39728435,0,2,0,-1
39750128,1,0,1,1
39812267,0,1,0,-1
39816275,1,0,1,1
40316065,0,1,0,-1
40519997,0,1,0,-1
40641691,0,1,0,-1
40878677,0,1,0,-1
40962194,0,1,0,-1
41085467,0,2,0,-1
41203507,0,1,0,-1
41204528,0,1,0,-1
41337621,1,0,1,1
41468683,0,1,0,-1
41479334,0,1,0,-1
41542581,0,1,0,-1
41789292,0,2,0,-1
41925345,0,1,0,-1
42371615,0,1,0,-1
42407972,1,0,1,1
42467881,1,1,0.5,0
42887031,0,1,0,-1
42896073,2,1,0.666667,1
42958829,1,0,1,1
42970367,0,1,0,-1
42972818,0,1,0,-1
43182702,0,1,0,-1
43355844,1,0,1,1
43531759,0,1,0,-1
43568964,0,1,0,-1
43641364,0,1,0,-1
43885373,0,1,0,-1
44089820,0,1,0,-1
44148621,0,1,0,-1
44166798,0,1,0,-1
44317593,0,1,0,-1
44361097,0,1,0,-1
44425241,0,1,0,-1
44544222,0,1,0,-1
44685373,1,0,1,1
44699893,1,0,1,1
44728980,1,0,1,1
44835347,1,4,0.2,-1
45169955,0,1,0,-1
45564482,0,2,0,-1
45632111,0,2,0,-1
45715838,0,1,0,-1
46017944,0,1,0,-1
46078438,1,6,0.142857,-1
46213956,0,1,0,-1
46335511,0,1,0,-1
46376581,0,1,0,-1
46431088,0,1,0,-1
46688460,0,1,0,-1
46775077,0,1,0,-1
47289823,2,1,0.666667,1
47318317,0,1,0,-1
47409343,0,1,0,-1
47448886,0,1,0,-1
47469552,0,1,0,-1
47596039,0,1,0,-1
47617445,0,2,0,-1
47624589,1,6,0.142857,-1
47685065,0,4,0,-1
47705588,0,1,0,-1
47707475,0,1,0,-1
47722134,0,2,0,-1
47916714,1,0,1,1
47942585,0,1,0,-1
47992292,0,2,0,-1
48300067,0,2,0,-1
48322782,0,1,0,-1
48626190,1,0,1,1
48705816,1,1,0.5,0
48743186,0,2,0,-1
48893763,1,0,1,1
48926467,1,0,1,1
48956231,3,1,0.75,1
49279876,0,1,0,-1
49444292,0,1,0,-1
49460512,1,0,1,1
49481642,0,1,0,-1
49491544,0,1,0,-1
49591803,1,0,1,1
49592004,0,1,0,-1
49593955,0,1,0,-1
49595583,0,1,0,-1
49649077,1,0,1,1
49654153,7,1,0.875,1
49811878,0,1,0,-1
49946953,0,1,0,-1
50004938,0,1,0,-1
50055294,0,1,0,-1
50221275,0,1,0,-1
50227161,0,1,0,-1
50295156,0,1,0,-1
50306637,0,1,0,-1
50348344,1,3,0.25,-1
50367908,0,1,0,-1
50657158,1,0,1,1
51008528,0,1,0,-1
51241574,36,18,0.666667,1
51381252,3,1,0.75,1
51440872,0,1,0,-1
52327900,1,0,1,1
52557443,0,1,0,-1
52660746,0,1,0,-1
52990482,0,1,0,-1
53044031,0,1,0,-1
53338746,0,2,0,-1
53789862,0,3,0,-1
54489465,0,1,0,-1
54756055,0,1,0,-1
54791458,0,1,0,-1
55011262,2,1,0.666667,1
55186601,2,2,0.5,0
55195680,0,1,0,-1
55219159,0,1,0,-1
55594930,0,1,0,-1
55911799,0,1,0,-1
56039856,0,1,0,-1
56223278,0,1,0,-1
56760430,0,1,0,-1
56961858,0,3,0,-1
57709461,0,1,0,-1
57945416,1,0,1,1
58360124,0,1,0,-1
58371469,0,1,0,-1
58467371,0,1,0,-1
58766083,0,1,0,-1
58913244,1,0,1,1
59287889,0,1,0,-1
59440137,0,1,0,-1
59627487,0,1,0,-1
60022825,0,2,0,-1
60296618,0,2,0,-1
60496760,1,0,1,1
60937837,0,1,0,-1
61115931,0,1,0,-1
61126132,0,1,0,-1
61336445,0,1,0,-1
61436584,0,1,0,-1
61451642,0,1,0,-1
61536089,0,1,0,-1
61597754,1,0,1,1
61914899,0,1,0,-1
62241187,0,1,0,-1
62894963,0,1,0,-1
63105173,1,2,0.333333,0
63362429,1,2,0.333333,0
63604619,0,1,0,-1
63863854,0,1,0,-1
64643056,55,30,0.647059,1
64672345,0,1,0,-1
64826919,0,1,0,-1
64933828,1,0,1,1
65045121,0,3,0,-1
65260792,0,1,0,-1
66392518,0,1,0,-1
66967746,0,1,0,-1
67197351,0,2,0,-1
67305394,0,2,0,-1
67332233,0,1,0,-1
67345697,1,0,1,1
67725191,0,2,0,-1
67973271,0,1,0,-1
68413067,0,1,0,-1
68577152,0,4,0,-1
69042501,0,1,0,-1
69181624,0,3,0,-1
69231187,0,1,0,-1
69251428,0,1,0,-1
69329527,1,0,1,1
69361168,1,0,1,1
70315912,1,0,1,1
70424993,0,1,0,-1
70467062,0,1,0,-1
70468535,1,0,1,1
71080496,1,0,1,1
71491041,0,1,0,-1
71804710,0,2,0,-1
72882689,1,0,1,1
73406718,1,1,0.5,0
74014041,1,0,1,1
74144130,1,0,1,1
74186967,1,0,1,1
74264602,1,1,0.5,0
74361628,1,0,1,1
74382140,0,1,0,-1
74964468,0,1,0,-1
75060487,0,1,0,-1
75138076,1,1,0.5,0
75584076,1,0,1,1
76135109,0,1,0,-1
76372965,0,1,0,-1
76388579,0,1,0,-1
76394861,0,1,0,-1
76453835,1,0,1,1
76628896,1,1,0.5,0
76858507,0,5,0,-1
77528520,1,1,0.5,0
77685623,0,1,0,-1
78195200,0,1,0,-1
78302221,1,0,1,1
78584101,0,1,0,-1
78586909,0,1,0,-1
78706973,0,1,0,-1
78890225,0,1,0,-1
79238144,0,1,0,-1
80096994,0,1,0,-1
80323736,0,1,0,-1
80687823,1,0,1,1
80803819,0,1,0,-1
80804103,0,1,0,-1
80807165,0,1,0,-1
81122301,0,1,0,-1
81139048,0,1,0,-1
81305054,1,2,0.333333,0
81683900,0,1,0,-1
81825702,0,1,0,-1
82048287,0,1,0,-1
82120358,0,1,0,-1
82491225,0,1,0,-1
82726142,0,1,0,-1
83310721,0,1,0,-1
83521919,0,1,0,-1
83638901,0,3,0,-1
83687045,0,1,0,-1
83795099,0,2,0,-1
84652988,0,1,0,-1
85266441,0,1,0,-1
85794542,0,1,0,-1
86002394,0,1,0,-1
86141342,0,2,0,-1
86516574,0,1,0,-1
86753745,0,1,0,-1
86793368,0,1,0,-1
87012901,0,1,0,-1
87087057,0,1,0,-1
87165980,0,1,0,-1
87261221,1,0,1,1
87297341,0,1,0,-1
87416722,32,6,0.842105,1
87818409,12,36,0.25,-1
88210310,0,1,0,-1
88574375,0,1,0,-1
88734887,0,3,0,-1
88944711,1,0,1,1
89185283,0,1,0,-1
89347280,0,1,0,-1
89457976,3,0,1,1
89570834,0,1,0,-1
89741981,0,1,0,-1
90034304,0,1,0,-1
90202078,0,1,0,-1
90243293,0,1,0,-1
90918950,1,0,1,1
91279573,0,1,0,-1
91334232,0,1,0,-1
91466927,0,1,0,-1
91493488,1,0,1,1
91774878,1,0,1,1
92181348,0,1,0,-1
92242282,0,1,0,-1
92377901,0,1,0,-1
92771309,2,2,0.5,0
93652764,0,1,0,-1
93735135,1,0,1,1
93766096,0,1,0,-1
94816809,0,1,0,-1
95148130,1,0,1,1
95747671,2,1,0.666667,1
96104822,0,1,0,-1
96501145,1,0,1,1
96625583,0,1,0,-1
97382927,0,1,0,-1
98057278,0,1,0,-1
98250867,0,1,0,-1
98487877,0,1,0,-1
98627870,0,2,0,-1
99028224,1,0,1,1
99034397,1,0,1,1
99211591,0,1,0,-1
99238190,0,1,0,-1
99333040,0,2,0,-1
99786592,0,1,0,-1
100174414,0,1,0,-1
100629223,1,1,0.5,0
100880543,1,0,1,1
100936791,2,4,0.333333,0
101022951,0,1,0,-1
101520906,0,1,0,-1
101677248,0,1,0,-1
102401151,0,1,0,-1
102420077,0,1,0,-1
103065157,0,2,0,-1
103245739,0,2,0,-1
103849564,0,2,0,-1
105173441,0,1,0,-1
105485791,0,1,0,-1
106118793,0,2,0,-1
106272927,1,0,1,1
106431823,0,1,0,-1
106470258,0,1,0,-1
106788285,0,1,0,-1
107210124,0,2,0,-1
107883101,0,1,0,-1
108352527,1,0,1,1
108884788,0,1,0,-1
109001491,0,1,0,-1
109042732,0,2,0,-1
109065990,0,2,0,-1
109234928,2,0,1,1
110396781,1,1,0.5,0
110445334,0,2,0,-1
110710738,0,1,0,-1
110827653,0,1,0,-1
110840071,0,1,0,-1
110906944,0,1,0,-1
111044562,0,1,0,-1
111250814,0,1,0,-1
112562263,1,0,1,1
112874216,1,0,1,1
113164127,0,1,0,-1
113899804,0,1,0,-1
114075165,1,0,1,1
114479860,0,1,0,-1
115378178,0,1,0,-1
115393565,1,0,1,1
115514485,2,1,0.666667,1
115754870,0,1,0,-1
116768508,0,1,0,-1
117155939,0,2,0,-1
117341432,0,1,0,-1
117366399,0,1,0,-1
118672200,0,1,0,-1
119106683,1,5,0.166667,-1
121146038,0,1,0,-1
121483664,0,2,0,-1
121817564,0,2,0,-1
122195535,0,1,0,-1
122261841,0,1,0,-1
122448174,0,1,0,-1
122539413,0,1,0,-1
122557484,0,1,0,-1
122928586,0,1,0,-1
123661002,0,1,0,-1
123746182,0,1,0,-1
123979525,0,1,0,-1
124476322,1,2,0.333333,0
