"userid","rcount","nrcount","rumour_ratio","sum_RR_following","following_count","avg_RR_following","avg_userRR_followingRR","userRR_OR_avgfollowingRR","user_status1","user_status2"
"5402612","60","34","0.638298","0.322581","2","0.16129","0.399794","0.638298","0","-1"
"5695632","1","2","0.333333","27.3159","86","0.317627","0.32548","0.333333","-1","-1"
"5698002","0","1","0","21.8179","58","0.376171","0.188085","0.376171","-1","-1"
"5858532","0","1","0","2.83333","17","0.166666","0.0833332","0.166666","-1","-1"
"5867842","1","1","0.5","19.8943","67","0.29693","0.398465","0.5","0","-1"
"5943072","4","5","0.444444","2.45","6","0.408333","0.426389","0.444444","0","-1"
"5971922","0","1","0","0.5","2","0.25","0.125","0.25","-1","-1"
"5988062","0","2","0","10.3914","28","0.371121","0.185561","0.371121","-1","-1"
"6017542","28","12","0.7","46.5316","103","0.451763","0.575882","0.7","1","1"
"6038642","2","0","1","17.6478","66","0.267392","0.633696","1","1","1"
"6107422","0","3","0","15.3981","41","0.375563","0.187782","0.375563","-1","-1"
"6134882","0","1","0","8.59075","41","0.20953","0.104765","0.20953","-1","-1"
"6160792","0","1","0","26.4726","127","0.208446","0.104223","0.208446","-1","-1"
"6246092","0","1","0","8.16369","20","0.408184","0.204092","0.408184","-1","-1"
"6361512","0","1","0","5.36853","15","0.357902","0.178951","0.357902","-1","-1"
"6433472","12","7","0.631579","33.982","94","0.361511","0.496545","0.631579","0","-1"
"6473022","0","3","0","14.5163","75","0.193551","0.0967756","0.193551","-1","-1"
"6591312","3","0","1","63.6466","183","0.347796","0.673898","1","1","1"
"6705042","0","1","0","11.5744","67","0.172752","0.0863761","0.172752","-1","-1"
"7197752","0","1","0","6.07882","21","0.289467","0.144734","0.289467","-1","-1"
"7309052","4","1","0.8","45.9747","145","0.317067","0.558533","0.8","1","1"
"7401202","0","1","0","4.64286","14","0.331633","0.165816","0.331633","-1","-1"
"7587032","47","42","0.52809","0.842105","1","0.842105","0.685097","0.52809","1","1"
"7589572","1","4","0.2","16.7414","84","0.199302","0.199651","0.2","-1","-1"
"7702542","0","5","0","9.44761","44","0.214718","0.107359","0.214718","-1","-1"
"7744592","2","6","0.25","23.7903","66","0.360459","0.30523","0.25","-1","-1"
"7779462","0","1","0","0.819444","5","0.163889","0.0819444","0.163889","-1","-1"
"7874982","0","1","0","8.95645","33","0.271408","0.135704","0.271408","-1","-1"
"7993262","0","1","0","0","0","0","0","0","-1","-1"
"8161232","0","1","0","0.5","12","0.0416667","0.0208333","0.0416667","-1","-1"
"8170292","0","1","0","20.9246","117","0.178843","0.0894214","0.178843","-1","-1"
"8197942","1","1","0.5","29.6134","85","0.348393","0.424196","0.5","0","-1"
"8330472","0","1","0","0","0","0","0","0","-1","-1"
"8350912","2","1","0.666667","0.5","1","0.5","0.583333","0.666667","1","1"
"8475532","1","0","1","18.084","66","0.274","0.637","1","1","1"
"8547752","0","1","0","2.91424","7","0.41632","0.20816","0.41632","-1","-1"
"8736882","19","7","0.730769","6.96715","30","0.232238","0.481504","0.730769","0","-1"
"8839632","2","2","0.5","6.95818","11","0.632562","0.566281","0.5","1","1"
"8973062","1","0","1","0","0","0","0.5","1","0","1"
"9207632","0","1","0","1.38393","8","0.172991","0.0864956","0.172991","-1","-1"
"9235982","1","0","1","32.0668","93","0.344804","0.672402","1","1","1"
"9487272","0","1","0","2","8","0.25","0.125","0.25","-1","-1"
"9507342","2","1","0.666667","82.1189","286","0.287129","0.476898","0.666667","0","-1"
"9517882","0","1","0","5.92482","39","0.151918","0.0759592","0.151918","-1","-1"
"9606552","1","0","1","21.9615","67","0.327784","0.663892","1","1","1"
"9609632","7","3","0.7","10.5624","25","0.422496","0.561248","0.7","1","1"
"9624742","0","1","0","0","9","0","0","0","-1","-1"
"9648652","1","0","1","16.1504","36","0.448622","0.724311","1","1","1"
"9651232","3","1","0.75","4.33909","15","0.289273","0.519636","0.75","0","1"
"9763482","1","0","1","28.0799","76","0.369472","0.684736","1","1","1"
"9890492","0","1","0","9.87354","38","0.25983","0.129915","0.25983","-1","-1"
"10102272","0","1","0","2.66667","14","0.190476","0.0952382","0.190476","-1","-1"
"10252962","0","1","0","19.8144","45","0.44032","0.22016","0.44032","-1","-1"
"10313752","0","1","0","6.61195","29","0.227998","0.113999","0.227998","-1","-1"
"10703412","0","1","0","8.51322","27","0.315304","0.157652","0.315304","-1","-1"
"10876852","0","1","0","2.84706","4","0.711765","0.355882","0.711765","0","-1"
"11018152","0","1","0","0.822581","38","0.0216469","0.0108234","0.0216469","-1","-1"
"11203972","0","1","0","22.2489","79","0.281632","0.140816","0.281632","-1","-1"
"11345012","0","1","0","14.1679","59","0.240134","0.120067","0.240134","-1","-1"
"11741632","0","1","0","8.78391","38","0.231156","0.115578","0.231156","-1","-1"
"11793022","0","1","0","0","1","0","0","0","-1","-1"
"12716032","0","1","0","11.0852","59","0.187885","0.0939424","0.187885","-1","-1"
"12848262","5","2","0.714286","9.03512","22","0.410687","0.562487","0.714286","1","1"
"12858902","0","1","0","6.5213","30","0.217377","0.108688","0.217377","-1","-1"
"12987202","0","1","0","0","0","0","0","0","-1","-1"
"12993222","0","1","0","43.6285","109","0.400261","0.200131","0.400261","-1","-1"
"13049362","1","0","1","8.65011","33","0.262125","0.631062","1","1","1"
"13493302","0","1","0","26.1607","85","0.307773","0.153887","0.307773","-1","-1"
"13496142","0","3","0","0","4","0","0","0","-1","-1"
"13753642","0","1","0","3","34","0.0882353","0.0441176","0.0882353","-1","-1"
"13896552","1","0","1","8.50945","20","0.425473","0.712736","1","1","1"
"14082466","0","1","0","21.3445","78","0.273648","0.136824","0.273648","-1","-1"
"14085040","0","1","0","5.90383","16","0.36899","0.184495","0.36899","-1","-1"
"14095052","0","3","0","8.62978","55","0.156905","0.0784526","0.156905","-1","-1"
"14098166","0","1","0","2.86287","7","0.408982","0.204491","0.408982","-1","-1"
"14123751","0","1","0","12.0379","77","0.156336","0.0781682","0.156336","-1","-1"
"14138785","7","6","0.538462","14.1257","43","0.328505","0.433483","0.538462","0","-1"
"14159148","0","1","0","0","5","0","0","0","-1","-1"
"14173315","19","17","0.527778","15.1739","38","0.399313","0.463546","0.527778","0","-1"
"14200367","0","1","0","19.5128","64","0.304888","0.152444","0.304888","-1","-1"
"14216661","1","6","0.142857","22.2941","62","0.359582","0.25122","0.142857","-1","-1"
"14224719","0","1","0","1.59732","27","0.05916","0.02958","0.05916","-1","-1"
"14231313","0","1","0","0","0","0","0","0","-1","-1"
"14260960","0","2","0","17.4703","39","0.447958","0.223979","0.447958","-1","-1"
"14264854","0","1","0","10.6447","27","0.39425","0.197125","0.39425","-1","-1"
"14275129","0","1","0","0.583333","17","0.0343137","0.0171569","0.0343137","-1","-1"
"14287669","0","1","0","52.3263","234","0.223617","0.111808","0.223617","-1","-1"
"14291684","0","1","0","5.60256","23","0.24359","0.121795","0.24359","-1","-1"
"14293310","5","11","0.3125","12.0131","42","0.286027","0.299264","0.3125","-1","-1"
"14316371","0","1","0","2.23809","10","0.223809","0.111905","0.223809","-1","-1"
"14353202","0","1","0","35.8915","144","0.249247","0.124623","0.249247","-1","-1"
"14372486","0","1","0","3.7657","13","0.289669","0.144834","0.289669","-1","-1"
"14401607","1","1","0.5","51.7664","154","0.336145","0.418073","0.5","0","-1"
"14413869","0","1","0","25.2758","73","0.346244","0.173122","0.346244","-1","-1"
"14437914","0","1","0","38.7982","145","0.267574","0.133787","0.267574","-1","-1"
"14460241","2","1","0.666667","23.606","62","0.380742","0.523704","0.666667","0","1"
"14465607","0","1","0","33.9675","99","0.343106","0.171553","0.343106","-1","-1"
"14485018","0","1","0","1.44444","6","0.24074","0.12037","0.24074","-1","-1"
"14498713","0","2","0","0","2","0","0","0","-1","-1"
"14503124","0","1","0","0","3","0","0","0","-1","-1"
"14511951","3","5","0.375","46.9998","154","0.305194","0.340097","0.375","-1","-1"
"14515799","1","1","0.5","25.3297","75","0.33773","0.418865","0.5","0","-1"
"14521106","0","1","0","30.2219","75","0.402959","0.20148","0.402959","-1","-1"
"14569869","5","1","0.833333","29.4141","114","0.258019","0.545676","0.833333","0","1"
"14584903","0","1","0","5.72011","13","0.440008","0.220004","0.440008","-1","-1"
"14588748","0","1","0","18.6626","90","0.207362","0.103681","0.207362","-1","-1"
"14588798","1","0","1","3.13061","15","0.208708","0.604354","1","1","1"
"14599545","1","0","1","11.4921","55","0.208948","0.604474","1","1","1"
"14606079","0","1","0","7.36417","20","0.368209","0.184104","0.368209","-1","-1"
"14677919","0","2","0","9.09309","33","0.275548","0.137774","0.275548","-1","-1"
"14678279","1","0","1","23.815","58","0.410603","0.705302","1","1","1"
"14681605","1","0","1","0","3","0","0.5","1","0","1"
"14697575","0","1","0","0.666666","3","0.222222","0.111111","0.222222","-1","-1"
"14700117","0","1","0","11.0661","57","0.194142","0.0970711","0.194142","-1","-1"
"14700316","0","1","0","63.4161","235","0.269856","0.134928","0.269856","-1","-1"
"14717197","0","1","0","11.6387","36","0.323297","0.161649","0.323297","-1","-1"
"14722676","0","1","0","8.78788","20","0.439394","0.219697","0.439394","-1","-1"
"14765253","0","1","0","9.83006","25","0.393202","0.196601","0.393202","-1","-1"
"14788739","0","1","0","0","1","0","0","0","-1","-1"
"14831475","0","1","0","9.87762","41","0.240918","0.120459","0.240918","-1","-1"
"14888597","0","1","0","6.95668","21","0.33127","0.165635","0.33127","-1","-1"
"14892330","0","1","0","22.2491","64","0.347642","0.173821","0.347642","-1","-1"
"14892665","0","1","0","26.1558","64","0.408684","0.204342","0.408684","-1","-1"
"14940354","4","3","0.571429","42.9841","126","0.341144","0.456286","0.571429","0","-1"
"15012486","6","4","0.6","2.91667","9","0.324075","0.462037","0.6","0","-1"
"15020865","0","1","0","1.16667","22","0.0530305","0.0265152","0.0530305","-1","-1"
"15028398","0","1","0","6.46335","49","0.131905","0.0659525","0.131905","-1","-1"
"15037033","1","0","1","12.5529","53","0.236848","0.618424","1","1","1"
"15070269","1","0","1","13.8258","46","0.300561","0.65028","1","1","1"
"15084853","0","1","0","0","0","0","0","0","-1","-1"
"15108702","3","8","0.272727","10.4815","20","0.524076","0.398402","0.272727","0","-1"
"15143478","0","2","0","1.83333","32","0.0572916","0.0286458","0.0572916","-1","-1"
"15157939","0","1","0","3.83333","13","0.294872","0.147436","0.294872","-1","-1"
"15164565","1","5","0.166667","16.4925","45","0.3665","0.266584","0.166667","-1","-1"
"15170194","0","1","0","4.78333","35","0.136667","0.0683333","0.136667","-1","-1"
"15179672","0","1","0","3.13874","13","0.241441","0.120721","0.241441","-1","-1"
"15220768","1","0","1","9.49908","35","0.271402","0.635701","1","1","1"
"15224867","0","2","0","9.33291","24","0.388871","0.194436","0.388871","-1","-1"
"15232098","0","2","0","1.71644","10","0.171644","0.0858222","0.171644","-1","-1"
"15234407","0","1","0","0","2","0","0","0","-1","-1"
"15234546","2","1","0.666667","18.4085","51","0.360951","0.513809","0.666667","0","1"
"15235811","0","1","0","4.1383","29","0.1427","0.07135","0.1427","-1","-1"
"15250661","4","4","0.5","72.2691","218","0.33151","0.415755","0.5","0","-1"
"15256225","1","1","0.5","0.833334","15","0.0555556","0.277778","0.5","-1","-1"
"15279429","0","1","0","19.6189","62","0.316434","0.158217","0.316434","-1","-1"
"15319103","0","1","0","6.75533","23","0.29371","0.146855","0.29371","-1","-1"
"15348883","0","1","0","32.6264","125","0.261011","0.130505","0.261011","-1","-1"
"15361389","0","1","0","5.83334","35","0.166667","0.0833334","0.166667","-1","-1"
"15374755","0","1","0","17.4121","52","0.334848","0.167424","0.334848","-1","-1"
"15384969","0","1","0","2","18","0.111111","0.0555556","0.111111","-1","-1"
"15400294","2","0","1","7.38333","17","0.434314","0.717157","1","1","1"
"15438913","10","17","0.37037","13.5385","33","0.410259","0.390314","0.37037","0","-1"
"15439395","0","5","0","12.3247","72","0.171177","0.0855885","0.171177","-1","-1"
"15486071","0","1","0","0","2","0","0","0","-1","-1"
"15513604","1","3","0.25","11.0068","50","0.220136","0.235068","0.25","-1","-1"
"15557246","0","1","0","4.52856","35","0.129387","0.0646937","0.129387","-1","-1"
"15586316","0","1","0","8.89508","32","0.277971","0.138986","0.277971","-1","-1"
"15598781","0","1","0","1","2","0.5","0.25","0.5","-1","-1"
"15638836","0","1","0","1.57692","4","0.39423","0.197115","0.39423","-1","-1"
"15644999","0","1","0","3.39285","34","0.0997897","0.0498949","0.0997897","-1","-1"
"15669672","2","0","1","5.63299","27","0.208629","0.604315","1","1","1"
"15754281","9","8","0.529412","17.7975","43","0.413895","0.471654","0.529412","0","-1"
"15798091","0","1","0","6.20878","50","0.124176","0.0620878","0.124176","-1","-1"
"15907183","0","3","0","9.73992","39","0.249742","0.124871","0.249742","-1","-1"
"15942075","1","0","1","1.2","12","0.1","0.55","1","1","1"
"15956067","0","1","0","31.4873","141","0.223314","0.111657","0.223314","-1","-1"
"15966995","3","2","0.6","58.9467","147","0.400998","0.500499","0.6","0","1"
"15994109","2","0","1","29.4567","80","0.368209","0.684104","1","1","1"
"15995155","0","1","0","6.61749","24","0.275729","0.137864","0.275729","-1","-1"
"15996661","0","1","0","9.88262","33","0.299473","0.149737","0.299473","-1","-1"
"16012783","4","5","0.444444","20.7112","64","0.323613","0.384028","0.444444","0","-1"
"16019070","1","0","1","41.2605","110","0.375095","0.687548","1","1","1"
"16029780","0","1","0","2.57954","20","0.128977","0.0644885","0.128977","-1","-1"
"16031927","1","2","0.333333","37.3279","102","0.36596","0.349646","0.333333","-1","-1"
"16076032","0","2","0","15.7923","81","0.194967","0.0974836","0.194967","-1","-1"
"16077204","0","1","0","36.6364","100","0.366364","0.183182","0.366364","-1","-1"
"16080866","0","1","0","0","0","0","0","0","-1","-1"
"16096416","0","1","0","0","0","0","0","0","-1","-1"
"16106522","0","1","0","52.3787","113","0.463528","0.231764","0.463528","-1","-1"
"16106584","0","2","0","2.64706","12","0.220588","0.110294","0.220588","-1","-1"
"16153562","0","2","0","4.21986","22","0.191812","0.0959059","0.191812","-1","-1"
"16164636","0","1","0","7.09899","28","0.253535","0.126768","0.253535","-1","-1"
"16170253","0","1","0","12.1577","50","0.243153","0.121577","0.243153","-1","-1"
"16183458","1","0","1","24.6629","70","0.352327","0.676164","1","1","1"
"16184358","0","2","0","17.5998","48","0.366663","0.183332","0.366663","-1","-1"
"16198940","0","4","0","33.4854","110","0.304413","0.152207","0.304413","-1","-1"
"16211566","1","1","0.5","5.03789","26","0.193765","0.346882","0.5","-1","-1"
"16215478","1","3","0.25","17.4063","37","0.470441","0.36022","0.25","0","-1"
"16220555","2","1","0.666667","14.0464","41","0.342595","0.504631","0.666667","0","1"
"16249591","0","1","0","31.019","90","0.344656","0.172328","0.344656","-1","-1"
"16299754","1","0","1","39.8309","140","0.284506","0.642253","1","1","1"
"16305558","0","1","0","25.4458","99","0.257029","0.128514","0.257029","-1","-1"
"16307818","1","0","1","48.9858","116","0.422292","0.711146","1","1","1"
"16311797","0","1","0","6.33516","24","0.263965","0.131982","0.263965","-1","-1"
"16313405","1","0","1","7.99752","13","0.615194","0.807597","1","1","1"
"16330790","0","1","0","69.3607","242","0.286614","0.143307","0.286614","-1","-1"
"16338550","0","1","0","15.5975","47","0.331862","0.165931","0.331862","-1","-1"
"16343974","13","22","0.371429","6.5964","16","0.412275","0.391852","0.371429","0","-1"
"16395449","0","1","0","2.01667","4","0.504167","0.252084","0.504167","-1","-1"
"16416978","0","1","0","0","2","0","0","0","-1","-1"
"16444025","0","1","0","1","11","0.0909091","0.0454545","0.0909091","-1","-1"
"16469809","0","3","0","14.6643","58","0.252832","0.126416","0.252832","-1","-1"
"16513349","1","0","1","23.5573","106","0.222239","0.611119","1","1","1"
"16525194","1","2","0.333333","0.608696","6","0.101449","0.217391","0.333333","-1","-1"
"16534576","1","0","1","9.98917","22","0.454053","0.727027","1","1","1"
"16552689","0","1","0","6.2088","11","0.564436","0.282218","0.564436","-1","-1"
"16560657","0","1","0","5.49071","17","0.322983","0.161491","0.322983","-1","-1"
"16567644","1","1","0.5","36.2295","96","0.377391","0.438695","0.5","0","-1"
"16589206","3","6","0.333333","24.1326","131","0.184219","0.258776","0.333333","-1","-1"
"16591979","1","0","1","23.3649","84","0.278154","0.639077","1","1","1"
"16664681","1","1","0.5","40.7977","121","0.337171","0.418586","0.5","0","-1"
"16671007","1","1","0.5","31.1059","105","0.296247","0.398123","0.5","0","-1"
"16672510","0","2","0","4.00877","14","0.28634","0.14317","0.28634","-1","-1"
"16675569","9","10","0.473684","35.1763","104","0.338234","0.405959","0.473684","0","-1"
"16681111","0","1","0","8.14528","60","0.135755","0.0678773","0.135755","-1","-1"
"16683666","0","1","0","8.16652","47","0.173756","0.0868778","0.173756","-1","-1"
"16705804","0","1","0","0.142857","9","0.015873","0.0079365","0.015873","-1","-1"
"16721461","0","1","0","7.1587","31","0.230926","0.115463","0.230926","-1","-1"
"16725276","0","1","0","0.62037","7","0.0886243","0.0443121","0.0886243","-1","-1"
"16734909","0","1","0","21.5006","68","0.316185","0.158093","0.316185","-1","-1"
"16745015","0","1","0","2.45699","13","0.188999","0.0944996","0.188999","-1","-1"
"16753407","1","0","1","29.573","62","0.476984","0.738492","1","1","1"
"16807528","0","2","0","10.982","49","0.224122","0.112061","0.224122","-1","-1"
"16811829","0","1","0","112.382","427","0.263189","0.131594","0.263189","-1","-1"
"16827148","0","2","0","44.7536","149","0.30036","0.15018","0.30036","-1","-1"
"16832632","0","1","0","44.686","148","0.301932","0.150966","0.301932","-1","-1"
"16834659","19","2","0.904762","39.9366","105","0.380349","0.642555","0.904762","1","1"
"16887175","5","3","0.625","17.6649","78","0.226473","0.425737","0.625","0","-1"
"16887934","0","1","0","9.12525","40","0.228131","0.114066","0.228131","-1","-1"
"16900353","0","1","0","7.45829","23","0.324273","0.162137","0.324273","-1","-1"
"16930489","1","1","0.5","7","29","0.241379","0.37069","0.5","0","-1"
"16931360","0","1","0","36.4938","113","0.322954","0.161477","0.322954","-1","-1"
"16955991","0","2","0","40.052","170","0.2356","0.1178","0.2356","-1","-1"
"16957390","0","1","0","0.454545","3","0.151515","0.0757575","0.151515","-1","-1"
"16973333","21","57","0.269231","7.09145","42","0.168844","0.219038","0.269231","-1","-1"
"16992416","0","2","0","19.4","48","0.404167","0.202083","0.404167","-1","-1"
"17001435","0","1","0","74.6634","210","0.35554","0.17777","0.35554","-1","-1"
"17001490","0","1","0","2.06667","13","0.158975","0.0794873","0.158975","-1","-1"
"17004618","2","0","1","16.0453","70","0.229219","0.61461","1","1","1"
"17027378","0","1","0","13.9469","47","0.296743","0.148371","0.296743","-1","-1"
"17029979","0","1","0","1.15","10","0.115","0.0575","0.115","-1","-1"
"17045133","1","0","1","8.78697","30","0.292899","0.64645","1","1","1"
"17060020","0","1","0","12.4131","56","0.221663","0.110831","0.221663","-1","-1"
"17093604","1","0","1","1.83334","28","0.0654764","0.532738","1","0","1"
"17134268","0","2","0","18.375","49","0.375","0.1875","0.375","-1","-1"
"17152053","2","4","0.333333","38.382","123","0.312049","0.322691","0.333333","-1","-1"
"17175213","0","1","0","22.413","89","0.251831","0.125916","0.251831","-1","-1"
"17316885","0","1","0","141.623","443","0.319691","0.159845","0.319691","-1","-1"
"17350250","0","1","0","0.333333","5","0.0666666","0.0333333","0.0666666","-1","-1"
"17354377","0","1","0","12.9874","53","0.245045","0.122523","0.245045","-1","-1"
"17374906","0","1","0","7.6304","37","0.206227","0.103114","0.206227","-1","-1"
"17383707","0","1","0","18.2121","86","0.211769","0.105885","0.211769","-1","-1"
"17387561","0","1","0","0.954545","5","0.190909","0.0954545","0.190909","-1","-1"
"17441447","0","1","0","52.0968","248","0.210068","0.105034","0.210068","-1","-1"
"17442320","0","1","0","12.1083","75","0.161444","0.080722","0.161444","-1","-1"
"17463660","0","1","0","13.9878","43","0.325299","0.162649","0.325299","-1","-1"
"17469289","3","3","0.5","29.3659","83","0.353806","0.426903","0.5","0","-1"
"17525171","0","2","0","210.631","884","0.23827","0.119135","0.23827","-1","-1"
"17527559","0","1","0","1.81608","10","0.181608","0.0908042","0.181608","-1","-1"
"17537467","1","11","0.0833333","38.7589","141","0.274886","0.17911","0.0833333","-1","-1"
"17561562","3","0","1","11.7885","30","0.39295","0.696475","1","1","1"
"17641218","0","1","0","7.41025","20","0.370513","0.185256","0.370513","-1","-1"
"17659340","1","0","1","3.91645","11","0.356041","0.67802","1","1","1"
"17668544","0","1","0","51.0321","184","0.277348","0.138674","0.277348","-1","-1"
"17672825","0","3","0","30.7633","107","0.287507","0.143754","0.287507","-1","-1"
"17679977","0","1","0","9.68679","15","0.645786","0.322893","0.645786","-1","-1"
"17693277","0","1","0","0.7","8","0.0875","0.04375","0.0875","-1","-1"
"17735875","0","1","0","5.79487","38","0.152497","0.0762483","0.152497","-1","-1"
"17740486","1","0","1","2.4","14","0.171429","0.585714","1","1","1"
"17741799","0","1","0","8.3356","53","0.157275","0.0786377","0.157275","-1","-1"
"17765045","0","1","0","14.7557","67","0.220235","0.110118","0.220235","-1","-1"
"17782313","0","1","0","0","3","0","0","0","-1","-1"
"17820367","1","0","1","7.25228","17","0.426605","0.713302","1","1","1"
"17895820","1","0","1","0.5","17","0.0294118","0.514706","1","0","1"
"17897698","0","1","0","0","1","0","0","0","-1","-1"
"17919393","2","0","1","14.329","44","0.325659","0.66283","1","1","1"
"17945263","0","1","0","7.24699","39","0.18582","0.0929101","0.18582","-1","-1"
"17983365","1","2","0.333333","39.2446","100","0.392446","0.362889","0.333333","0","-1"
"17984709","0","1","0","20.6393","84","0.245706","0.122853","0.245706","-1","-1"
"17990493","1","0","1","17.4763","47","0.371837","0.685919","1","1","1"
"17994522","0","1","0","6.53717","25","0.261487","0.130743","0.261487","-1","-1"
"17995040","0","8","0","1.66667","11","0.151515","0.0757577","0.151515","-1","-1"
"18018877","0","1","0","2","7","0.285714","0.142857","0.285714","-1","-1"
"18021754","0","1","0","1.1383","18","0.0632389","0.0316194","0.0632389","-1","-1"
"18040230","1","1","0.5","0.5","1","0.5","0.5","0.5","0","1"
"18060885","1","0","1","6.25","22","0.284091","0.642045","1","1","1"
"18101696","0","1","0","61.6934","229","0.269403","0.134702","0.269403","-1","-1"
"18119570","1","0","1","1.79167","6","0.298611","0.649306","1","1","1"
"18144581","0","1","0","13.9104","33","0.421527","0.210764","0.421527","-1","-1"
"18145829","0","1","0","26.1633","57","0.459005","0.229503","0.459005","-1","-1"
"18206318","1","0","1","9.65678","20","0.482839","0.741419","1","1","1"
"18207168","1","0","1","14.0953","33","0.42713","0.713565","1","1","1"
"18213483","0","1","0","17.9069","72","0.248708","0.124354","0.248708","-1","-1"
"18217574","1","0","1","10.2","60","0.17","0.585","1","1","1"
"18277355","1","1","0.5","6.27839","13","0.482953","0.491477","0.5","0","-1"
"18278257","0","1","0","1","13","0.0769231","0.0384615","0.0769231","-1","-1"
"18309277","0","1","0","0","1","0","0","0","-1","-1"
"18424289","6","7","0.461538","0.4","5","0.08","0.270769","0.461538","-1","-1"
"18435601","0","1","0","0","4","0","0","0","-1","-1"
"18441335","0","1","0","7.1889","41","0.175339","0.0876695","0.175339","-1","-1"
"18479513","0","1","0","7.32631","25","0.293053","0.146526","0.293053","-1","-1"
"18510860","1","2","0.333333","12.674","42","0.301762","0.317547","0.333333","-1","-1"
"18553134","1","0","1","48.3164","157","0.307748","0.653874","1","1","1"
"18576537","0","1","0","2.9","10","0.29","0.145","0.29","-1","-1"
"18622869","0","2","0","9.80455","30","0.326818","0.163409","0.326818","-1","-1"
"18628451","0","2","0","1.08333","24","0.0451388","0.0225694","0.0451388","-1","-1"
"18638090","0","2","0","9.6813","31","0.3123","0.15615","0.3123","-1","-1"
"18643437","1","2","0.333333","2.23333","15","0.148889","0.241111","0.333333","-1","-1"
"18650093","0","3","0","17.8404","72","0.247783","0.123892","0.247783","-1","-1"
"18655567","0","1","0","36.5492","132","0.276888","0.138444","0.276888","-1","-1"
"18668407","0","1","0","0","5","0","0","0","-1","-1"
"18696855","0","2","0","9.67484","80","0.120935","0.0604677","0.120935","-1","-1"
"18711754","2","0","1","35.4645","99","0.358227","0.679114","1","1","1"
"18725815","0","13","0","16.7366","70","0.239094","0.119547","0.239094","-1","-1"
"18734884","0","1","0","2.33333","8","0.291666","0.145833","0.291666","-1","-1"
